"date","route","rides"
2013-06-03,4,5667
2013-06-04,4,5915
2013-06-05,4,5800
2013-06-06,4,4272
2013-06-07,4,5378
2013-06-08,4,3865
2013-06-09,4,2222
2013-06-10,4,5414
2013-06-11,4,5600
2013-06-12,4,5706
2013-06-13,4,5980
2013-06-14,4,5601
2013-06-15,4,4828
2013-06-16,4,2382
2013-06-17,4,5541
2013-06-18,4,5833
2013-06-19,4,6073
2013-06-20,4,6183
2013-06-21,4,5495
2013-06-22,4,3581
2013-06-23,4,2373
2013-06-24,4,5624
2013-06-25,4,6198
2013-06-26,4,6108
2013-06-27,4,6009
2013-06-28,4,6195
2013-06-29,4,5170
2013-06-30,4,3727
2013-07-01,4,6275
2013-07-02,4,5960
2013-07-03,4,6202
2013-07-04,4,2763
2013-07-05,4,4710
2013-07-06,4,3279
2013-07-07,4,2417
2013-07-08,4,5730
2013-07-09,4,6063
2013-07-10,4,5991
2013-07-11,4,6348
2013-07-12,4,6187
2013-07-13,4,4086
2013-07-14,4,2492
2013-07-15,4,5930
2013-07-16,4,5956
2013-07-17,4,6180
2013-07-18,4,6053
2013-07-19,4,5817
2013-07-20,4,4219
2013-07-21,4,2472
2013-07-22,4,5873
2013-07-23,4,5854
2013-07-24,4,6029
2013-07-25,4,6220
2013-07-26,4,5705
2013-07-27,4,3455
2013-07-28,4,2366
2013-07-29,4,5373
2013-07-30,4,5763
2013-07-31,4,5967
2013-08-01,4,6342
2013-08-02,4,5985
2013-08-03,4,4575
2013-08-04,4,2754
2013-08-05,4,5619
2013-08-06,4,5829
2013-08-07,4,5838
2013-08-08,4,5839
2013-08-09,4,5807
2013-08-10,4,4146
2013-08-11,4,2449
2013-08-12,4,5710
2013-08-13,4,5869
2013-08-14,4,5964
2013-08-15,4,6007
2013-08-16,4,5725
2013-08-17,4,3772
2013-08-18,4,2636
2013-08-19,4,6013
2013-08-20,4,6455
2013-08-21,4,5899
2013-08-22,4,6398
2013-08-23,4,5775
2013-08-24,4,4084
2013-08-25,4,2554
2013-08-26,4,6620
2013-08-27,4,7150
2013-08-28,4,7114
2013-08-29,4,7303
2013-08-30,4,6712
2013-08-31,4,4171
2013-09-01,4,3017
2013-09-02,4,2721
2013-09-03,4,7583
2013-09-04,4,7386
2013-09-05,4,7610
2013-09-06,4,7063
2013-09-07,4,4467
2013-09-08,4,2826
2013-09-09,4,7104
2013-09-10,4,7416
2013-09-11,4,7466
2013-09-12,4,7956
2013-09-13,4,6947
2013-09-14,4,3970
2013-09-15,4,2543
2013-09-16,4,6978
2013-09-17,4,7324
2013-09-18,4,7453
2013-09-19,4,6899
2013-09-20,4,6760
2013-09-21,4,4313
2013-09-22,4,2848
2013-09-23,4,7185
2013-09-24,4,7314
2013-09-25,4,7274
2013-09-26,4,7245
2013-09-27,4,6442
2013-09-28,4,4170
2013-09-29,4,2727
2013-09-30,4,6827
2013-10-01,4,7462
2013-10-02,4,7172
2013-10-03,4,7304
2013-10-04,4,6839
2013-10-05,4,4018
2013-10-06,4,2973
2013-10-07,4,6850
2013-10-08,4,7508
2013-10-09,4,7120
2013-10-10,4,7110
2013-10-11,4,6624
2013-10-12,4,4077
2013-10-13,4,2691
2013-10-14,4,6715
2013-10-15,4,7131
2013-10-16,4,6912
2013-10-17,4,6076
2013-10-18,4,5842
2013-10-19,4,3774
2013-10-20,4,2550
2013-10-21,4,6940
2013-10-22,4,7119
2013-10-23,4,7370
2013-10-24,4,7188
2013-10-25,4,6635
2013-10-26,4,4072
2013-10-27,4,2546
2013-10-28,4,7041
2013-10-29,4,7239
2013-10-30,4,7180
2013-10-31,4,7186
2013-11-01,4,6946
2013-11-02,4,4393
2013-11-03,4,2726
2013-11-04,4,6957
2013-11-05,4,8099
2013-11-06,4,7257
2013-11-07,4,7334
2013-11-08,4,6728
2013-11-09,4,4224
2013-11-10,4,2543
2013-11-11,4,5500
2013-11-12,4,6603
2013-11-13,4,7275
2013-11-14,4,7207
2013-11-15,4,6904
2013-11-16,4,4047
2013-11-17,4,2474
2013-11-18,4,6822
2013-11-19,4,7263
2013-11-20,4,7106
2013-11-21,4,7186
2013-11-22,4,6691
2013-11-23,4,3597
2013-11-24,4,2300
2013-11-25,4,6757
2013-11-26,4,6872
2013-11-27,4,6138
2013-11-28,4,1550
2013-11-29,4,4197
2013-11-30,4,3670
2013-12-01,4,2545
2013-12-02,4,6884
2013-12-03,4,7338
2013-12-04,4,7548
2013-12-05,4,7140
2013-12-06,4,6224
2013-12-07,4,3480
2013-12-08,4,2130
2013-12-09,4,6952
2013-12-10,4,6915
2013-12-11,4,6460
2013-12-12,4,6998
2013-12-13,4,6867
2013-12-14,4,4040
2013-12-15,4,2233
2013-12-16,4,6418
2013-12-17,4,6622
2013-12-18,4,7041
2013-12-19,4,6769
2013-12-20,4,6706
2013-12-21,4,4044
2013-12-22,4,2376
2013-12-23,4,4701
2013-12-24,4,2951
2013-12-25,4,971
2013-12-26,4,4471
2013-12-27,4,5149
2013-12-28,4,3694
2013-12-29,4,1996
2013-12-30,4,4738
2013-12-31,4,5114
2014-01-01,4,1941
2014-01-02,4,5239
2014-01-03,4,5487
2014-01-04,4,3433
2014-01-05,4,1543
2014-01-06,4,2702
2014-01-07,4,4590
2014-01-08,4,5708
2014-01-09,4,6337
2014-01-10,4,6316
2014-01-11,4,3510
2014-01-12,4,2303
2014-01-13,4,7282
2014-01-14,4,7295
2014-01-15,4,7567
2014-01-16,4,7100
2014-01-17,4,6444
2014-01-18,4,3672
2014-01-19,4,2576
2014-01-20,4,4288
2014-01-21,4,7213
2014-01-22,4,6988
2014-01-23,4,5748
2014-01-24,4,6880
2014-01-25,4,3626
2014-01-26,4,2147
2014-01-27,4,3823
2014-01-28,4,5839
2014-01-29,4,7170
2014-01-30,4,7169
2014-01-31,4,6594
2014-02-01,4,3995
2014-02-02,4,2434
2014-02-03,4,7158
2014-02-04,4,7160
2014-02-05,4,6926
2014-02-06,4,6736
2014-02-07,4,6271
2014-02-08,4,3891
2014-02-09,4,2175
2014-02-10,4,6647
2014-02-11,4,7138
2014-02-12,4,7399
2014-02-13,4,7085
2014-02-14,4,6715
2014-02-15,4,3633
2014-02-16,4,2494
2014-02-17,4,4821
2014-02-18,4,7578
2014-02-19,4,7290
2014-02-20,4,7002
2014-02-21,4,6351
2014-02-22,4,4059
2014-02-23,4,2492
2014-02-24,4,7015
2014-02-25,4,6855
2014-02-26,4,6988
2014-02-27,4,5769
2014-02-28,4,6317
2014-03-01,4,3708
2014-03-02,4,2290
2014-03-03,4,6821
2014-03-04,4,7264
2014-03-05,4,7446
2014-03-06,4,6934
2014-03-07,4,6352
2014-03-08,4,4391
2014-03-09,4,2592
2014-03-10,4,6041
2014-03-11,4,6214
2014-03-12,4,6041
2014-03-13,4,6516
2014-03-14,4,6229
2014-03-15,4,4221
2014-03-16,4,2590
2014-03-17,4,7398
2014-03-18,4,7075
2014-03-19,4,7259
2014-03-20,4,7147
2014-03-21,4,6653
2014-03-22,4,3826
2014-03-23,4,2646
2014-03-24,4,6863
2014-03-25,4,6940
2014-03-26,4,7033
2014-03-27,4,7000
2014-03-28,4,6580
2014-03-29,4,4130
2014-03-30,4,2484
2014-03-31,4,6578
2014-04-01,4,6893
2014-04-02,4,7075
2014-04-03,4,7030
2014-04-04,4,6247
2014-04-05,4,4164
2014-04-06,4,2685
2014-04-07,4,6977
2014-04-08,4,7378
2014-04-09,4,7352
2014-04-10,4,7178
2014-04-11,4,6606
2014-04-12,4,4190
2014-04-13,4,2551
2014-04-14,4,6895
2014-04-15,4,6891
2014-04-16,4,6808
2014-04-17,4,7430
2014-04-18,4,6122
2014-04-19,4,3746
2014-04-20,4,2168
2014-04-21,4,6409
2014-04-22,4,6930
2014-04-23,4,6698
2014-04-24,4,6802
2014-04-25,4,6589
2014-04-26,4,4122
2014-04-27,4,1872
2014-04-28,4,6563
2014-04-29,4,6686
2014-04-30,4,6959
2014-05-01,4,7192
2014-05-02,4,6821
2014-05-03,4,4276
2014-05-04,4,2695
2014-05-05,4,6544
2014-05-06,4,6472
2014-05-07,4,6344
2014-05-08,4,6620
2014-05-09,4,6417
2014-05-10,4,3935
2014-05-11,4,2483
2014-05-12,4,6419
2014-05-13,4,6619
2014-05-14,4,6773
2014-05-15,4,6560
2014-05-16,4,6268
2014-05-17,4,3988
2014-05-18,4,2954
2014-05-19,4,5479
2014-05-20,4,6029
2014-05-21,4,6169
2014-05-22,4,6222
2014-05-23,4,5783
2014-05-24,4,3697
2014-05-25,4,2541
2014-05-26,4,2341
2014-05-27,4,5908
2014-05-28,4,6198
2014-05-29,4,6226
2014-05-30,4,6118
2014-05-31,4,3754
2014-06-01,4,2610
2014-06-02,4,6153
2014-06-03,4,6449
2014-06-04,4,6268
2014-06-05,4,6505
2014-06-06,4,6383
2014-06-07,4,3581
2014-06-08,4,2420
2014-06-09,4,5702
2014-06-10,4,5966
2014-06-11,4,5876
2014-06-12,4,5904
2014-06-13,4,6279
2014-06-14,4,4091
2014-06-15,4,3328
2014-06-16,4,5646
2014-06-17,4,5725
2014-06-18,4,6091
2014-06-19,4,5349
2014-06-20,4,6535
2014-06-21,4,4768
2014-06-22,4,2877
2014-06-23,4,5650
2014-06-24,4,6062
2014-06-25,4,5950
2014-06-26,4,6310
2014-06-27,4,5959
2014-06-28,4,4359
2014-06-29,4,3813
2014-06-30,4,5785
2014-07-01,4,6311
2014-07-02,4,6159
2014-07-03,4,6198
2014-07-04,4,3129
2014-07-05,4,3600
2014-07-06,4,2266
2014-07-07,4,5499
2014-07-08,4,5914
2014-07-09,4,5763
2014-07-10,4,6158
2014-07-11,4,5782
2014-07-12,4,3928
2014-07-13,4,2988
2014-07-14,4,5868
2014-07-15,4,6312
2014-07-16,4,6016
2014-07-17,4,5932
2014-07-18,4,6045
2014-07-19,4,3962
2014-07-20,4,2555
2014-07-21,4,5564
2014-07-22,4,5896
2014-07-23,4,6101
2014-07-24,4,6153
2014-07-25,4,5668
2014-07-26,4,4463
2014-07-27,4,2811
2014-07-28,4,5374
2014-07-29,4,5648
2014-07-30,4,5414
2014-07-31,4,5768
2014-08-01,4,6124
2014-08-02,4,4761
2014-08-03,4,2823
2014-08-04,4,5683
2014-08-05,4,5515
2014-08-06,4,6455
2014-08-07,4,5796
2014-08-08,4,5640
2014-08-09,4,3966
2014-08-10,4,2362
2014-08-11,4,5342
2014-08-12,4,5813
2014-08-13,4,5747
2014-08-14,4,6126
2014-08-15,4,5733
2014-08-16,4,3842
2014-08-17,4,2424
2014-08-18,4,5731
2014-08-19,4,5588
2014-08-20,4,5931
2014-08-21,4,6257
2014-08-22,4,5884
2014-08-23,4,4426
2014-08-24,4,2976
2014-08-25,4,6767
2014-08-26,4,6632
2014-08-27,4,7048
2014-08-28,4,6889
2014-08-29,4,5726
2014-08-30,4,3867
2014-08-31,4,3050
2014-09-01,4,2749
2014-09-02,4,7071
2014-09-03,4,7218
2014-09-04,4,7233
2014-09-05,4,6629
2014-09-06,4,4468
2014-09-07,4,2945
2014-09-08,4,6648
2014-09-09,4,7023
2014-09-10,4,7233
2014-09-11,4,7092
2014-09-12,4,6193
2014-09-13,4,4326
2014-09-14,4,2817
2014-09-15,4,6922
2014-09-16,4,6778
2014-09-17,4,7391
2014-09-18,4,6947
2014-09-19,4,6368
2014-09-20,4,3994
2014-09-21,4,2656
2014-09-22,4,6693
2014-09-23,4,6904
2014-09-24,4,6943
2014-09-25,4,6880
2014-09-26,4,6716
2014-09-27,4,3948
2014-09-28,4,2662
2014-09-29,4,6361
2014-09-30,4,6864
2014-10-01,4,6694
2014-10-02,4,6851
2014-10-03,4,6129
2014-10-04,4,3850
2014-10-05,4,2742
2014-10-06,4,6550
2014-10-07,4,6859
2014-10-08,4,6800
2014-10-09,4,6953
2014-10-10,4,6253
2014-10-11,4,4477
2014-10-12,4,2452
2014-10-13,4,6667
2014-10-14,4,7049
2014-10-15,4,7049
2014-10-16,4,5960
2014-10-17,4,5711
2014-10-18,4,4064
2014-10-19,4,2586
2014-10-20,4,6550
2014-10-21,4,6761
2014-10-22,4,6966
2014-10-23,4,7003
2014-10-24,4,6618
2014-10-25,4,4138
2014-10-26,4,2696
2014-10-27,4,6546
2014-10-28,4,6777
2014-10-29,4,6842
2014-10-30,4,6890
2014-10-31,4,6470
2014-11-01,4,3926
2014-11-02,4,2570
2014-11-03,4,6402
2014-11-04,4,6431
2014-11-05,4,6851
2014-11-06,4,6986
2014-11-07,4,6351
2014-11-08,4,3940
2014-11-09,4,2597
2014-11-10,4,6583
2014-11-11,4,6042
2014-11-12,4,6741
2014-11-13,4,6997
2014-11-14,4,6446
2014-11-15,4,3888
2014-11-16,4,2375
2014-11-17,4,6577
2014-11-18,4,6606
2014-11-19,4,6837
2014-11-20,4,6844
2014-11-21,4,6531
2014-11-22,4,3988
2014-11-23,4,2540
2014-11-24,4,6519
2014-11-25,4,6874
2014-11-26,4,5963
2014-11-27,4,1315
2014-11-28,4,3814
2014-11-29,4,3402
2014-11-30,4,2337
2014-12-01,4,6300
2014-12-02,4,6682
2014-12-03,4,7102
2014-12-04,4,6904
2014-12-05,4,6507
2014-12-06,4,4245
2014-12-07,4,2554
2014-12-08,4,6296
2014-12-09,4,6616
2014-12-10,4,6688
2014-12-11,4,6728
2014-12-12,4,6186
2014-12-13,4,3919
2014-12-14,4,2754
2014-12-15,4,6597
2014-12-16,4,6226
2014-12-17,4,6400
2014-12-18,4,6676
2014-12-19,4,6203
2014-12-20,4,3694
2014-12-21,4,2566
2014-12-22,4,5292
2014-12-23,4,5414
2014-12-24,4,3576
2014-12-25,4,1030
2014-12-26,4,3913
2014-12-27,4,2985
2014-12-28,4,2274
2014-12-29,4,4489
2014-12-30,4,4540
2014-12-31,4,5112
2015-01-01,4,1919
2015-01-02,4,4452
2015-01-03,4,3328
2015-01-04,4,1841
2015-01-05,4,4937
2015-01-06,4,5268
2015-01-07,4,4389
2015-01-08,4,5462
2015-01-09,4,5624
2015-01-10,4,3274
2015-01-11,4,2213
2015-01-12,4,6501
2015-01-13,4,6676
2015-01-14,4,7098
2015-01-15,4,6933
2015-01-16,4,6280
2015-01-17,4,3806
2015-01-18,4,2497
2015-01-19,4,4262
2015-01-20,4,6716
2015-01-21,4,7008
2015-01-22,4,6851
2015-01-23,4,6129
2015-01-24,4,3959
2015-01-25,4,2434
2015-01-26,4,6517
2015-01-27,4,6798
2015-01-28,4,6827
2015-01-29,4,6745
2015-01-30,4,6360
2015-01-31,4,3765
2015-02-01,4,2240
2015-02-02,4,6315
2015-02-03,4,6633
2015-02-04,4,6664
2015-02-05,4,6627
2015-02-06,4,6185
2015-02-07,4,3892
2015-02-08,4,2352
2015-02-09,4,6459
2015-02-10,4,6679
2015-02-11,4,6630
2015-02-12,4,6387
2015-02-13,4,6131
2015-02-14,4,3194
2015-02-15,4,2194
2015-02-16,4,4479
2015-02-17,4,6427
2015-02-18,4,5837
2015-02-19,4,6169
2015-02-20,4,6021
2015-02-21,4,3582
2015-02-22,4,1830
2015-02-23,4,5866
2015-02-24,4,6578
2015-02-25,4,6445
2015-02-26,4,5889
2015-02-27,4,5638
2015-02-28,4,3837
2015-03-01,4,2379
2015-03-02,4,6512
2015-03-03,4,6378
2015-03-04,4,6389
2015-03-05,4,6317
2015-03-06,4,5730
2015-03-07,4,3716
2015-03-08,4,2493
2015-03-09,4,5112
2015-03-10,4,5718
2015-03-11,4,5572
2015-03-12,4,5627
2015-03-13,4,5549
2015-03-14,4,4041
2015-03-15,4,2293
2015-03-16,4,6107
2015-03-17,4,6920
2015-03-18,4,6218
2015-03-19,4,6228
2015-03-20,4,5849
2015-03-21,4,3633
2015-03-22,4,2125
2015-03-23,4,6082
2015-03-24,4,6222
2015-03-25,4,6202
2015-03-26,4,6249
2015-03-27,4,5863
2015-03-28,4,3884
2015-03-29,4,2252
2015-03-30,4,5932
2015-03-31,4,5949
2015-04-01,4,6301
2015-04-02,4,6174
2015-04-03,4,5437
2015-04-04,4,3997
2015-04-05,4,2012
2015-04-06,4,6051
2015-04-07,4,6383
2015-04-08,4,6426
2015-04-09,4,6215
2015-04-10,4,5925
2015-04-11,4,4358
2015-04-12,4,2650
2015-04-13,4,6444
2015-04-14,4,6487
2015-04-15,4,6183
2015-04-16,4,6160
2015-04-17,4,6045
2015-04-18,4,3996
2015-04-19,4,2420
2015-04-20,4,5771
2015-04-21,4,5946
2015-04-22,4,6214
2015-04-23,4,6229
2015-04-24,4,5802
2015-04-25,4,3987
2015-04-26,4,2485
2015-04-27,4,6000
2015-04-28,4,6217
2015-04-29,4,6217
2015-04-30,4,6022
2015-05-01,4,5719
2015-05-02,4,3818
2015-05-03,4,2588
2015-05-04,4,5719
2015-05-05,4,5718
2015-05-06,4,5731
2015-05-07,4,5721
2015-05-08,4,5727
2015-05-09,4,3815
2015-05-10,4,2588
2015-05-11,4,5720
2015-05-12,4,5719
2015-05-13,4,5718
2015-05-14,4,5719
2015-05-15,4,5720
2015-05-16,4,3815
2015-05-17,4,2588
2015-05-18,4,5718
2015-05-19,4,5718
2015-05-20,4,5720
2015-05-21,4,5753
2015-05-22,4,5757
2015-05-23,4,3815
2015-05-24,4,2588
2015-05-25,4,2429
2015-05-26,4,5723
2015-05-27,4,5719
2015-05-28,4,5721
2015-05-29,4,5720
2015-05-30,4,3815
2015-05-31,4,2588
2015-06-01,4,4769
2015-06-02,4,4769
2015-06-03,4,4769
2015-06-04,4,4770
2015-06-05,4,4771
2015-06-06,4,3919
2015-06-07,4,2608
2015-06-08,4,5586
2015-06-09,4,5823
2015-06-10,4,6122
2015-06-11,4,5758
2015-06-12,4,5488
2015-06-13,4,3716
2015-06-14,4,2305
2015-06-15,4,5545
2015-06-16,4,5854
2015-06-17,4,6015
2015-06-18,4,5731
2015-06-19,4,5804
2015-06-20,4,4095
2015-06-21,4,2945
2015-06-22,4,5219
2015-06-23,4,6109
2015-06-24,4,5899
2015-06-25,4,5872
2015-06-26,4,5151
2015-06-27,4,5190
2015-06-28,4,3447
2015-06-29,4,5340
2015-06-30,4,5858
2015-07-01,4,5633
2015-07-02,4,5538
2015-07-03,4,3840
2015-07-04,4,2632
2015-07-05,4,2312
2015-07-06,4,5748
2015-07-07,4,6368
2015-07-08,4,6353
2015-07-09,4,6339
2015-07-10,4,6733
2015-07-11,4,4022
2015-07-12,4,2629
2015-07-13,4,5846
2015-07-14,4,5901
2015-07-15,4,6302
2015-07-16,4,5953
2015-07-17,4,5792
2015-07-18,4,3718
2015-07-19,4,2508
2015-07-20,4,5925
2015-07-21,4,6165
2015-07-22,4,5767
2015-07-23,4,5973
2015-07-24,4,6009
2015-07-25,4,4255
2015-07-26,4,2841
2015-07-27,4,5628
2015-07-28,4,6030
2015-07-29,4,6010
2015-07-30,4,6450
2015-07-31,4,6064
2015-08-01,4,3940
2015-08-02,4,2686
2015-08-03,4,5843
2015-08-04,4,5856
2015-08-05,4,6229
2015-08-06,4,5647
2015-08-07,4,6048
2015-08-08,4,4483
2015-08-09,4,2647
2015-08-10,4,5682
2015-08-11,4,6236
2015-08-12,4,5977
2015-08-13,4,5897
2015-08-14,4,6003
2015-08-15,4,3735
2015-08-16,4,2337
2015-08-17,4,5810
2015-08-18,4,5615
2015-08-19,4,5987
2015-08-20,4,6390
2015-08-21,4,5863
2015-08-22,4,4342
2015-08-23,4,2456
2015-08-24,4,6594
2015-08-25,4,6964
2015-08-26,4,6838
2015-08-27,4,6971
2015-08-28,4,6454
2015-08-29,4,3997
2015-08-30,4,2900
2015-08-31,4,6873
2015-09-01,4,7357
2015-09-02,4,7333
2015-09-03,4,7227
2015-09-04,4,6504
2015-09-05,4,3684
2015-09-06,4,2775
2015-09-07,4,3070
2015-09-08,4,6858
2015-09-09,4,7009
2015-09-10,4,6926
2015-09-11,4,6173
2015-09-12,4,3935
2015-09-13,4,2890
2015-09-14,4,6866
2015-09-15,4,6920
2015-09-16,4,7069
2015-09-17,4,6450
2015-09-18,4,6345
2015-09-19,4,4227
2015-09-20,4,2450
2015-09-21,4,6586
2015-09-22,4,7015
2015-09-23,4,6877
2015-09-24,4,6719
2015-09-25,4,6060
2015-09-26,4,3978
2015-09-27,4,2473
2015-09-28,4,6380
2015-09-29,4,6943
2015-09-30,4,6169
2015-10-01,4,6402
2015-10-02,4,6503
2015-10-03,4,4151
2015-10-04,4,2578
2015-10-05,4,6476
2015-10-06,4,6864
2015-10-07,4,6902
2015-10-08,4,6479
2015-10-09,4,6135
2015-10-10,4,3735
2015-10-11,4,2608
2015-10-12,4,6482
2015-10-13,4,7287
2015-10-14,4,7251
2015-10-15,4,5994
2015-10-16,4,5748
2015-10-17,4,3791
2015-10-18,4,2427
2015-10-19,4,6350
2015-10-20,4,6839
2015-10-21,4,6642
2015-10-22,4,6760
2015-10-23,4,6148
2015-10-24,4,3889
2015-10-25,4,2380
2015-10-26,4,6387
2015-10-27,4,6639
2015-10-28,4,6622
2015-10-29,4,6602
2015-10-30,4,6262
2015-10-31,4,3900
2015-11-01,4,2776
2015-11-02,4,6564
2015-11-03,4,6793
2015-11-04,4,6819
2015-11-05,4,6732
2015-11-06,4,6032
2015-11-07,4,3793
2015-11-08,4,2514
2015-11-09,4,6486
2015-11-10,4,6323
2015-11-11,4,5480
2015-11-12,4,6600
2015-11-13,4,6421
2015-11-14,4,3631
2015-11-15,4,2628
2015-11-16,4,6000
2015-11-17,4,6386
2015-11-18,4,6666
2015-11-19,4,6507
2015-11-20,4,6081
2015-11-21,4,3520
2015-11-22,4,2380
2015-11-23,4,6471
2015-11-24,4,6887
2015-11-25,4,5766
2015-11-26,4,1249
2015-11-27,4,3683
2015-11-28,4,3276
2015-11-29,4,2160
2015-11-30,4,6113
2015-12-01,4,6488
2015-12-02,4,6691
2015-12-03,4,6772
2015-12-04,4,6222
2015-12-05,4,4351
2015-12-06,4,2557
2015-12-07,4,6304
2015-12-08,4,6254
2015-12-09,4,6691
2015-12-10,4,6224
2015-12-11,4,5862
2015-12-12,4,3693
2015-12-13,4,2206
2015-12-14,4,6276
2015-12-15,4,6192
2015-12-16,4,6381
2015-12-17,4,6229
2015-12-18,4,5804
2015-12-19,4,3464
2015-12-20,4,2428
2015-12-21,4,5539
2015-12-22,4,5451
2015-12-23,4,5040
2015-12-24,4,2799
2015-12-25,4,906
2015-12-26,4,2625
2015-12-27,4,1854
2015-12-28,4,4711
2015-12-29,4,4854
2015-12-30,4,5090
2015-12-31,4,4865
2016-01-01,4,2017
2016-01-02,4,3181
2016-01-03,4,2248
2016-01-04,4,5572
2016-01-05,4,5877
2016-01-06,4,6206
2016-01-07,4,6086
2016-01-08,4,6166
2016-01-09,4,2863
2016-01-10,4,1746
2016-01-11,4,5832
2016-01-12,4,6074
2016-01-13,4,6665
2016-01-14,4,6649
2016-01-15,4,5844
2016-01-16,4,2919
2016-01-17,4,1544
2016-01-18,4,3582
2016-01-19,4,6281
2016-01-20,4,6788
2016-01-21,4,6756
2016-01-22,4,6094
2016-01-23,4,3453
2016-01-24,4,2140
2016-01-25,4,6668
2016-01-26,4,6738
2016-01-27,4,6845
2016-01-28,4,6781
2016-01-29,4,6055
2016-01-30,4,3498
2016-01-31,4,2399
2016-02-01,4,6698
2016-02-02,4,6463
2016-02-03,4,6555
2016-02-04,4,6548
2016-02-05,4,5909
2016-02-06,4,3454
2016-02-07,4,2214
2016-02-08,4,6273
2016-02-09,4,6255
2016-02-10,4,6346
2016-02-11,4,6268
2016-02-12,4,5662
2016-02-13,4,3183
2016-02-14,4,2158
2016-02-15,4,4275
2016-02-16,4,6548
2016-02-17,4,6551
2016-02-18,4,6468
2016-02-19,4,5864
2016-02-20,4,3470
2016-02-21,4,2312
2016-02-22,4,6629
2016-02-23,4,6422
2016-02-24,4,6318
2016-02-25,4,6046
2016-02-26,4,5683
2016-02-27,4,3782
2016-02-28,4,2058
2016-02-29,4,6189
2016-03-01,4,6501
2016-03-02,4,6408
2016-03-03,4,6362
2016-03-04,4,5875
2016-03-05,4,3824
2016-03-06,4,2482
2016-03-07,4,5412
2016-03-08,4,5463
2016-03-09,4,5911
2016-03-10,4,5860
2016-03-11,4,5740
2016-03-12,4,3607
2016-03-13,4,2200
2016-03-14,4,6015
2016-03-15,4,6118
2016-03-16,4,6456
2016-03-17,4,6758
2016-03-18,4,5764
2016-03-19,4,3498
2016-03-20,4,2292
2016-03-21,4,6252
2016-03-22,4,6491
2016-03-23,4,6217
2016-03-24,4,6324
2016-03-25,4,5522
2016-03-26,4,3166
2016-03-27,4,1846
2016-03-28,4,5783
2016-03-29,4,5992
2016-03-30,4,5952
2016-03-31,4,6181
2016-04-01,4,6045
2016-04-02,4,3544
2016-04-03,4,2542
2016-04-04,4,6422
2016-04-05,4,6310
2016-04-06,4,6526
2016-04-07,4,6417
2016-04-08,4,5849
2016-04-09,4,3542
2016-04-10,4,2450
2016-04-11,4,6264
2016-04-12,4,6404
2016-04-13,4,6483
2016-04-14,4,6523
2016-04-15,4,6039
2016-04-16,4,3772
2016-04-17,4,2433
2016-04-18,4,6041
2016-04-19,4,6280
2016-04-20,4,6212
2016-04-21,4,6446
2016-04-22,4,5966
2016-04-23,4,3961
2016-04-24,4,1880
2016-04-25,4,5970
2016-04-26,4,6348
2016-04-27,4,6235
2016-04-28,4,6358
2016-04-29,4,5791
2016-04-30,4,3548
2016-05-01,4,2777
2016-05-02,4,5927
2016-05-03,4,6171
2016-05-04,4,6247
2016-05-05,4,6366
2016-05-06,4,5840
2016-05-07,4,3589
2016-05-08,4,2377
2016-05-09,4,5577
2016-05-10,4,5972
2016-05-11,4,5951
2016-05-12,4,6088
2016-05-13,4,5657
2016-05-14,4,3459
2016-05-15,4,2309
2016-05-16,4,5460
2016-05-17,4,5747
2016-05-18,4,5708
2016-05-19,4,5654
2016-05-20,4,5456
2016-05-21,4,3370
2016-05-22,4,2377
2016-05-23,4,5684
2016-05-24,4,5540
2016-05-25,4,5783
2016-05-26,4,5907
2016-05-27,4,5288
2016-05-28,4,3052
2016-05-29,4,2330
2016-05-30,4,2213
2016-05-31,4,5315
2016-06-01,4,5751
2016-06-02,4,5850
2016-06-03,4,5678
2016-06-04,4,3448
2016-06-05,4,2309
2016-06-06,4,5344
2016-06-07,4,5943
2016-06-08,4,5696
2016-06-09,4,5557
2016-06-10,4,5140
2016-06-11,4,3575
2016-06-12,4,2413
2016-06-13,4,5165
2016-06-14,4,5273
2016-06-15,4,6025
2016-06-16,4,5833
2016-06-17,4,5387
2016-06-18,4,3579
2016-06-19,4,2328
2016-06-20,4,5136
2016-06-21,4,5569
2016-06-22,4,5649
2016-06-23,4,5345
2016-06-24,4,5791
2016-06-25,4,4419
2016-06-26,4,2698
2016-06-27,4,4954
2016-06-28,4,5547
2016-06-29,4,5637
2016-06-30,4,5263
2016-07-01,4,5101
2016-07-02,4,3169
2016-07-03,4,2326
2016-07-04,4,1996
2016-07-05,4,4718
2016-07-06,4,5267
2016-07-07,4,5313
2016-07-08,4,5281
2016-07-09,4,3166
2016-07-10,4,2124
2016-07-11,4,5254
2016-07-12,4,5521
2016-07-13,4,5410
2016-07-14,4,5363
2016-07-15,4,5156
2016-07-16,4,3336
2016-07-17,4,2101
2016-07-18,4,5205
2016-07-19,4,5105
2016-07-20,4,5238
2016-07-21,4,5379
2016-07-22,4,5612
2016-07-23,4,2816
2016-07-24,4,2376
2016-07-25,4,5271
2016-07-26,4,5438
2016-07-27,4,5429
2016-07-28,4,5461
2016-07-29,4,4978
2016-07-30,4,3238
2016-07-31,4,2323
2016-08-01,4,5123
2016-08-02,4,5228
2016-08-03,4,5691
2016-08-04,4,5288
2016-08-05,4,5337
2016-08-06,4,3369
2016-08-07,4,2285
2016-08-08,4,5049
2016-08-09,4,5283
2016-08-10,4,5233
2016-08-11,4,5529
