"date","route","rides"
2012-02-24,17,6352
2012-02-25,17,4446
2012-02-26,17,2677
2012-02-27,17,6690
2012-02-28,17,6748
2012-02-29,17,6923
2012-03-01,17,7358
2012-03-02,17,7394
2012-03-03,17,4241
2012-03-04,17,3012
2012-03-05,17,6953
2012-03-06,17,7095
2012-03-07,17,6925
2012-03-08,17,6968
2012-03-09,17,6969
2012-03-10,17,4702
2012-03-11,17,2871
2012-03-12,17,6318
2012-03-13,17,6916
2012-03-14,17,6760
2012-03-15,17,6770
2012-03-16,17,6852
2012-03-17,17,5558
2012-03-18,17,2808
2012-03-19,17,6526
2012-03-20,17,6534
2012-03-21,17,6820
2012-03-22,17,6791
2012-03-23,17,6608
2012-03-24,17,4471
2012-03-25,17,2757
2012-03-26,17,6335
2012-03-27,17,6569
2012-03-28,17,6675
2012-03-29,17,6698
2012-03-30,17,7029
2012-03-31,17,4209
2012-04-01,17,3055
2012-04-02,17,6383
2012-04-03,17,7133
2012-04-04,17,6859
2012-04-05,17,6872
2012-04-06,17,6557
2012-04-07,17,4192
2012-04-08,17,2180
2012-04-09,17,6672
2012-04-10,17,6886
2012-04-11,17,6956
2012-04-12,17,6955
2012-04-13,17,6639
2012-04-14,17,4654
2012-04-15,17,2463
2012-04-16,17,6366
2012-04-17,17,6947
2012-04-18,17,6670
2012-04-19,17,6651
2012-04-20,17,6881
2012-04-21,17,4189
2012-04-22,17,2570
2012-04-23,17,6853
2012-04-24,17,6376
2012-04-25,17,6626
2012-04-26,17,6883
2012-04-27,17,6616
2012-04-28,17,4000
2012-04-29,17,2817
2012-04-30,17,6319
2012-05-01,17,6998
2012-05-02,17,6869
2012-05-03,17,6789
2012-05-04,17,6647
2012-05-05,17,4254
2012-05-06,17,2759
2012-05-07,17,6585
2012-05-08,17,6741
2012-05-09,17,6718
2012-05-10,17,6611
2012-05-11,17,6369
2012-05-12,17,4288
2012-05-13,17,2689
2012-05-14,17,6355
2012-05-15,17,6414
2012-05-16,17,6408
2012-05-17,17,6078
2012-05-18,17,6749
2012-05-19,17,4327
2012-05-20,17,2709
2012-05-21,17,6412
2012-05-22,17,6281
2012-05-23,17,5991
2012-05-24,17,6374
2012-05-25,17,6657
2012-05-26,17,3677
2012-05-27,17,3196
2012-05-28,17,2850
2012-05-29,17,5844
2012-05-30,17,6417
2012-05-31,17,6664
2012-06-01,17,6686
2012-06-02,17,4516
2012-06-03,17,2705
2012-06-04,17,6209
2012-06-05,17,6367
2012-06-06,17,6291
2012-06-07,17,6719
2012-06-08,17,6331
2012-06-09,17,4913
2012-06-10,17,3172
2012-06-11,17,6046
2012-06-12,17,6326
2012-06-13,17,6420
2012-06-14,17,5758
2012-06-15,17,6578
2012-06-16,17,4274
2012-06-17,17,2678
2012-06-18,17,5988
2012-06-19,17,5899
2012-06-20,17,6361
2012-06-21,17,6619
2012-06-22,17,6292
2012-06-23,17,4560
2012-06-24,17,3240
2012-06-25,17,6234
2012-06-26,17,6295
2012-06-27,17,6443
2012-06-28,17,6278
2012-06-29,17,6724
2012-06-30,17,4465
2012-07-01,17,3135
2012-07-02,17,6384
2012-07-03,17,6583
2012-07-04,17,3086
2012-07-05,17,6000
2012-07-06,17,6213
2012-07-07,17,4534
2012-07-08,17,2884
2012-07-09,17,6440
2012-07-10,17,6648
2012-07-11,17,6706
2012-07-12,17,6529
2012-07-13,17,6482
2012-07-14,17,4274
2012-07-15,17,3163
2012-07-16,17,6355
2012-07-17,17,6350
2012-07-18,17,6430
2012-07-19,17,6559
2012-07-20,17,6163
2012-07-21,17,4164
2012-07-22,17,2787
2012-07-23,17,6282
2012-07-24,17,6067
2012-07-25,17,6607
2012-07-26,17,6448
2012-07-27,17,6362
2012-07-28,17,3784
2012-07-29,17,2727
2012-07-30,17,6157
2012-07-31,17,6345
2012-08-01,17,6739
2012-08-02,17,6746
2012-08-03,17,6635
2012-08-04,17,4352
2012-08-05,17,2876
2012-08-06,17,6437
2012-08-07,17,6233
2012-08-08,17,6115
2012-08-09,17,6399
2012-08-10,17,6285
2012-08-11,17,4259
2012-08-12,17,2646
2012-08-13,17,6276
2012-08-14,17,6371
2012-08-15,17,6421
2012-08-16,17,6208
2012-08-17,17,6438
2012-08-18,17,4188
2012-08-19,17,2862
2012-08-20,17,5999
2012-08-21,17,6331
2012-08-22,17,5908
2012-08-23,17,6489
2012-08-24,17,6212
2012-08-25,17,4090
2012-08-26,17,2843
2012-08-27,17,6476
2012-08-28,17,6473
2012-08-29,17,6801
2012-08-30,17,6547
2012-08-31,17,6852
2012-09-01,17,4825
2012-09-02,17,3121
2012-09-03,17,3019
2012-09-04,17,6779
2012-09-05,17,6934
2012-09-06,17,6854
2012-09-07,17,6823
2012-09-08,17,4324
2012-09-09,17,2755
2012-09-10,17,6657
2012-09-11,17,6732
2012-09-12,17,6647
2012-09-13,17,6606
2012-09-14,17,6682
2012-09-15,17,4592
2012-09-16,17,2586
2012-09-17,17,6573
2012-09-18,17,6800
2012-09-19,17,6546
2012-09-20,17,6941
2012-09-21,17,6785
2012-09-22,17,4592
2012-09-23,17,2825
2012-09-24,17,6276
2012-09-25,17,7018
2012-09-26,17,6655
2012-09-27,17,6827
2012-09-28,17,6775
2012-09-29,17,4446
2012-09-30,17,2971
2012-10-01,17,6784
2012-10-02,17,7060
2012-10-03,17,7032
2012-10-04,17,7091
2012-10-05,17,6784
2012-10-06,17,4196
2012-10-07,17,2785
2012-10-08,17,6093
2012-10-09,17,6548
2012-10-10,17,6812
2012-10-11,17,6810
2012-10-12,17,6926
2012-10-13,17,4303
2012-10-14,17,2809
2012-10-15,17,6421
2012-10-16,17,6926
2012-10-17,17,6701
2012-10-18,17,6772
2012-10-19,17,6484
2012-10-20,17,4172
2012-10-21,17,2996
2012-10-22,17,6365
2012-10-23,17,6657
2012-10-24,17,6925
2012-10-25,17,6671
2012-10-26,17,6900
2012-10-27,17,4434
2012-10-28,17,2416
2012-10-29,17,6428
2012-10-30,17,6954
2012-10-31,17,6960
2012-11-01,17,7123
2012-11-02,17,6886
2012-11-03,17,4165
2012-11-04,17,2731
2012-11-05,17,6821
2012-11-06,17,6923
2012-11-07,17,6737
2012-11-08,17,7043
2012-11-09,17,6801
2012-11-10,17,4135
2012-11-11,17,2659
2012-11-12,17,5745
2012-11-13,17,7096
2012-11-14,17,6744
2012-11-15,17,6886
2012-11-16,17,6948
2012-11-17,17,4440
2012-11-18,17,2908
2012-11-19,17,6530
2012-11-20,17,7043
2012-11-21,17,6712
2012-11-22,17,1464
2012-11-23,17,4447
2012-11-24,17,3572
2012-11-25,17,2402
2012-11-26,17,6373
2012-11-27,17,6817
2012-11-28,17,6401
2012-11-29,17,6736
2012-11-30,17,6976
2012-12-01,17,4752
2012-12-02,17,2723
2012-12-03,17,6431
2012-12-04,17,7004
2012-12-05,17,6903
2012-12-06,17,6705
2012-12-07,17,6782
2012-12-08,17,4448
2012-12-09,17,2561
2012-12-10,17,6741
2012-12-11,17,6779
2012-12-12,17,6896
2012-12-13,17,7086
2012-12-14,17,7165
2012-12-15,17,4326
2012-12-16,17,2820
2012-12-17,17,6814
2012-12-18,17,7040
2012-12-19,17,6783
2012-12-20,17,6885
2012-12-21,17,6680
2012-12-22,17,4122
2012-12-23,17,2839
2012-12-24,17,3541
2012-12-25,17,1014
2012-12-26,17,5230
2012-12-27,17,5901
2012-12-28,17,5510
2012-12-29,17,3963
2012-12-30,17,2391
2012-12-31,17,5731
2013-01-01,17,1949
2013-01-02,17,6366
2013-01-03,17,6706
2013-01-04,17,6582
2013-01-05,17,4325
2013-01-06,17,2210
2013-01-07,17,6238
2013-01-08,17,6769
2013-01-09,17,6372
2013-01-10,17,6572
2013-01-11,17,6705
2013-01-12,17,4148
2013-01-13,17,2511
2013-01-14,17,6553
2013-01-15,17,6743
2013-01-16,17,6735
2013-01-17,17,6877
2013-01-18,17,6902
2013-01-19,17,4056
2013-01-20,17,2235
2013-01-21,17,3975
2013-01-22,17,6246
2013-01-23,17,6858
2013-01-24,17,6760
2013-01-25,17,6875
2013-01-26,17,4121
2013-01-27,17,2553
2013-01-28,17,6330
2013-01-29,17,7023
2013-01-30,17,7139
2013-01-31,17,6525
2013-02-01,17,6480
2013-02-02,17,3866
2013-02-03,17,2613
2013-02-04,17,6963
2013-02-05,17,6934
2013-02-06,17,7046
2013-02-07,17,7258
2013-02-08,17,6987
2013-02-09,17,4452
2013-02-10,17,2554
2013-02-11,17,7158
2013-02-12,17,6778
2013-02-13,17,7310
2013-02-14,17,7207
2013-02-15,17,7015
2013-02-16,17,4172
2013-02-17,17,2820
2013-02-18,17,5866
2013-02-19,17,6694
2013-02-20,17,6835
2013-02-21,17,7309
2013-02-22,17,6661
2013-02-23,17,4406
2013-02-24,17,2877
2013-02-25,17,7090
2013-02-26,17,7003
2013-02-27,17,6913
2013-02-28,17,7245
2013-03-01,17,7594
2013-03-02,17,5014
2013-03-03,17,2971
2013-03-04,17,7002
2013-03-05,17,7040
2013-03-06,17,7421
2013-03-07,17,7194
2013-03-08,17,7514
2013-03-09,17,4280
2013-03-10,17,2678
2013-03-11,17,7044
2013-03-12,17,7367
2013-03-13,17,7411
2013-03-14,17,7193
2013-03-15,17,7168
2013-03-16,17,4795
2013-03-17,17,2947
2013-03-18,17,6291
2013-03-19,17,6760
2013-03-20,17,7038
2013-03-21,17,6949
2013-03-22,17,7050
2013-03-23,17,4746
2013-03-24,17,2850
2013-03-25,17,6954
2013-03-26,17,6935
2013-03-27,17,7167
2013-03-28,17,7175
2013-03-29,17,6670
2013-03-30,17,4227
2013-03-31,17,2313
2013-04-01,17,7189
2013-04-02,17,7130
2013-04-03,17,7326
2013-04-04,17,7070
2013-04-05,17,6582
2013-04-06,17,4466
2013-04-07,17,2921
2013-04-08,17,6814
2013-04-09,17,6919
2013-04-10,17,7018
2013-04-11,17,6922
2013-04-12,17,7152
2013-04-13,17,4559
2013-04-14,17,2611
2013-04-15,17,7132
2013-04-16,17,7060
2013-04-17,17,7132
2013-04-18,17,6841
2013-04-19,17,6707
2013-04-20,17,4459
2013-04-21,17,2945
2013-04-22,17,6593
2013-04-23,17,6846
2013-04-24,17,6399
2013-04-25,17,6607
2013-04-26,17,6550
2013-04-27,17,4393
2013-04-28,17,2911
2013-04-29,17,5941
2013-04-30,17,6264
2013-05-01,17,6912
2013-05-02,17,6668
2013-05-03,17,6831
2013-05-04,17,4371
2013-05-05,17,3104
2013-05-06,17,6465
2013-05-07,17,6368
2013-05-08,17,6543
2013-05-09,17,6699
2013-05-10,17,6601
2013-05-11,17,4534
2013-05-12,17,2881
2013-05-13,17,6291
2013-05-14,17,6539
2013-05-15,17,6752
2013-05-16,17,6525
2013-05-17,17,5967
2013-05-18,17,3940
2013-05-19,17,2249
2013-05-20,17,3892
2013-05-21,17,5713
2013-05-22,17,6449
2013-05-23,17,6331
2013-05-24,17,6054
2013-05-25,17,4199
2013-05-26,17,2769
2013-05-27,17,2509
2013-05-28,17,6227
2013-05-29,17,6104
2013-05-30,17,6199
2013-05-31,17,6442
2013-06-01,17,4516
2013-06-02,17,3067
2013-06-03,17,6325
2013-06-04,17,6749
2013-06-05,17,6405
2013-06-06,17,4380
2013-06-07,17,6197
2013-06-08,17,4254
2013-06-09,17,2681
2013-06-10,17,6201
2013-06-11,17,6308
2013-06-12,17,6056
2013-06-13,17,6675
2013-06-14,17,6375
2013-06-15,17,4262
2013-06-16,17,3285
2013-06-17,17,6099
2013-06-18,17,6498
2013-06-19,17,6365
2013-06-20,17,7026
2013-06-21,17,6190
2013-06-22,17,4665
2013-06-23,17,2905
2013-06-24,17,6443
2013-06-25,17,7056
2013-06-26,17,6683
2013-06-27,17,7027
2013-06-28,17,6612
2013-06-29,17,4879
2013-06-30,17,3860
2013-07-01,17,6876
2013-07-02,17,6834
2013-07-03,17,7560
2013-07-04,17,3184
2013-07-05,17,5137
2013-07-06,17,4082
2013-07-07,17,2876
2013-07-08,17,6666
2013-07-09,17,6506
2013-07-10,17,7040
2013-07-11,17,6942
2013-07-12,17,6936
2013-07-13,17,4021
2013-07-14,17,3130
2013-07-15,17,6888
2013-07-16,17,7065
2013-07-17,17,6956
2013-07-18,17,6984
2013-07-19,17,6800
2013-07-20,17,4584
2013-07-21,17,2824
2013-07-22,17,6509
2013-07-23,17,6194
2013-07-24,17,6132
2013-07-25,17,6308
2013-07-26,17,6069
2013-07-27,17,3774
2013-07-28,17,2752
2013-07-29,17,6216
2013-07-30,17,6222
2013-07-31,17,6541
2013-08-01,17,7023
2013-08-02,17,6548
2013-08-03,17,4396
2013-08-04,17,2958
2013-08-05,17,6037
2013-08-06,17,6105
2013-08-07,17,6537
2013-08-08,17,6538
2013-08-09,17,6445
2013-08-10,17,4347
2013-08-11,17,2737
2013-08-12,17,6334
2013-08-13,17,6626
2013-08-14,17,6690
2013-08-15,17,6830
2013-08-16,17,6350
2013-08-17,17,4265
2013-08-18,17,3033
2013-08-19,17,6081
2013-08-20,17,6541
2013-08-21,17,6674
2013-08-22,17,6901
2013-08-23,17,6526
2013-08-24,17,4447
2013-08-25,17,3377
2013-08-26,17,6812
2013-08-27,17,6970
2013-08-28,17,6736
2013-08-29,17,7102
2013-08-30,17,7149
2013-08-31,17,3813
2013-09-01,17,3499
2013-09-02,17,3274
2013-09-03,17,7327
2013-09-04,17,7083
2013-09-05,17,6757
2013-09-06,17,7034
2013-09-07,17,4357
2013-09-08,17,3053
2013-09-09,17,6694
2013-09-10,17,6848
2013-09-11,17,7321
2013-09-12,17,6973
2013-09-13,17,6895
2013-09-14,17,4211
2013-09-15,17,3018
2013-09-16,17,6158
2013-09-17,17,6686
2013-09-18,17,6566
2013-09-19,17,6484
2013-09-20,17,6727
2013-09-21,17,4130
2013-09-22,17,3160
2013-09-23,17,6719
2013-09-24,17,6853
2013-09-25,17,6926
2013-09-26,17,6912
2013-09-27,17,6791
2013-09-28,17,3975
2013-09-29,17,3166
2013-09-30,17,6760
2013-10-01,17,7447
2013-10-02,17,6639
2013-10-03,17,6913
2013-10-04,17,6965
2013-10-05,17,4045
2013-10-06,17,3092
2013-10-07,17,6623
2013-10-08,17,6659
2013-10-09,17,6683
2013-10-10,17,6690
2013-10-11,17,6754
2013-10-12,17,4325
2013-10-13,17,3435
2013-10-14,17,6306
2013-10-15,17,6714
2013-10-16,17,6765
2013-10-17,17,7177
2013-10-18,17,6844
2013-10-19,17,4161
2013-10-20,17,3182
2013-10-21,17,6571
2013-10-22,17,6622
2013-10-23,17,6528
2013-10-24,17,6370
2013-10-25,17,6702
2013-10-26,17,4083
2013-10-27,17,3245
2013-10-28,17,6742
2013-10-29,17,6487
2013-10-30,17,6750
2013-10-31,17,7302
2013-11-01,17,7376
2013-11-02,17,4137
2013-11-03,17,2911
2013-11-04,17,6913
2013-11-05,17,6859
2013-11-06,17,7025
2013-11-07,17,7107
2013-11-08,17,6922
2013-11-09,17,3928
2013-11-10,17,3105
2013-11-11,17,5949
2013-11-12,17,6819
2013-11-13,17,6791
2013-11-14,17,6947
2013-11-15,17,6789
2013-11-16,17,3921
2013-11-17,17,2952
2013-11-18,17,6675
2013-11-19,17,6729
2013-11-20,17,6682
2013-11-21,17,6702
2013-11-22,17,6986
2013-11-23,17,4011
2013-11-24,17,2678
2013-11-25,17,6615
2013-11-26,17,6924
2013-11-27,17,6275
2013-11-28,17,1682
2013-11-29,17,4568
2013-11-30,17,3682
2013-12-01,17,2960
2013-12-02,17,6667
2013-12-03,17,7463
2013-12-04,17,7242
2013-12-05,17,7086
2013-12-06,17,6433
2013-12-07,17,3343
2013-12-08,17,3061
2013-12-09,17,6919
2013-12-10,17,6964
2013-12-11,17,6671
2013-12-12,17,7102
2013-12-13,17,6481
2013-12-14,17,4094
2013-12-15,17,2975
2013-12-16,17,6837
2013-12-17,17,7016
2013-12-18,17,7139
2013-12-19,17,7097
2013-12-20,17,6472
2013-12-21,17,4544
2013-12-22,17,3150
2013-12-23,17,6029
2013-12-24,17,3526
2013-12-25,17,1325
2013-12-26,17,5218
2013-12-27,17,5706
2013-12-28,17,4150
2013-12-29,17,2327
2013-12-30,17,5318
2013-12-31,17,5890
2014-01-01,17,2175
2014-01-02,17,6510
2014-01-03,17,6892
2014-01-04,17,3935
2014-01-05,17,1961
2014-01-06,17,3288
2014-01-07,17,5397
2014-01-08,17,6384
2014-01-09,17,6893
2014-01-10,17,7047
2014-01-11,17,3973
2014-01-12,17,2949
2014-01-13,17,7191
2014-01-14,17,6816
2014-01-15,17,6897
2014-01-16,17,6649
2014-01-17,17,6545
2014-01-18,17,4198
2014-01-19,17,3198
2014-01-20,17,5038
2014-01-21,17,6583
2014-01-22,17,6659
2014-01-23,17,5617
2014-01-24,17,7199
2014-01-25,17,4146
2014-01-26,17,2602
2014-01-27,17,4834
2014-01-28,17,5824
2014-01-29,17,7266
2014-01-30,17,6510
2014-01-31,17,7077
2014-02-01,17,4445
2014-02-02,17,2612
2014-02-03,17,7079
2014-02-04,17,7033
2014-02-05,17,7052
2014-02-06,17,6781
2014-02-07,17,6967
2014-02-08,17,4341
2014-02-09,17,3007
2014-02-10,17,6456
2014-02-11,17,6985
2014-02-12,17,7245
2014-02-13,17,7207
2014-02-14,17,7351
2014-02-15,17,3758
2014-02-16,17,3237
2014-02-17,17,5439
2014-02-18,17,7292
2014-02-19,17,7294
2014-02-20,17,7026
2014-02-21,17,6484
2014-02-22,17,4258
2014-02-23,17,3166
2014-02-24,17,6891
2014-02-25,17,7204
2014-02-26,17,6810
2014-02-27,17,6549
2014-02-28,17,7282
2014-03-01,17,4516
2014-03-02,17,3142
2014-03-03,17,6881
2014-03-04,17,7298
2014-03-05,17,7640
2014-03-06,17,7371
2014-03-07,17,7131
2014-03-08,17,4533
2014-03-09,17,3393
2014-03-10,17,7166
2014-03-11,17,7117
2014-03-12,17,6857
2014-03-13,17,7113
2014-03-14,17,6579
2014-03-15,17,4711
2014-03-16,17,3072
2014-03-17,17,6564
2014-03-18,17,7045
2014-03-19,17,7108
2014-03-20,17,7287
2014-03-21,17,6980
2014-03-22,17,4321
2014-03-23,17,3009
2014-03-24,17,6852
2014-03-25,17,7011
2014-03-26,17,7318
2014-03-27,17,6762
2014-03-28,17,7360
2014-03-29,17,4510
2014-03-30,17,3193
2014-03-31,17,6491
2014-04-01,17,7174
2014-04-02,17,7194
2014-04-03,17,7253
2014-04-04,17,6852
2014-04-05,17,4739
2014-04-06,17,3327
2014-04-07,17,7286
2014-04-08,17,7153
2014-04-09,17,7321
2014-04-10,17,7305
2014-04-11,17,7004
2014-04-12,17,4527
2014-04-13,17,3187
2014-04-14,17,6941
2014-04-15,17,7181
2014-04-16,17,6783
2014-04-17,17,7039
2014-04-18,17,6992
2014-04-19,17,4368
2014-04-20,17,2797
2014-04-21,17,6497
2014-04-22,17,6820
2014-04-23,17,6860
2014-04-24,17,6550
2014-04-25,17,7016
2014-04-26,17,4607
2014-04-27,17,2595
2014-04-28,17,6400
2014-04-29,17,6949
2014-04-30,17,7142
2014-05-01,17,7285
2014-05-02,17,7241
2014-05-03,17,4793
2014-05-04,17,3621
2014-05-05,17,7018
2014-05-06,17,6909
2014-05-07,17,6985
2014-05-08,17,6785
2014-05-09,17,7292
2014-05-10,17,4450
2014-05-11,17,3140
2014-05-12,17,6784
2014-05-13,17,7072
2014-05-14,17,6699
2014-05-15,17,6960
2014-05-16,17,6844
2014-05-17,17,4854
2014-05-18,17,3400
2014-05-19,17,5992
2014-05-20,17,6789
2014-05-21,17,6898
2014-05-22,17,6870
2014-05-23,17,7008
2014-05-24,17,4480
2014-05-25,17,3544
2014-05-26,17,3335
2014-05-27,17,6514
2014-05-28,17,6972
2014-05-29,17,6935
2014-05-30,17,7364
2014-05-31,17,4177
2014-06-01,17,3222
2014-06-02,17,6898
2014-06-03,17,6851
2014-06-04,17,6844
2014-06-05,17,6336
2014-06-06,17,6861
2014-06-07,17,4084
2014-06-08,17,3441
2014-06-09,17,6273
2014-06-10,17,6606
2014-06-11,17,6562
2014-06-12,17,6905
2014-06-13,17,6807
2014-06-14,17,4409
2014-06-15,17,3452
2014-06-16,17,6627
2014-06-17,17,6616
2014-06-18,17,6453
2014-06-19,17,5945
2014-06-20,17,6896
2014-06-21,17,4783
2014-06-22,17,3206
2014-06-23,17,6519
2014-06-24,17,6641
2014-06-25,17,6479
2014-06-26,17,6667
2014-06-27,17,6523
2014-06-28,17,4031
2014-06-29,17,4572
2014-06-30,17,6259
2014-07-01,17,7009
2014-07-02,17,6649
2014-07-03,17,6901
2014-07-04,17,3629
2014-07-05,17,3736
2014-07-06,17,2979
2014-07-07,17,6522
2014-07-08,17,6328
2014-07-09,17,6289
2014-07-10,17,6488
2014-07-11,17,6391
2014-07-12,17,4591
2014-07-13,17,3868
2014-07-14,17,6272
2014-07-15,17,5822
2014-07-16,17,6370
2014-07-17,17,6211
2014-07-18,17,6458
2014-07-19,17,3979
2014-07-20,17,3394
2014-07-21,17,5567
2014-07-22,17,6179
2014-07-23,17,6428
2014-07-24,17,6497
2014-07-25,17,6207
2014-07-26,17,4080
2014-07-27,17,2963
2014-07-28,17,6012
2014-07-29,17,6147
2014-07-30,17,5796
2014-07-31,17,6392
2014-08-01,17,6545
2014-08-02,17,4616
2014-08-03,17,3326
2014-08-04,17,6347
2014-08-05,17,6691
2014-08-06,17,6464
2014-08-07,17,6338
2014-08-08,17,6488
2014-08-09,17,3950
2014-08-10,17,2712
2014-08-11,17,6134
2014-08-12,17,6427
2014-08-13,17,5935
2014-08-14,17,6007
2014-08-15,17,6235
2014-08-16,17,3852
2014-08-17,17,2938
2014-08-18,17,6229
2014-08-19,17,6335
2014-08-20,17,6683
2014-08-21,17,6392
2014-08-22,17,6051
2014-08-23,17,4054
2014-08-24,17,3000
2014-08-25,17,6380
2014-08-26,17,6737
2014-08-27,17,6357
2014-08-28,17,6540
2014-08-29,17,6468
2014-08-30,17,3896
2014-08-31,17,3223
2014-09-01,17,3088
2014-09-02,17,6776
2014-09-03,17,6730
2014-09-04,17,6876
2014-09-05,17,6805
2014-09-06,17,4508
2014-09-07,17,3265
2014-09-08,17,6865
2014-09-09,17,6677
2014-09-10,17,6656
2014-09-11,17,6863
2014-09-12,17,7022
2014-09-13,17,4356
2014-09-14,17,3286
2014-09-15,17,6839
2014-09-16,17,6824
2014-09-17,17,6746
2014-09-18,17,6733
2014-09-19,17,6829
2014-09-20,17,4400
2014-09-21,17,3246
2014-09-22,17,6518
2014-09-23,17,6646
2014-09-24,17,6503
2014-09-25,17,6634
2014-09-26,17,6740
2014-09-27,17,4290
2014-09-28,17,3149
2014-09-29,17,6325
2014-09-30,17,6974
2014-10-01,17,6922
2014-10-02,17,6997
2014-10-03,17,6917
2014-10-04,17,4267
2014-10-05,17,2999
2014-10-06,17,6518
2014-10-07,17,7250
2014-10-08,17,6767
2014-10-09,17,6932
2014-10-10,17,7044
2014-10-11,17,4392
2014-10-12,17,3168
2014-10-13,17,6224
2014-10-14,17,7131
2014-10-15,17,6831
2014-10-16,17,6714
2014-10-17,17,6263
2014-10-18,17,4333
2014-10-19,17,3112
2014-10-20,17,6457
2014-10-21,17,6645
2014-10-22,17,6670
2014-10-23,17,6701
2014-10-24,17,6564
2014-10-25,17,4105
2014-10-26,17,3115
2014-10-27,17,6485
2014-10-28,17,6714
2014-10-29,17,6625
2014-10-30,17,6950
2014-10-31,17,6891
2014-11-01,17,4332
2014-11-02,17,3059
2014-11-03,17,7119
2014-11-04,17,7657
2014-11-05,17,7051
2014-11-06,17,7361
2014-11-07,17,7062
2014-11-08,17,4284
2014-11-09,17,3172
2014-11-10,17,7060
2014-11-11,17,6743
2014-11-12,17,7094
2014-11-13,17,7184
2014-11-14,17,7132
2014-11-15,17,4219
2014-11-16,17,3128
2014-11-17,17,6781
2014-11-18,17,7034
2014-11-19,17,7127
2014-11-20,17,7337
2014-11-21,17,7125
2014-11-22,17,4314
2014-11-23,17,3234
2014-11-24,17,6949
2014-11-25,17,7158
2014-11-26,17,6298
2014-11-27,17,1759
2014-11-28,17,4322
2014-11-29,17,4059
2014-11-30,17,2823
2014-12-01,17,6680
2014-12-02,17,6902
2014-12-03,17,7309
2014-12-04,17,7173
2014-12-05,17,7011
2014-12-06,17,4444
2014-12-07,17,3179
2014-12-08,17,6638
2014-12-09,17,6974
2014-12-10,17,6803
2014-12-11,17,7002
2014-12-12,17,6774
2014-12-13,17,4416
2014-12-14,17,3189
2014-12-15,17,6946
2014-12-16,17,6922
2014-12-17,17,6793
2014-12-18,17,6875
2014-12-19,17,7020
2014-12-20,17,4042
2014-12-21,17,3144
2014-12-22,17,6521
2014-12-23,17,6277
2014-12-24,17,4231
2014-12-25,17,1490
2014-12-26,17,4651
2014-12-27,17,3409
2014-12-28,17,2909
2014-12-29,17,5448
2014-12-30,17,5612
2014-12-31,17,5980
2015-01-01,17,2653
2015-01-02,17,5964
2015-01-03,17,3810
2015-01-04,17,2521
2015-01-05,17,6025
2015-01-06,17,6432
2015-01-07,17,5326
2015-01-08,17,6426
2015-01-09,17,6359
2015-01-10,17,3660
2015-01-11,17,2882
2015-01-12,17,6268
2015-01-13,17,6697
2015-01-14,17,6704
2015-01-15,17,6915
2015-01-16,17,6636
2015-01-17,17,4237
2015-01-18,17,3136
2015-01-19,17,5256
2015-01-20,17,6917
2015-01-21,17,6953
2015-01-22,17,6739
2015-01-23,17,6599
2015-01-24,17,4122
2015-01-25,17,2960
2015-01-26,17,6769
2015-01-27,17,6787
2015-01-28,17,6841
2015-01-29,17,6590
2015-01-30,17,6959
2015-01-31,17,4374
2015-02-01,17,2992
2015-02-02,17,6741
2015-02-03,17,6989
2015-02-04,17,7051
2015-02-05,17,6818
2015-02-06,17,6868
2015-02-07,17,4246
2015-02-08,17,3159
2015-02-09,17,7015
2015-02-10,17,6484
2015-02-11,17,6872
2015-02-12,17,6459
2015-02-13,17,6952
2015-02-14,17,3601
2015-02-15,17,2795
2015-02-16,17,5565
2015-02-17,17,6741
2015-02-18,17,6261
2015-02-19,17,6668
2015-02-20,17,6751
2015-02-21,17,3957
2015-02-22,17,2529
2015-02-23,17,6210
2015-02-24,17,6761
2015-02-25,17,6606
2015-02-26,17,6852
2015-02-27,17,7255
2015-02-28,17,4241
2015-03-01,17,3159
2015-03-02,17,7251
2015-03-03,17,6741
2015-03-04,17,6958
2015-03-05,17,6728
2015-03-06,17,6793
2015-03-07,17,4519
2015-03-08,17,3014
2015-03-09,17,6431
2015-03-10,17,6599
2015-03-11,17,6617
2015-03-12,17,6539
2015-03-13,17,6833
2015-03-14,17,4407
2015-03-15,17,3058
2015-03-16,17,6540
2015-03-17,17,6743
2015-03-18,17,6265
2015-03-19,17,6397
2015-03-20,17,6549
2015-03-21,17,4271
2015-03-22,17,2792
2015-03-23,17,6432
2015-03-24,17,6513
2015-03-25,17,6496
2015-03-26,17,6642
2015-03-27,17,6698
2015-03-28,17,4067
2015-03-29,17,2818
2015-03-30,17,6160
2015-03-31,17,6475
2015-04-01,17,6759
2015-04-02,17,6632
2015-04-03,17,6339
2015-04-04,17,4219
2015-04-05,17,2384
2015-04-06,17,6410
2015-04-07,17,6679
2015-04-08,17,6642
2015-04-09,17,6761
2015-04-10,17,6846
2015-04-11,17,4293
2015-04-12,17,3145
2015-04-13,17,6444
2015-04-14,17,6665
2015-04-15,17,6529
2015-04-16,17,6417
2015-04-17,17,6277
2015-04-18,17,4192
2015-04-19,17,3034
2015-04-20,17,6105
2015-04-21,17,6549
2015-04-22,17,6542
2015-04-23,17,6525
2015-04-24,17,6449
2015-04-25,17,4026
2015-04-26,17,3143
2015-04-27,17,6327
2015-04-28,17,6394
2015-04-29,17,6431
2015-04-30,17,6641
2015-05-01,17,6463
2015-05-02,17,4218
2015-05-03,17,3082
