Route,year,month,riders,date,RouteClass,dscp,avg_riders,gas_price,remove_seasonality,norm_de_sea,norm_avg_riders,Date,Daily Riders,Daily Riders(removed seasonality)
2,2014,1,141502,2014-01-01,CoreLoc,Franklin Av - Riverside Av - U of M - 8th St SE,4564.580645161291,3.218,-55.677419354835365,0.9072306159521576,1.417715050833416,"Jan 2014
Gas Price: 3.218",4565,-56
2,2014,2,178819,2014-02-01,CoreLoc,Franklin Av - Riverside Av - U of M - 8th St SE,6386.392857142857,3.29025,509.14501231527265,1.8483343827862864,2.1101662089410658,"Feb 2014
Gas Price: 3.29025",6386,509
2,2014,3,175133,2014-03-01,CoreLoc,Franklin Av - Riverside Av - U of M - 8th St SE,5649.451612903225,3.5058,268.2258064516136,1.44691623890952,2.041769098541388,"Mar 2014
Gas Price: 3.5058",5649,268
2,2014,4,178273,2014-04-01,CoreLoc,Franklin Av - Riverside Av - U of M - 8th St SE,5942.433333333333,3.51675,482.04166666666697,1.803174949921184,2.100034678209046,"Apr 2014
Gas Price: 3.51675",5942,482
2,2014,5,147049,2014-05-01,CoreLoc,Franklin Av - Riverside Av - U of M - 8th St SE,4743.5161290322585,3.49525,359.241935483873,1.5985667702484538,1.5206447229405826,"May 2014
Gas Price: 3.49525",4744,359
2,2014,6,116952,2014-06-01,CoreLoc,Franklin Av - Riverside Av - U of M - 8th St SE,3898.4,3.5444,20.366666666668152,1.033934818525497,0.9621672862343644,"Jun 2014
Gas Price: 3.5444",3898,20
2,2014,7,118553,2014-07-01,CoreLoc,Franklin Av - Riverside Av - U of M - 8th St SE,3824.290322580646,3.4505,30.145161290323813,1.0502276879447918,0.9918753094980336,"Jul 2014
Gas Price: 3.4505",3824,30
2,2014,8,122807,2014-08-01,CoreLoc,Franklin Av - Riverside Av - U of M - 8th St SE,3961.516129032258,3.33725,1.5483870967755138,1.0025799133454785,1.0708121808057471,"Aug 2014
Gas Price: 3.33725",3962,2
2,2014,9,169944,2014-09-01,CoreLoc,Franklin Av - Riverside Av - U of M - 8th St SE,5664.8,3.2638000000000003,262.7333333333354,1.437764712959032,1.945482444753018,"Sep 2014
Gas Price: 3.2638",5665,263
2,2014,10,176832,2014-10-01,CoreLoc,Franklin Av - Riverside Av - U of M - 8th St SE,5704.258064516129,3.0495,247.81720430107632,1.4129115477309169,2.0732956016800346,"Oct 2014
Gas Price: 3.0495",5704,248
2,2014,11,159012,2014-11-01,CoreLoc,Franklin Av - Riverside Av - U of M - 8th St SE,5300.4,2.85825,101.13333333333505,1.1685077568025504,1.7426291591075258,"Nov 2014
Gas Price: 2.85825",5300,101
2,2014,12,145168,2014-12-01,CoreLoc,Franklin Av - Riverside Av - U of M - 8th St SE,4682.8387096774195,2.407,57.23655913978655,1.0953672134582235,1.485741042891262,"Dec 2014
Gas Price: 2.407",4683,57
2,2015,1,144747,2015-01-01,CoreLoc,Franklin Av - Riverside Av - U of M - 8th St SE,4669.258064516129,1.9565,49.00000000000273,1.0816435077454696,1.477929001795694,"Jan 2015
Gas Price: 1.9565",4669,49
2,2015,2,165660,2015-02-01,CoreLoc,Franklin Av - Riverside Av - U of M - 8th St SE,5916.428571428572,2.156,39.18072660098733,1.0652826929738906,1.865988895932556,"Feb 2015
Gas Price: 2.156",5916,39
2,2015,3,165562,2015-03-01,CoreLoc,Franklin Av - Riverside Av - U of M - 8th St SE,5340.709677419355,2.3806,-40.516129032256686,0.9324922674599686,1.8641704160575785,"Mar 2015
Gas Price: 2.3806",5341,-41
2,2015,4,163867,2015-04-01,CoreLoc,Franklin Av - Riverside Av - U of M - 8th St SE,5462.233333333334,2.30925,1.8416666666671515,1.0030685740156018,1.832718136587297,"Apr 2015
Gas Price: 2.30925",5462,2
2,2015,5,124814,2015-05-01,CoreLoc,Franklin Av - Riverside Av - U of M - 8th St SE,4026.2580645161297,2.541,-358.0161290322558,0.4034756611500524,1.1080539064086106,"May 2015
Gas Price: 2.541",4026,-358
2,2015,6,103740,2015-06-01,CoreLoc,Franklin Av - Riverside Av - U of M - 8th St SE,3458,2.6498,-420.03333333333194,0.3001429652376614,0.7170065096199989,"Jun 2015
Gas Price: 2.6498",3458,-420
2,2015,7,117457,2015-07-01,CoreLoc,Franklin Av - Riverside Av - U of M - 8th St SE,3788.935483870968,2.6855,-5.209677419354193,0.991319666556356,0.971538024365628,"Jul 2015
Gas Price: 2.6855",3789,-5
2,2015,8,117939,2015-08-01,CoreLoc,Franklin Av - Riverside Av - U of M - 8th St SE,3804.483870967742,2.5606,-155.4838709677406,0.7409337015581604,0.9804819764037844,"Aug 2015
Gas Price: 2.5606",3804,-155
2,2015,9,155604,2015-09-01,CoreLoc,Franklin Av - Riverside Av - U of M - 8th St SE,5186.8,2.286,-215.2666666666646,0.6413239639318173,1.6793905936593152,"Sep 2015
Gas Price: 2.286",5187,-215
2,2015,10,160946,2015-10-01,CoreLoc,Franklin Av - Riverside Av - U of M - 8th St SE,5191.806451612903,2.38875,-264.63440860214905,0.5590677267667975,1.7785163027627016,"Oct 2015
Gas Price: 2.38875",5192,-265
2,2015,11,146455,2015-11-01,CoreLoc,Franklin Av - Riverside Av - U of M - 8th St SE,4881.833333333333,2.1304,-317.4333333333316,0.47109447329245746,1.5096225081881656,"Nov 2015
Gas Price: 2.1304",4882,-317
2,2015,12,141262,2015-12-01,CoreLoc,Franklin Av - Riverside Av - U of M - 8th St SE,4556.8387096774195,1.8845,-68.76344086021345,0.8854267649698783,1.4132616307314294,"Dec 2015
Gas Price: 1.8845",4557,-69
2,2016,1,131467,2016-01-01,CoreLoc,Franklin Av - Riverside Av - U of M - 8th St SE,4240.870967741936,1.7545,-379.38709677419047,0.3678674821629752,1.2315064228190988,"Jan 2016
Gas Price: 1.7545",4241,-379
2,2016,2,152141,2016-02-01,CoreLoc,Franklin Av - Riverside Av - U of M - 8th St SE,5246.241379310345,1.6052,-631.0064655172391,-0.05137920928361184,1.615131452771066,"Feb 2016
Gas Price: 1.6052",5246,-631
2,2016,3,148422,2016-03-01,CoreLoc,Franklin Av - Riverside Av - U of M - 8th St SE,4787.806451612903,1.95075,-593.4193548387084,0.01124821034521217,1.5461219971073643,"Mar 2016
Gas Price: 1.95075",4788,-593
2,2016,4,147461,2016-04-01,CoreLoc,Franklin Av - Riverside Av - U of M - 8th St SE,4915.366666666667,1.9625,-545.0249999999996,0.09188259573523316,1.5282897607823265,"Apr 2016
Gas Price: 1.9625",4915,-545
2,2016,5,123424,2016-05-01,CoreLoc,Franklin Av - Riverside Av - U of M - 8th St SE,3981.4193548387098,2.1708000000000003,-402.85483870967573,0.3287656705205583,1.0822611816512713,"May 2016
Gas Price: 2.1708",3981,-403
2,2016,6,112004,2016-06-01,CoreLoc,Franklin Av - Riverside Av - U of M - 8th St SE,3733.4666666666662,2.25325,-144.5666666666657,0.7591238822502759,0.8703526084650728,"Jun 2016
Gas Price: 2.25325",3733,-145
2,2016,7,107016,2016-07-01,CoreLoc,Franklin Av - Riverside Av - U of M - 8th St SE,3452.1290322580644,2.1165,-342.0161290322576,0.430134765719998,0.7777956940121168,"Jul 2016
Gas Price: 2.1165",3452,-342
2,2016,8,119312,2016-08-01,CoreLoc,Franklin Av - Riverside Av - U of M - 8th St SE,3848.7741935483873,2.1438,-111.19354838709523,0.8147299728777967,1.0059592505705663,"Aug 2016
Gas Price: 2.1438",3849,-111
2,2016,9,160638,2016-09-01,CoreLoc,Franklin Av - Riverside Av - U of M - 8th St SE,5354.6,2.1715,-47.46666666666442,0.9209113231091536,1.7728010802984853,"Sep 2016
Gas Price: 2.1715",5355,-47
2,2016,10,169671,2016-10-01,CoreLoc,Franklin Av - Riverside Av - U of M - 8th St SE,5473.258064516129,2.1396,16.817204301076345,1.028020725502284,1.940416679387008,"Oct 2016
Gas Price: 2.1396",5473,17
2,2016,11,162467,2016-11-01,CoreLoc,Franklin Av - Riverside Av - U of M - 8th St SE,5415.566666666667,1.99075,216.300000000002,1.3603977699049934,1.806739852659042,"Nov 2016
Gas Price: 1.99075",5416,216
2,2016,12,143751,2016-12-01,CoreLoc,Franklin Av - Riverside Av - U of M - 8th St SE,4637.129032258064,2.107,11.526881720431447,1.019206021571898,1.4594473083724493,"Dec 2016
Gas Price: 2.107",4637,12
2,2017,1,155196,2017-01-01,CoreLoc,Franklin Av - Riverside Av - U of M - 8th St SE,5006.322580645161,2.3032,386.0645161290349,1.643258394139407,1.671819779485938,"Jan 2017
Gas Price: 2.3032",5006,386
2,2017,2,166878,2017-02-01,CoreLoc,Franklin Av - Riverside Av - U of M - 8th St SE,5959.928571428572,2.25975,82.68072660098733,1.1377621335234382,1.8885900029501383,"Feb 2017
Gas Price: 2.25975",5960,83
2,2017,3,178155,2017-03-01,CoreLoc,Franklin Av - Riverside Av - U of M - 8th St SE,5746.935483870968,2.253,365.709677419356,1.6093432832852963,2.0978450799922364,"Mar 2017
Gas Price: 2.253",5747,366
2,2017,4,165646,2017-04-01,CoreLoc,Franklin Av - Riverside Av - U of M - 8th St SE,5521.533333333334,2.30075,61.141666666667334,1.101873880327974,1.8657291130932736,"Apr 2017
Gas Price: 2.30075",5522,61
2,2017,5,148363,2017-05-01,CoreLoc,Franklin Av - Riverside Av - U of M - 8th St SE,4785.903225806452,2.2924,401.6290322580662,1.6691918980809382,1.5450271979989594,"May 2017
Gas Price: 2.2924",4786,402
2,2017,6,132668,2017-06-01,CoreLoc,Franklin Av - Riverside Av - U of M - 8th St SE,4422.266666666666,2.2595,544.2333333333345,1.906798333986564,1.253792079246124,"Jun 2017
Gas Price: 2.2595",4422,544
2,2017,7,127448,2017-07-01,CoreLoc,Franklin Av - Riverside Av - U of M - 8th St SE,4111.225806451613,2.2282,317.0806451612907,1.5283178797788486,1.156930192027914,"Jul 2017
Gas Price: 2.2282",4111,317
2,2017,8,130978,2017-08-01,CoreLoc,Franklin Av - Riverside Av - U of M - 8th St SE,4225.096774193548,2.299,265.12903225806576,1.441756412218563,1.2224325793613011,"Aug 2017
Gas Price: 2.299",4225,265
3,2008,1,199270,2008-01-01,CoreLoc,U of M - Como Av - Energy Park Dr - Maryland Av,6428.064516129032,2.9155,469.92204301076526,1.2143324865161822,1.4960239018078512,"Jan 2008
Gas Price: 2.9155",6428,470
3,2008,2,263232,2008-02-01,CoreLoc,U of M - Como Av - Energy Park Dr - Maryland Av,9076.96551724138,2.94725,942.6926313628936,1.4299642008831337,2.0549581496223173,"Feb 2008
Gas Price: 2.94725",9077,943
3,2008,3,239211,2008-03-01,CoreLoc,U of M - Como Av - Energy Park Dr - Maryland Av,7716.483870967741,3.067,519.2069892473182,1.236811459851883,1.845049773293383,"Mar 2008
Gas Price: 3.067",7716,519
3,2008,4,260893,2008-04-01,CoreLoc,U of M - Como Av - Energy Park Dr - Maryland Av,8696.433333333332,3.3272500000000003,1000.5138888888978,1.4563366047389734,2.034518713619096,"Apr 2008
Gas Price: 3.32725",8696,1001
3,2008,5,206002,2008-05-01,CoreLoc,U of M - Como Av - Energy Park Dr - Maryland Av,6645.225806451613,3.644,771.1466275659886,1.3517216879119698,1.5548517270210556,"May 2008
Gas Price: 3.644",6645,771
3,2008,6,174044,2008-06-01,CoreLoc,U of M - Como Av - Energy Park Dr - Maryland Av,5801.466666666666,3.9022,683.6303030303097,1.3118052981033312,1.2755855894447647,"Jun 2008
Gas Price: 3.9022",5801,684
3,2008,7,183289,2008-07-01,CoreLoc,U of M - Como Av - Energy Park Dr - Maryland Av,5912.548387096775,3.861,1007.3284457478076,1.459444739242982,1.3563733559474498,"Jul 2008
Gas Price: 3.861",5913,1007
3,2008,8,183072,2008-08-01,CoreLoc,U of M - Como Av - Energy Park Dr - Maryland Av,5905.548387096775,3.61525,730.8885630498607,1.3333598953584906,1.3544770936076898,"Aug 2008
Gas Price: 3.61525",5906,731
3,2008,9,262076,2008-09-01,CoreLoc,U of M - Como Av - Energy Park Dr - Maryland Av,8735.866666666667,3.576,1213.0939393939434,1.553294837463202,2.044856401858434,"Sep 2008
Gas Price: 3.576",8736,1213
3,2008,10,277347,2008-10-01,CoreLoc,U of M - Como Av - Energy Park Dr - Maryland Av,8946.677419354839,2.714,1099.4780058651086,1.501474358080976,2.178302587068007,"Oct 2008
Gas Price: 2.714",8947,1099
3,2008,11,227815,2008-11-01,CoreLoc,U of M - Como Av - Energy Park Dr - Maryland Av,7593.833333333333,1.93225,356.93333333334067,1.162798085324317,1.745465415579527,"Nov 2008
Gas Price: 1.93225",7594,357
3,2008,12,197216,2008-12-01,CoreLoc,U of M - Como Av - Energy Park Dr - Maryland Av,6361.806451612903,1.6524,310.14662756599046,1.1414585650099067,1.4780749486010891,"Dec 2008
Gas Price: 1.6524",6362,310
3,2009,1,196820,2009-01-01,CoreLoc,U of M - Como Av - Energy Park Dr - Maryland Av,6349.032258064516,1.793,390.8897849462491,1.1782856982501366,1.47461448829443,"Jan 2009
Gas Price: 1.793",6349,391
3,2009,2,253923,2009-02-01,CoreLoc,U of M - Como Av - Energy Park Dr - Maryland Av,9068.67857142857,1.89325,934.405685550084,1.426184506510202,1.973611116807445,"Feb 2009
Gas Price: 1.89325",9069,934
3,2009,3,245694,2009-03-01,CoreLoc,U of M - Como Av - Energy Park Dr - Maryland Av,7925.612903225807,1.9196,728.3360215053845,1.3321956754962807,1.9017017030107335,"Mar 2009
Gas Price: 1.9196",7926,728
3,2009,4,253736,2009-04-01,CoreLoc,U of M - Como Av - Energy Park Dr - Maryland Av,8457.866666666667,1.994,761.9472222222321,1.347525818722338,1.9719770105515224,"Apr 2009
Gas Price: 1.994",8458,762
3,2009,5,180422,2009-05-01,CoreLoc,U of M - Como Av - Energy Park Dr - Maryland Av,5820.064516129032,2.2495,-54.01466275659186,0.9753637924648496,1.331319972868683,"May 2009
Gas Price: 2.2495",5820,-54
3,2009,6,150343,2009-06-01,CoreLoc,U of M - Como Av - Energy Park Dr - Maryland Av,5011.433333333333,2.5704,-106.40303030302312,0.9514693417836052,1.0684735446767673,"Jun 2009
Gas Price: 2.5704",5011,-106
3,2009,7,152536,2009-07-01,CoreLoc,U of M - Como Av - Energy Park Dr - Maryland Av,4920.5161290322585,2.39275,15.296187683291464,1.0069766251426973,1.0876371544053112,"Jul 2009
Gas Price: 2.39275",4921,15
3,2009,8,149764,2009-08-01,CoreLoc,U of M - Como Av - Energy Park Dr - Maryland Av,4831.096774193548,2.5168,-343.56304985336556,0.8433001306379011,1.0634139322586975,"Aug 2009
Gas Price: 2.5168",4831,-344
3,2009,9,234925,2009-09-01,CoreLoc,U of M - Como Av - Energy Park Dr - Maryland Av,7830.833333333333,2.425,308.06060606060964,1.1405071259726784,1.807596407449088,"Sep 2009
Gas Price: 2.425",7831,308
3,2009,10,273440,2009-10-01,CoreLoc,U of M - Como Av - Energy Park Dr - Maryland Av,8820.645161290322,2.4875,973.4457478005916,1.4439907655277349,2.144161126416196,"Oct 2009
Gas Price: 2.4875",8821,973
3,2009,11,240902,2009-11-01,CoreLoc,U of M - Como Av - Energy Park Dr - Maryland Av,8030.066666666667,2.601,793.1666666666742,1.3617650766055396,1.8598266378857076,"Nov 2009
Gas Price: 2.601",8030,793
3,2009,12,220091,2009-12-01,CoreLoc,U of M - Como Av - Energy Park Dr - Maryland Av,7099.709677419355,2.51225,1048.0498533724422,1.478017863616352,1.677968962527419,"Dec 2009
Gas Price: 2.51225",7100,1048
3,2010,1,194957,2010-01-01,CoreLoc,U of M - Como Av - Energy Park Dr - Maryland Av,6288.935483870968,2.68625,330.79301075270087,1.1508754261931398,1.458334595488102,"Jan 2010
Gas Price: 2.68625",6289,331
3,2010,2,260001,2010-02-01,CoreLoc,U of M - Como Av - Energy Park Dr - Maryland Av,9285.75,2.60175,1151.4771141215133,1.5251912667363214,2.0267239393929852,"Feb 2010
Gas Price: 2.60175",9286,1151
3,2010,3,253014,2010-03-01,CoreLoc,U of M - Como Av - Energy Park Dr - Maryland Av,8161.741935483871,2.7596,964.46505376344885,1.4398946510503432,1.9656677874671593,"Mar 2010
Gas Price: 2.7596",8162,964
3,2010,4,255026,2010-04-01,CoreLoc,U of M - Como Av - Energy Park Dr - Maryland Av,8500.866666666667,2.7969999999999997,804.9472222222321,1.3671382141340274,1.9832497221565484,"Apr 2010
Gas Price: 2.797",8501,805
3,2010,5,182614,2010-05-01,CoreLoc,U of M - Como Av - Energy Park Dr - Maryland Av,5890.774193548387,2.7508,16.695014662763242,1.0076146332318587,1.3504748440610992,"May 2010
Gas Price: 2.7508",5891,17
3,2010,6,148960,2010-06-01,CoreLoc,U of M - Como Av - Energy Park Dr - Maryland Av,4965.333333333333,2.673,-152.50303030302348,0.9304430294933984,1.056388149211844,"Jun 2010
Gas Price: 2.673",4965,-153
3,2010,7,145505,2010-07-01,CoreLoc,U of M - Como Av - Energy Park Dr - Maryland Av,4693.709677419355,2.685,-211.5102639296119,0.9035296993065478,1.0261965068898564,"Jul 2010
Gas Price: 2.685",4694,-212
3,2010,8,150917,2010-08-01,CoreLoc,U of M - Como Av - Energy Park Dr - Maryland Av,4868.290322580645,2.6814,-306.36950146626896,0.860264190585146,1.0734894644141972,"Aug 2010
Gas Price: 2.6814",4868,-306
3,2010,9,233492,2010-09-01,CoreLoc,U of M - Como Av - Energy Park Dr - Maryland Av,7783.066666666667,2.74925,260.2939393939432,1.118720643317678,1.795074085177769,"Sep 2010
Gas Price: 2.74925",7783,260
3,2010,10,243424,2010-10-01,CoreLoc,U of M - Como Av - Energy Park Dr - Maryland Av,7852.387096774193,2.8445,5.187683284462764,1.0023661138568687,1.8818652260003397,"Oct 2010
Gas Price: 2.8445",7852,5
3,2010,11,236815,2010-11-01,CoreLoc,U of M - Como Av - Energy Park Dr - Maryland Av,7893.833333333333,2.8066,656.9333333333407,1.299628750987265,1.82411224073087,"Nov 2010
Gas Price: 2.8066",7894,657
3,2010,12,205345,2010-12-01,CoreLoc,U of M - Como Av - Energy Park Dr - Maryland Av,6624.032258064516,2.9617500000000003,572.3724340176032,1.261060337179165,1.5491105087850077,"Dec 2010
Gas Price: 2.96175",6624,572
3,2011,1,204128,2011-01-01,CoreLoc,U of M - Como Av - Energy Park Dr - Maryland Av,6584.774193548387,3.1052,626.6317204301204,1.2858081181065697,1.5384757103173206,"Jan 2011
Gas Price: 3.1052",6585,627
3,2011,2,249654,2011-02-01,CoreLoc,U of M - Como Av - Energy Park Dr - Maryland Av,8916.214285714286,3.2225,781.9413998357995,1.356645207496497,1.936306306077325,"Feb 2011
Gas Price: 3.2225",8916,782
3,2011,3,263678,2011-03-01,CoreLoc,U of M - Como Av - Energy Park Dr - Maryland Av,8505.741935483871,3.52075,1308.4650537634489,1.5967938143438571,2.058855536735373,"Mar 2011
Gas Price: 3.52075",8506,1308
3,2011,4,259616,2011-04-01,CoreLoc,U of M - Como Av - Energy Park Dr - Maryland Av,8653.866666666667,3.777,957.947222222232,1.436921853622131,2.0233596029837333,"Apr 2011
Gas Price: 3.777",8654,958
3,2011,5,197036,2011-05-01,CoreLoc,U of M - Como Av - Energy Park Dr - Maryland Av,6356,3.8584,481.92082111437594,1.2198051558330458,1.4765020120980623,"May 2011
Gas Price: 3.8584",6356,482
3,2011,6,176058,2011-06-01,CoreLoc,U of M - Como Av - Energy Park Dr - Maryland Av,5868.6,3.63225,750.7636363636439,1.3424249603972402,1.29318500120641,"Jun 2011
Gas Price: 3.63225",5869,751
3,2011,7,165497,2011-07-01,CoreLoc,U of M - Como Av - Energy Park Dr - Maryland Av,5338.612903225807,3.6895,433.39296187683976,1.197671491557479,1.2008973211593728,"Jul 2011
Gas Price: 3.6895",5339,433
3,2011,8,189078,2011-08-01,CoreLoc,U of M - Como Av - Energy Park Dr - Maryland Av,6099.290322580645,3.685,924.630498533731,1.4217260220221106,1.4069607415920191,"Aug 2011
Gas Price: 3.685",6099,925
3,2011,9,270518,2011-09-01,CoreLoc,U of M - Como Av - Energy Park Dr - Maryland Av,9017.266666666666,3.68725,1494.493939393943,1.6816420018550473,2.1186271238503935,"Sep 2011
Gas Price: 3.68725",9017,1494
3,2011,10,276272,2011-10-01,CoreLoc,U of M - Como Av - Energy Park Dr - Maryland Av,8912,3.4696,1064.8005865102696,1.4856579101683234,2.1689086607304855,"Oct 2011
Gas Price: 3.4696",8912,1065
3,2011,11,261515,2011-11-01,CoreLoc,U of M - Como Av - Energy Park Dr - Maryland Av,8717.166666666666,3.3015,1480.2666666666737,1.6751529111955787,2.0399540830906666,"Nov 2011
Gas Price: 3.3015",8717,1480
3,2011,12,227172,2011-12-01,CoreLoc,U of M - Como Av - Energy Park Dr - Maryland Av,7328.129032258064,3.191,1276.4692082111517,1.582200438192625,1.73984653684927,"Dec 2011
Gas Price: 3.191",7328,1276
3,2012,1,226439,2012-01-01,CoreLoc,U of M - Como Av - Energy Park Dr - Maryland Av,7304.483870967741,3.2588,1346.3413978494737,1.6140692989244227,1.7334411898674995,"Jan 2012
Gas Price: 3.2588",7304,1346
3,2012,2,273577,2012-02-01,CoreLoc,U of M - Como Av - Energy Park Dr - Maryland Av,9433.689655172411,3.4365,1299.4167692939243,1.5926668717202817,2.145358305865722,"Feb 2012
Gas Price: 3.4365",9434,1299
3,2012,3,256415,2012-03-01,CoreLoc,U of M - Como Av - Energy Park Dr - Maryland Av,8271.451612903225,3.66625,1074.174731182803,1.4899334783535352,1.995387548838239,"Mar 2012
Gas Price: 3.66625",8271,1074
3,2012,4,259274,2012-04-01,CoreLoc,U of M - Como Av - Energy Park Dr - Maryland Av,8642.466666666667,3.7172,946.5472222222324,1.4317222883269392,2.020371023627982,"Apr 2012
Gas Price: 3.7172",8642,947
3,2012,5,202670,2012-05-01,CoreLoc,U of M - Como Av - Energy Park Dr - Maryland Av,6537.741935483871,3.6005,663.6627565982471,1.302698055870148,1.525734924642803,"May 2012
Gas Price: 3.6005",6538,664
3,2012,6,172354,2012-06-01,CoreLoc,U of M - Como Av - Energy Park Dr - Maryland Av,5745.133333333333,3.5495,627.2969696969767,1.2861115397732887,1.2608174633885685,"Jun 2012
Gas Price: 3.5495",5745,627
3,2012,7,170818,2012-07-01,CoreLoc,U of M - Como Av - Energy Park Dr - Maryland Av,5510.258064516129,3.516,605.0381231671618,1.275959230481409,1.2473950718960722,"Jul 2012
Gas Price: 3.516",5510,605
3,2012,8,185904,2012-08-01,CoreLoc,U of M - Como Av - Energy Park Dr - Maryland Av,5996.903225806452,3.71,822.2434017595378,1.3750270399990787,1.3792246279219789,"Aug 2012
Gas Price: 3.71",5997,822
3,2012,9,262362,2012-09-01,CoreLoc,U of M - Como Av - Energy Park Dr - Maryland Av,8745.4,3.847,1222.6272727272762,1.5576430119498244,2.047355623191021,"Sep 2012
Gas Price: 3.847",8745,1223
3,2012,10,301104,2012-10-01,CoreLoc,U of M - Como Av - Energy Park Dr - Maryland Av,9713.032258064515,3.6326,1865.8328445747848,1.8510105004631976,2.3859039898591683,"Oct 2012
Gas Price: 3.6326",9713,1866
3,2012,11,265012,2012-11-01,CoreLoc,U of M - Como Av - Energy Park Dr - Maryland Av,8833.733333333334,3.2567500000000003,1596.8333333333412,1.7283192265092824,2.0705127439300277,"Nov 2012
Gas Price: 3.25675",8834,1597
3,2012,12,212982,2012-12-01,CoreLoc,U of M - Como Av - Energy Park Dr - Maryland Av,6870.387096774193,3.14,818.7272727272803,1.37342332574561,1.615846709193986,"Dec 2012
Gas Price: 3.14",6870,819
3,2013,1,212155,2013-01-01,CoreLoc,U of M - Como Av - Energy Park Dr - Maryland Av,6843.709677419355,3.0932500000000003,885.5672043010882,1.4039091668459769,1.6086199398161904,"Jan 2013
Gas Price: 3.09325",6844,886
3,2013,2,265398,2013-02-01,CoreLoc,U of M - Como Av - Energy Park Dr - Maryland Av,9478.5,3.655,1344.2271141215133,1.6131049694247657,2.0738858188754072,"Feb 2013
Gas Price: 3.655",9478,1344
3,2013,3,247221,2013-03-01,CoreLoc,U of M - Como Av - Energy Park Dr - Maryland Av,7974.870967741936,3.621,777.5940860215132,1.3546623880196489,1.9150454476780785,"Mar 2013
Gas Price: 3.621",7975,778
3,2013,4,277311,2013-04-01,CoreLoc,U of M - Como Av - Energy Park Dr - Maryland Av,9243.7,3.4984,1547.780555555566,1.7059461457227836,2.177987999767401,"Apr 2013
Gas Price: 3.4984",9244,1548
3,2013,5,208694,2013-05-01,CoreLoc,U of M - Como Av - Energy Park Dr - Maryland Av,6732.064516129032,3.943,857.9853372434081,1.3913290160802123,1.578375866277435,"May 2013
Gas Price: 3.943",6732,858
3,2013,6,162861,2013-06-01,CoreLoc,U of M - Como Av - Energy Park Dr - Maryland Av,5428.7,3.679,310.8636363636433,1.14178559431347,1.1778625399261573,"Jun 2013
Gas Price: 3.679",5429,311
3,2013,7,173569,2013-07-01,CoreLoc,U of M - Como Av - Energy Park Dr - Maryland Av,5599,3.5124,693.780058651033,1.3164346241629974,1.2714347847839995,"Jul 2013
Gas Price: 3.5124",5599,694
3,2013,8,184318,2013-08-01,CoreLoc,U of M - Como Av - Energy Park Dr - Maryland Av,5945.741935483871,3.523,771.0821114369573,1.3516922619623652,1.3653653096230869,"Aug 2013
Gas Price: 3.523",5946,771
3,2013,9,260665,2013-09-01,CoreLoc,U of M - Como Av - Energy Park Dr - Maryland Av,8688.833333333334,3.487,1166.0606060606106,1.531842829768711,2.0325263273819285,"Sep 2013
Gas Price: 3.487",8689,1166
3,2013,10,291138,2013-10-01,CoreLoc,U of M - Como Av - Energy Park Dr - Maryland Av,9391.548387096776,3.2555,1544.348973607046,1.704380993581807,2.2988157388082477,"Oct 2013
Gas Price: 3.2555",9392,1544
3,2013,11,249843,2013-11-01,CoreLoc,U of M - Como Av - Energy Park Dr - Maryland Av,8328.1,3.0785,1091.200000000008,1.4976987412380312,1.937957889405503,"Nov 2013
Gas Price: 3.0785",8328,1091
3,2013,12,211315,2013-12-01,CoreLoc,U of M - Como Av - Energy Park Dr - Maryland Av,6816.612903225807,3.0528,764.9530791788939,1.3488967967498968,1.6012795694687316,"Dec 2013
Gas Price: 3.0528",6817,765
3,2014,1,198514,2014-01-01,CoreLoc,U of M - Como Av - Energy Park Dr - Maryland Av,6403.677419354839,3.218,445.53494623657207,1.2032094775655169,1.4894175684951385,"Jan 2014
Gas Price: 3.218",6404,446
3,2014,2,262299,2014-02-01,CoreLoc,U of M - Como Av - Energy Park Dr - Maryland Av,9367.82142857143,3.29025,1233.5485426929426,1.562624227414114,2.0468050954149613,"Feb 2014
Gas Price: 3.29025",9368,1234
3,2014,3,254038,2014-03-01,CoreLoc,U of M - Como Av - Energy Park Dr - Maryland Av,8194.774193548386,3.5058,997.497311827964,1.4549607372480695,1.9746160484621569,"Mar 2014
Gas Price: 3.5058",8195,997
3,2014,4,272578,2014-04-01,CoreLoc,U of M - Como Av - Energy Park Dr - Maryland Av,9085.933333333332,3.51675,1390.0138888888978,1.6339884189913678,2.136628508273923,"Apr 2014
Gas Price: 3.51675",9086,1390
3,2014,5,217668,2014-05-01,CoreLoc,U of M - Como Av - Energy Park Dr - Maryland Av,7021.548387096775,3.49525,1147.4692082111503,1.5233632519575566,1.656795489489452,"May 2014
Gas Price: 3.49525",7022,1147
3,2014,6,166824,2014-06-01,CoreLoc,U of M - Como Av - Energy Park Dr - Maryland Av,5560.8,3.5444,442.9636363636437,1.202036697427055,1.212493358601132,"Jun 2014
Gas Price: 3.5444",5561,443
3,2014,7,164068,2014-07-01,CoreLoc,U of M - Como Av - Energy Park Dr - Maryland Av,5292.5161290322585,3.4505,387.29618768329146,1.1766466505647533,1.1884099530325651,"Jul 2014
Gas Price: 3.4505",5293,387
3,2014,8,165931,2014-08-01,CoreLoc,U of M - Como Av - Energy Park Dr - Maryland Av,5352.612903225807,3.33725,177.95307917889295,1.0811647942693945,1.2046898458388933,"Aug 2014
Gas Price: 3.33725",5353,178
