Route,year,month,riders,date,RouteClass,dscp,avg_riders,gas_price,remove_seasonality,norm_de_sea,norm_avg_riders,Date,Daily Riders,Daily Riders(removed seasonality)
5,2012,7,463490,2012-07-01,CoreLoc,Brooklyn Ctr - Fremont - 26th Av - Chicago - MOA,14951.290322580646,3.516,845.93255131966,1.2853396409827835,1.7550221587745964,"Jul 2012
Gas Price: 3.516",14951,846
5,2012,8,491973,2012-08-01,CoreLoc,Brooklyn Ctr - Fremont - 26th Av - Chicago - MOA,15870.09677419355,3.71,1441.1876832844664,1.4861238351635526,1.9847042617588264,"Aug 2012
Gas Price: 3.71",15870,1441
5,2012,9,488209,2012-09-01,CoreLoc,Brooklyn Ctr - Fremont - 26th Av - Chicago - MOA,16273.633333333331,3.847,1303.372727272732,1.4396377766603057,1.9543520012654567,"Sep 2012
Gas Price: 3.847",16274,1303
5,2012,10,516314,2012-10-01,CoreLoc,Brooklyn Ctr - Fremont - 26th Av - Chicago - MOA,16655.290322580644,3.6326,1820.4369501466351,1.614047567948892,2.180985976070491,"Oct 2012
Gas Price: 3.6326",16655,1820
5,2012,11,469498,2012-11-01,CoreLoc,Brooklyn Ctr - Fremont - 26th Av - Chicago - MOA,15649.933333333332,3.2567500000000003,1821.254545454556,1.6143233492168756,1.803469656395256,"Nov 2012
Gas Price: 3.25675",15650,1821
5,2012,12,448672,2012-12-01,CoreLoc,Brooklyn Ctr - Fremont - 26th Av - Chicago - MOA,14473.290322580646,3.14,1327.4809384164346,1.44776966412787,1.6355323086176494,"Dec 2012
Gas Price: 3.14",14473,1327
5,2013,1,443431,2013-01-01,CoreLoc,Brooklyn Ctr - Fremont - 26th Av - Chicago - MOA,14304.225806451614,3.0932500000000003,1248.8413978494882,1.421243934343127,1.5932697694981623,"Jan 2013
Gas Price: 3.09325",14304,1249
5,2013,2,427655,2013-02-01,CoreLoc,Brooklyn Ctr - Fremont - 26th Av - Chicago - MOA,15273.392857142857,3.655,1256.9740353037814,1.4239871363251655,1.466054769088121,"Feb 2013
Gas Price: 3.655",15273,1257
5,2013,3,481442,2013-03-01,CoreLoc,Brooklyn Ctr - Fremont - 26th Av - Chicago - MOA,15530.387096774191,3.621,1121.3494623656006,1.3782399110998758,1.899784055792919,"Mar 2013
Gas Price: 3.621",15530,1121
5,2013,4,474132,2013-04-01,CoreLoc,Brooklyn Ctr - Fremont - 26th Av - Chicago - MOA,15804.4,3.4984,1243.7166666666817,1.4195153225837682,1.8408374499994733,"Apr 2013
Gas Price: 3.4984",15804,1244
5,2013,5,466682,2013-05-01,CoreLoc,Brooklyn Ctr - Fremont - 26th Av - Chicago - MOA,15054.258064516129,3.943,495.5601173020623,1.16715628892134,1.7807619078433623,"May 2013
Gas Price: 3.943",15054,496
5,2013,6,450571,2013-06-01,CoreLoc,Brooklyn Ctr - Fremont - 26th Av - Chicago - MOA,15019.033333333333,3.679,529.5393939394053,1.1786177636942743,1.6508455239940862,"Jun 2013
Gas Price: 3.679",15019,530
5,2013,7,482809,2013-07-01,CoreLoc,Brooklyn Ctr - Fremont - 26th Av - Chicago - MOA,15574.483870967742,3.5124,1469.1260997067566,1.4955476807161652,1.9108073129912289,"Jul 2013
Gas Price: 3.5124",15574,1469
5,2013,8,498934,2013-08-01,CoreLoc,Brooklyn Ctr - Fremont - 26th Av - Chicago - MOA,16094.645161290322,3.523,1665.7360703812392,1.5618657557900892,2.040836590476771,"Aug 2013
Gas Price: 3.523",16095,1666
5,2013,9,496450,2013-09-01,CoreLoc,Brooklyn Ctr - Fremont - 26th Av - Chicago - MOA,16548.333333333332,3.487,1578.072727272733,1.5322962270955018,2.020806033870626,"Sep 2013
Gas Price: 3.487",16548,1578
5,2013,10,518581,2013-10-01,CoreLoc,Brooklyn Ctr - Fremont - 26th Av - Chicago - MOA,16728.41935483871,3.2555,1893.5659824047,1.6387145603437148,2.199266681314505,"Oct 2013
Gas Price: 3.2555",16728,1894
5,2013,11,459539,2013-11-01,CoreLoc,Brooklyn Ctr - Fremont - 26th Av - Chicago - MOA,15317.966666666667,3.0785,1489.2878787878908,1.5023484058988177,1.7231619618539529,"Nov 2013
Gas Price: 3.0785",15318,1489
5,2013,12,437104,2013-12-01,CoreLoc,Brooklyn Ctr - Fremont - 26th Av - Chicago - MOA,14100.129032258064,3.0528,954.3196480938532,1.3218994532662436,1.5422499097368585,"Dec 2013
Gas Price: 3.0528",14100,954
5,2014,1,426708,2014-01-01,CoreLoc,Brooklyn Ctr - Fremont - 26th Av - Chicago - MOA,13764.774193548386,3.218,709.389784946261,1.2392827019573227,1.4584183209778072,"Jan 2014
Gas Price: 3.218",13765,709
5,2014,2,427012,2014-02-01,CoreLoc,Brooklyn Ctr - Fremont - 26th Av - Chicago - MOA,15250.42857142857,3.29025,1234.0097495894952,1.4162411038182965,1.460869725651023,"Feb 2014
Gas Price: 3.29025",15250,1234
5,2014,3,492965,2014-03-01,CoreLoc,Brooklyn Ctr - Fremont - 26th Av - Chicago - MOA,15902.09677419355,3.5058,1493.0591397849585,1.5036204816184209,1.9927035822714252,"Mar 2014
Gas Price: 3.5058",15902,1493
5,2014,4,498578,2014-04-01,CoreLoc,Brooklyn Ctr - Fremont - 26th Av - Chicago - MOA,16619.266666666666,3.51675,2058.5833333333485,1.6943761986108046,2.0379658665831366,"Apr 2014
Gas Price: 3.51675",16619,2059
5,2014,5,516537,2014-05-01,CoreLoc,Brooklyn Ctr - Fremont - 26th Av - Chicago - MOA,16662.483870967742,3.49525,2103.785923753676,1.709623384573689,2.182784210419593,"May 2014
Gas Price: 3.49525",16662,2104
5,2014,6,477760,2014-06-01,CoreLoc,Brooklyn Ctr - Fremont - 26th Av - Chicago - MOA,15925.333333333334,3.5444,1435.8393939394064,1.484319815494123,1.8700930294548253,"Jun 2014
Gas Price: 3.5444",15925,1436
5,2014,7,482042,2014-07-01,CoreLoc,Brooklyn Ctr - Fremont - 26th Av - Chicago - MOA,15549.741935483871,3.4505,1444.3841642228854,1.4872020330907445,1.904622354490056,"Jul 2014
Gas Price: 3.4505",15550,1444
5,2014,8,487702,2014-08-01,CoreLoc,Brooklyn Ctr - Fremont - 26th Av - Chicago - MOA,15732.32258064516,3.33725,1303.4134897360764,1.4396515261568086,1.9502636388663763,"Aug 2014
Gas Price: 3.33725",15732,1303
5,2014,9,499807,2014-09-01,CoreLoc,Brooklyn Ctr - Fremont - 26th Av - Chicago - MOA,16660.233333333334,3.2638000000000003,1689.972727272734,1.5700409690092207,2.047876315081105,"Sep 2014
Gas Price: 3.2638",16660,1690
5,2014,10,508839,2014-10-01,CoreLoc,Brooklyn Ctr - Fremont - 26th Av - Chicago - MOA,16414.16129032258,3.0495,1579.307917888571,1.5327128665147072,2.1207088381353323,"Oct 2014
Gas Price: 3.0495",16414,1579
5,2014,11,432045,2014-11-01,CoreLoc,Brooklyn Ctr - Fremont - 26th Av - Chicago - MOA,14401.5,2.85825,572.8212121212237,1.1932170582146426,1.501454987888836,"Nov 2014
Gas Price: 2.85825",14402,573
5,2014,12,451648,2014-12-01,CoreLoc,Brooklyn Ctr - Fremont - 26th Av - Chicago - MOA,14569.290322580646,2.407,1423.4809384164346,1.480151212150363,1.6595302701554462,"Dec 2014
Gas Price: 2.407",14569,1423
5,2015,1,444265,2015-01-01,CoreLoc,Brooklyn Ctr - Fremont - 26th Av - Chicago - MOA,14331.129032258064,1.9565,1275.744623655939,1.4303186020349137,1.599995004687182,"Jan 2015
Gas Price: 1.9565",14331,1276
5,2015,2,408425,2015-02-01,CoreLoc,Brooklyn Ctr - Fremont - 26th Av - Chicago - MOA,14586.607142857143,2.156,570.1883210180677,1.1923289635303216,1.3109872958448971,"Feb 2015
Gas Price: 2.156",14587,570
5,2015,3,470611,2015-03-01,CoreLoc,Brooklyn Ctr - Fremont - 26th Av - Chicago - MOA,15181,2.3806,771.9623655914093,1.260388920968283,1.8124447004784443,"Mar 2015
Gas Price: 2.3806",15181,772
5,2015,4,466340,2015-04-01,CoreLoc,Brooklyn Ctr - Fremont - 26th Av - Chicago - MOA,15544.666666666666,2.30925,983.983333333348,1.331905245434023,1.7780040775859949,"Apr 2015
Gas Price: 2.30925",15545,984
5,2015,5,461765,2015-05-01,CoreLoc,Brooklyn Ctr - Fremont - 26th Av - Chicago - MOA,14895.645161290322,2.541,336.9472140762555,1.113654920767241,1.741112050020329,"May 2015
Gas Price: 2.541",14896,337
5,2015,6,457862,2015-06-01,CoreLoc,Brooklyn Ctr - Fremont - 26th Av - Chicago - MOA,15262.066666666668,2.6498,772.5727272727399,1.2605948007192738,1.7096389169954562,"Jun 2015
Gas Price: 2.6498",15262,773
5,2015,7,457813,2015-07-01,CoreLoc,Brooklyn Ctr - Fremont - 26th Av - Chicago - MOA,14768.16129032258,2.6855,662.8035190615938,1.2235687914788542,1.7092437892685235,"Jul 2015
Gas Price: 2.6855",14768,663
5,2015,8,452494,2015-08-01,CoreLoc,Brooklyn Ctr - Fremont - 26th Av - Chicago - MOA,14596.58064516129,2.5606,167.671554252207,1.0565569217294115,1.666352271318409,"Aug 2015
Gas Price: 2.5606",14597,168
5,2015,9,461583,2015-09-01,CoreLoc,Brooklyn Ctr - Fremont - 26th Av - Chicago - MOA,15386.1,2.286,415.8393939394009,1.1402658677551327,1.7396444327488645,"Sep 2015
Gas Price: 2.286",15386,416
5,2015,10,468486,2015-10-01,CoreLoc,Brooklyn Ctr - Fremont - 26th Av - Chicago - MOA,15112.451612903224,2.38875,277.59824046921494,1.093636049528261,1.7953090592594192,"Oct 2015
Gas Price: 2.38875",15112,278
5,2015,11,420832,2015-11-01,CoreLoc,Brooklyn Ctr - Fremont - 26th Av - Chicago - MOA,14027.733333333334,2.1304,199.05454545455723,1.067142649195124,1.4110352490705174,"Nov 2015
Gas Price: 2.1304",14028,199
5,2015,12,429171,2015-12-01,CoreLoc,Brooklyn Ctr - Fremont - 26th Av - Chicago - MOA,13844.225806451614,1.8845,698.4164222874024,1.2355813012291346,1.4782795371295523,"Dec 2015
Gas Price: 1.8845",13844,698
5,2016,1,400418,2016-01-01,CoreLoc,Brooklyn Ctr - Fremont - 26th Av - Chicago - MOA,12916.709677419354,1.7545,-138.6747311827712,0.9532239326322752,1.2464201997316111,"Jan 2016
Gas Price: 1.7545",12917,-139
5,2016,2,407478,2016-02-01,CoreLoc,Brooklyn Ctr - Fremont - 26th Av - Chicago - MOA,14050.96551724138,1.6052,34.54669540230498,1.011652869543623,1.3033508477345834,"Feb 2016
Gas Price: 1.6052",14051,35
5,2016,3,446731,2016-03-01,CoreLoc,Brooklyn Ctr - Fremont - 26th Av - Chicago - MOA,14410.67741935484,1.95075,1.6397849462500744,1.0005531122394082,1.6198804123324129,"Mar 2016
Gas Price: 1.95075",14411,2
5,2016,4,431974,2016-04-01,CoreLoc,Brooklyn Ctr - Fremont - 26th Av - Chicago - MOA,14399.133333333331,1.9625,-161.54999999998654,0.9455079262183992,1.5008824558763416,"Apr 2016
Gas Price: 1.9625",14399,-162
5,2016,5,431071,2016-05-01,CoreLoc,Brooklyn Ctr - Fremont - 26th Av - Chicago - MOA,13905.516129032258,2.1708000000000003,-653.1818181818089,0.7796766831992299,1.4936008163371512,"May 2016
Gas Price: 2.1708",13906,-653
5,2016,6,407710,2016-06-01,CoreLoc,Brooklyn Ctr - Fremont - 26th Av - Chicago - MOA,13590.333333333334,2.25325,-899.1606060605936,0.6967061214053601,1.305221656564143,"Jun 2016
Gas Price: 2.25325",13590,-899
5,2016,7,390772,2016-07-01,CoreLoc,Brooklyn Ctr - Fremont - 26th Av - Chicago - MOA,12605.548387096776,2.1165,-1499.8093841642094,0.4941026083552144,1.1686364843439805,"Jul 2016
Gas Price: 2.1165",12606,-1500
5,2016,8,415917,2016-08-01,CoreLoc,Brooklyn Ctr - Fremont - 26th Av - Chicago - MOA,13416.67741935484,2.1438,-1012.231671554242,0.6585663699758078,1.371401518909808,"Aug 2016
Gas Price: 2.1438",13417,-1012
5,2016,9,430956,2016-09-01,CoreLoc,Brooklyn Ctr - Fremont - 26th Av - Chicago - MOA,14365.2,2.1715,-605.0606060605987,0.7959083430034335,1.4926734757535334,"Sep 2016
Gas Price: 2.1715",14365,-605
5,2016,10,434050,2016-10-01,CoreLoc,Brooklyn Ctr - Fremont - 26th Av - Chicago - MOA,14001.612903225809,2.1396,-833.2404692082,0.7189414972088508,1.5176229693684338,"Oct 2016
Gas Price: 2.1396",14002,-833
5,2016,11,404446,2016-11-01,CoreLoc,Brooklyn Ctr - Fremont - 26th Av - Chicago - MOA,13481.533333333333,1.99075,-347.1454545454435,0.8829051332588144,1.2789013116517205,"Nov 2016
Gas Price: 1.99075",13482,-347
5,2016,12,373718,2016-12-01,CoreLoc,Brooklyn Ctr - Fremont - 26th Av - Chicago - MOA,12055.41935483871,2.107,-1090.390029325501,0.6322029468973784,1.0311159077090384,"Dec 2016
Gas Price: 2.107",12055,-1090
5,2017,1,382264,2017-01-01,CoreLoc,Brooklyn Ctr - Fremont - 26th Av - Chicago - MOA,12331.09677419355,2.3032,-724.2876344085762,0.7556921373364629,1.1000294088185854,"Jan 2017
Gas Price: 2.3032",12331,-724
5,2017,2,377603,2017-02-01,CoreLoc,Brooklyn Ctr - Fremont - 26th Av - Chicago - MOA,13485.82142857143,2.25975,-530.5973932676461,0.8210253648884763,1.062443891772997,"Feb 2017
Gas Price: 2.25975",13486,-531
5,2017,3,414520,2017-03-01,CoreLoc,Brooklyn Ctr - Fremont - 26th Av - Chicago - MOA,13371.612903225809,2.253,-1037.424731182782,0.6500685546612754,1.360136346776642,"Mar 2017
Gas Price: 2.253",13372,-1037
5,2017,4,385686,2017-04-01,CoreLoc,Brooklyn Ctr - Fremont - 26th Av - Chicago - MOA,12856.2,2.30075,-1704.4833333333172,0.42506449050133144,1.127623839054587,"Apr 2017
Gas Price: 2.30075",12856,-1704
5,2017,5,409496,2017-05-01,CoreLoc,Brooklyn Ctr - Fremont - 26th Av - Chicago - MOA,13209.548387096776,2.2924,-1349.14956011729,0.5449213409326692,1.3196236590192858,"May 2017
Gas Price: 2.2924",13210,-1349
5,2017,6,385777,2017-06-01,CoreLoc,Brooklyn Ctr - Fremont - 26th Av - Chicago - MOA,12859.233333333334,2.2595,-1630.260606060594,0.4501003947465616,1.1283576476903194,"Jun 2017
Gas Price: 2.2595",12859,-1630
5,2017,7,362647,2017-07-01,CoreLoc,Brooklyn Ctr - Fremont - 26th Av - Chicago - MOA,11698.290322580646,2.2282,-2407.06744868034,0.1880773939289314,0.9418412329157086,"Jul 2017
Gas Price: 2.2282",11698,-2407
5,2017,8,380188,2017-08-01,CoreLoc,Brooklyn Ctr - Fremont - 26th Av - Chicago - MOA,12264.129032258064,2.299,-2164.7800586510184,0.26980281846517074,1.0832888953264932,"Aug 2017
Gas Price: 2.299",12264,-2165
5,2017,9,391567,2017-09-01,CoreLoc,Brooklyn Ctr - Fremont - 26th Av - Chicago - MOA,13052.233333333334,2.46325,-1918.027272727266,0.3530344558305243,1.1750472301176864,"Sep 2017
Gas Price: 2.46325",13052,-1918
5,2017,10,390262,2017-10-01,CoreLoc,Brooklyn Ctr - Fremont - 26th Av - Chicago - MOA,12589.09677419355,2.391,-2245.7565982404594,0.24248880070047496,1.1645239304514146,"Oct 2017
Gas Price: 2.391",12589,-2246
5,2017,11,350850,2017-11-01,CoreLoc,Brooklyn Ctr - Fremont - 26th Av - Chicago - MOA,11695,2.49375,-2133.6787878787763,0.28029351943466985,0.8467122166988439,"Nov 2017
Gas Price: 2.49375",11695,-2134
5,2017,12,339464,2017-12-01,CoreLoc,Brooklyn Ctr - Fremont - 26th Av - Chicago - MOA,10950.451612903224,2.3979999999999997,-2195.3577712609876,0.2594887177433196,0.7548974350895176,"Dec 2017
Gas Price: 2.398",10950,-2195
5,2018,1,335686,2018-01-01,CoreLoc,Brooklyn Ctr - Fremont - 26th Av - Chicago - MOA,10828.58064516129,2.4696,-2226.8037634408356,0.248881739557,0.7244322809598815,"Jan 2018
Gas Price: 2.4696",10829,-2227
5,2018,2,323446,2018-02-01,CoreLoc,Brooklyn Ctr - Fremont - 26th Av - Chicago - MOA,11551.642857142857,2.53925,-2464.7759646962186,0.1686118618177337,0.6257309875382978,"Feb 2018
Gas Price: 2.53925",11552,-2465
5,2018,3,377423,2018-03-01,CoreLoc,Brooklyn Ctr - Fremont - 26th Av - Chicago - MOA,12174.935483870968,2.48475,-2234.102150537623,0.2464199367209441,1.0609924021638562,"Mar 2018
Gas Price: 2.48475",12175,-2234
5,2018,4,355820,2018-04-01,CoreLoc,Brooklyn Ctr - Fremont - 26th Av - Chicago - MOA,11860.666666666666,2.5234,-2700.016666666652,0.0892633400708529,0.8867894575734576,"Apr 2018
Gas Price: 2.5234",11861,-2700
5,2018,5,395848,2018-05-01,CoreLoc,Brooklyn Ctr - Fremont - 26th Av - Chicago - MOA,12769.290322580646,2.74625,-1789.4076246334207,0.3964188653241389,1.209568491321755,"May 2018
Gas Price: 2.74625",12769,-1789
5,2018,6,354245,2018-06-01,CoreLoc,Brooklyn Ctr - Fremont - 26th Av - Chicago - MOA,11808.166666666666,2.78375,-2681.3272727272615,0.09556741827251602,0.8740889234934743,"Jun 2018
Gas Price: 2.78375",11808,-2681
5,2018,7,349080,2018-07-01,CoreLoc,Brooklyn Ctr - Fremont - 26th Av - Chicago - MOA,11260.645161290322,2.7542,-2844.712609970664,0.04045627093794879,0.8324392355422913,"Jul 2018
Gas Price: 2.7542",11261,-2845
5,2018,8,366580,2018-08-01,CoreLoc,Brooklyn Ctr - Fremont - 26th Av - Chicago - MOA,11825.16129032258,2.75,-2603.747800586503,0.1217355787171579,0.9735562808754382,"Aug 2018
Gas Price: 2.75",11825,-2604
5,2018,9,351870,2018-09-01,CoreLoc,Brooklyn Ctr - Fremont - 26th Av - Chicago - MOA,11729,2.738,-3241.2606060605995,-0.09330245800590142,0.8549373244839759,"Sep 2018
Gas Price: 2.738",11729,-3241
5,2018,10,363329,2018-10-01,CoreLoc,Brooklyn Ctr - Fremont - 26th Av - Chicago - MOA,11720.290322580646,2.7838,-3114.563049853363,-0.05056638508238964,0.9473407657681204,"Oct 2018
Gas Price: 2.7838",11720,-3115
5,2018,11,322640,2018-11-01,CoreLoc,Brooklyn Ctr - Fremont - 26th Av - Chicago - MOA,10754.666666666666,2.5455,-3074.0121212121103,-0.03688824088287501,0.6192315396218111,"Nov 2018
Gas Price: 2.5455",10755,-3074
5,2018,12,314890,2018-12-01,CoreLoc,Brooklyn Ctr - Fremont - 26th Av - Chicago - MOA,10157.741935483871,2.2134,-2988.06744868034,-0.00789843316553162,0.5567368481171318,"Dec 2018
Gas Price: 2.2134",10158,-2988
5,2019,1,293207,2019-01-01,CoreLoc,Brooklyn Ctr - Fremont - 26th Av - Chicago - MOA,9458.290322580646,2.0355,-3597.0940860214796,-0.21332786341594367,0.3818887970337817,"Jan 2019
Gas Price: 2.0355",9458,-3597
5,2019,2,283339,2019-02-01,CoreLoc,Brooklyn Ctr - Fremont - 26th Av - Chicago - MOA,10119.25,2.14425,-3897.168821839075,-0.3145454099598437,0.30231491112821063,"Feb 2019
Gas Price: 2.14425",10119,-3897
5,2019,3,335292,2019-03-01,CoreLoc,Brooklyn Ctr - Fremont - 26th Av - Chicago - MOA,10815.870967741936,2.44525,-3593.166666666655,-0.2120031142654988,0.7212551314820954,"Mar 2019
Gas Price: 2.44525",10816,-3593
5,2019,4,335985,2019-04-01,CoreLoc,Brooklyn Ctr - Fremont - 26th Av - Chicago - MOA,11199.5,2.6806,-3361.183333333318,-0.1337533283410044,0.726843366477288,"Apr 2019
Gas Price: 2.6806",11200,-3361
6,2008,1,236130,2008-01-01,CoreLoc,U of M - Hennepin - Xerxes - France - Southdale,7617.096774193548,2.9155,575.1720430107634,1.5471042356457754,1.7920137675310102,"Jan 2008
Gas Price: 2.9155",7617,575
6,2008,2,243514,2008-02-01,CoreLoc,U of M - Hennepin - Xerxes - France - Southdale,8397.034482758621,2.94725,576.608374384241,1.5484704755174268,1.9365264870791017,"Feb 2008
Gas Price: 2.94725",8397,577
6,2008,3,245818,2008-03-01,CoreLoc,U of M - Hennepin - Xerxes - France - Southdale,7929.612903225807,3.067,340.7849462365648,1.324154989443484,1.9816182132219513,"Mar 2008
Gas Price: 3.067",7930,341
6,2008,4,256811,2008-04-01,CoreLoc,U of M - Hennepin - Xerxes - France - Southdale,8560.366666666667,3.3272500000000003,912.60833333334,1.8680739801585944,2.196762894423491,"Apr 2008
Gas Price: 3.32725",8560,913
6,2008,5,246029,2008-05-01,CoreLoc,U of M - Hennepin - Xerxes - France - Southdale,7936.419354838709,3.644,973.665689149565,1.9261517994655444,1.9857477072393737,"May 2008
Gas Price: 3.644",7936,974
6,2008,6,235466,2008-06-01,CoreLoc,U of M - Hennepin - Xerxes - France - Southdale,7848.866666666667,3.9022,1014.0454545454604,1.9645610736139123,1.7790185825662306,"Jun 2008
Gas Price: 3.9022",7849,1014
6,2008,7,240389,2008-07-01,CoreLoc,U of M - Hennepin - Xerxes - France - Southdale,7754.483870967741,3.861,1235.8592375366616,2.1755505708847824,1.875366919285523,"Jul 2008
Gas Price: 3.861",7754,1236
6,2008,8,239267,2008-08-01,CoreLoc,U of M - Hennepin - Xerxes - France - Southdale,7718.290322580645,3.61525,878.4662756598291,1.8355980199762063,1.8534081880649165,"Aug 2008
Gas Price: 3.61525",7718,878
6,2008,9,265997,2008-09-01,CoreLoc,U of M - Hennepin - Xerxes - France - Southdale,8866.566666666668,3.576,968.94848484849,1.9216647899092116,2.3765426671440717,"Sep 2008
Gas Price: 3.576",8867,969
6,2008,10,271567,2008-10-01,CoreLoc,U of M - Hennepin - Xerxes - France - Southdale,8760.225806451614,2.714,873.9266862170143,1.8312799578547303,2.4855534807793465,"Oct 2008
Gas Price: 2.714",8760,874
6,2008,11,234751,2008-11-01,CoreLoc,U of M - Hennepin - Xerxes - France - Southdale,7825.033333333334,1.93225,408.34242424242984,1.3884157316260866,1.7650252734550596,"Nov 2008
Gas Price: 1.93225",7825,408
6,2008,12,230713,2008-12-01,CoreLoc,U of M - Hennepin - Xerxes - France - Southdale,7442.354838709677,1.6524,671.9002932551384,1.6391122462199474,1.6859973263349088,"Dec 2008
Gas Price: 1.6524",7442,672
6,2009,1,235633,2009-01-01,CoreLoc,U of M - Hennepin - Xerxes - France - Southdale,7601.064516129032,1.793,559.1397849462473,1.5318543353756766,1.7822869498691194,"Jan 2009
Gas Price: 1.793",7601,559
6,2009,2,235184,2009-02-01,CoreLoc,U of M - Hennepin - Xerxes - France - Southdale,8399.42857142857,1.89325,579.0024630541902,1.550747735109156,1.773499543168538,"Feb 2009
Gas Price: 1.89325",8399,579
6,2009,3,248930,2009-03-01,CoreLoc,U of M - Hennepin - Xerxes - France - Southdale,8030,1.9196,441.172043010758,1.4196432985793928,2.0425233572135086,"Mar 2009
Gas Price: 1.9196",8030,441
6,2009,4,245723,2009-04-01,CoreLoc,U of M - Hennepin - Xerxes - France - Southdale,8190.766666666666,1.994,543.0083333333396,1.5165100821008846,1.9797589623610263,"Apr 2009
Gas Price: 1.994",8191,543
6,2009,5,219922,2009-05-01,CoreLoc,U of M - Hennepin - Xerxes - France - Southdale,7094.258064516129,2.2495,131.50439882698447,1.1250871186778904,1.474805999595546,"May 2009
Gas Price: 2.2495",7094,132
6,2009,6,210986,2009-06-01,CoreLoc,U of M - Hennepin - Xerxes - France - Southdale,7032.866666666667,2.5704,198.0454545454604,1.188381038941047,1.2999189922984518,"Jun 2009
Gas Price: 2.5704",7033,198
6,2009,7,214732,2009-07-01,CoreLoc,U of M - Hennepin - Xerxes - France - Southdale,6926.8387096774195,2.39275,408.2140762463405,1.3882936468809213,1.3732321894039703,"Jul 2009
Gas Price: 2.39275",6927,408
6,2009,8,212209,2009-08-01,CoreLoc,U of M - Hennepin - Xerxes - France - Southdale,6845.451612903225,2.5168,5.627565982409578,1.0053529465188062,1.3238544007501467,"Aug 2009
Gas Price: 2.5168",6845,6
6,2009,9,239929,2009-09-01,CoreLoc,U of M - Hennepin - Xerxes - France - Southdale,7997.633333333333,2.425,100.0151515151556,1.09513451442505,1.866364230906308,"Sep 2009
Gas Price: 2.425",7998,100
6,2009,10,249184,2009-10-01,CoreLoc,U of M - Hennepin - Xerxes - France - Southdale,8038.193548387097,2.4875,151.8944281524973,1.144482135428941,2.0474944068837706,"Oct 2009
Gas Price: 2.4875",8038,152
6,2009,11,223129,2009-11-01,CoreLoc,U of M - Hennepin - Xerxes - France - Southdale,7437.633333333333,2.601,20.942424242429297,1.0199204553610517,1.5375703944480283,"Nov 2009
Gas Price: 2.601",7438,21
6,2009,12,211247,2009-12-01,CoreLoc,U of M - Hennepin - Xerxes - France - Southdale,6814.419354838709,2.51225,43.96480938417062,1.0418193716570918,1.3050270394005714,"Dec 2009
Gas Price: 2.51225",6814,44
6,2010,1,215705,2010-01-01,CoreLoc,U of M - Hennepin - Xerxes - France - Southdale,6958.225806451613,2.68625,-83.69892473117216,0.9203854971814616,1.3922748324321792,"Jan 2010
Gas Price: 2.68625",6958,-84
6,2010,2,220503,2010-02-01,CoreLoc,U of M - Hennepin - Xerxes - France - Southdale,7875.107142857143,2.60175,54.6810344827627,1.0520126559323215,1.4861767864397284,"Feb 2010
Gas Price: 2.60175",7875,55
6,2010,3,238284,2010-03-01,CoreLoc,U of M - Hennepin - Xerxes - France - Southdale,7686.580645161291,2.7596,97.75268817204868,1.0929824569788504,1.834169834419768,"Mar 2010
Gas Price: 2.7596",7687,98
6,2010,4,230041,2010-04-01,CoreLoc,U of M - Hennepin - Xerxes - France - Southdale,7668.033333333334,2.7969999999999997,20.275000000006912,1.019285600738962,1.6728455728765776,"Apr 2010
Gas Price: 2.797",7668,20
6,2010,5,206418,2010-05-01,CoreLoc,U of M - Hennepin - Xerxes - France - Southdale,6658.645161290323,2.7508,-304.1085043988214,0.7107316795482905,1.21051838248051,"May 2010
Gas Price: 2.7508",6659,-304
6,2010,6,201305,2010-06-01,CoreLoc,U of M - Hennepin - Xerxes - France - Southdale,6710.166666666667,2.673,-124.6545454545394,0.8814284688565697,1.110451544039368,"Jun 2010
Gas Price: 2.673",6710,-125
6,2010,7,201263,2010-07-01,CoreLoc,U of M - Hennepin - Xerxes - France - Southdale,6492.354838709677,2.685,-26.26979472140192,0.9750121443900596,1.1096295594482224,"Jul 2010
Gas Price: 2.685",6492,-26
6,2010,8,210726,2010-08-01,CoreLoc,U of M - Hennepin - Xerxes - France - Southdale,6797.612903225807,2.6814,-42.211143695009014,0.9598487169402232,1.294830516258026,"Aug 2010
Gas Price: 2.6814",6798,-42
6,2010,9,237756,2010-09-01,CoreLoc,U of M - Hennepin - Xerxes - France - Southdale,7925.2,2.74925,27.5818181818222,1.026235853667528,1.823836313845365,"Sep 2010
Gas Price: 2.74925",7925,28
6,2010,10,243583,2010-10-01,CoreLoc,U of M - Hennepin - Xerxes - France - Southdale,7857.516129032259,2.8445,-28.782991202339872,0.9726215893266844,1.937876890335984,"Oct 2010
Gas Price: 2.8445",7858,-29
6,2010,11,228043,2010-11-01,CoreLoc,U of M - Hennepin - Xerxes - France - Southdale,7601.433333333333,2.8066,184.74242424242948,1.175727182909355,1.6337425916120751,"Nov 2010
Gas Price: 2.8066",7601,185
6,2010,12,210768,2010-12-01,CoreLoc,U of M - Hennepin - Xerxes - France - Southdale,6798.967741935484,2.9617500000000003,28.513196480945226,1.0271217816583451,1.2956525008491715,"Dec 2010
Gas Price: 2.96175",6799,29
6,2011,1,228891,2011-01-01,CoreLoc,U of M - Hennepin - Xerxes - France - Southdale,7383.580645161291,3.1052,341.65591397850585,1.3249834548505168,1.650338851928541,"Jan 2011
Gas Price: 3.1052",7384,342
