OBJECTID_1,FID_District_Council_Merge,objectid,districtnu,planning_1,FID_TransitRoutes,route,route_oper,RouteClass,routedscrp,routesort,RoutePayLe,EffectiveD,PayLeaveDi,wk_ftrip,wk_ltrip,wk_span,wk_trip_fr,sat_ftrip,sat_ltrip,sat_span,sat_trip_f,sun_ftrip,sun_ltrip,sun_span,sun_trip_f,fri_ftrip,fri_ltrip,fri_span,fri_trip_f,hol_ftrip,hol_ltrip,hol_span,hol_trip_f,Shape_Leng,Shape_Length
94,23,6,,Calhoun Isles,34,4,M,CoreLoc,Johnson St - Lyndale Av - Penn Av - Southtown,4,0,2022-08-20,0,4:17:00 AM,1:49:00 AM,21:32,260,4:18:00 AM,1:48:00 AM,21:30,119,4:18:00 AM,1:48:00 AM,21:30,74, , , ,0, , , ,0,66488.60636,0.005562519747
95,26,9,,Southwest,34,4,M,CoreLoc,Johnson St - Lyndale Av - Penn Av - Southtown,4,0,2022-08-20,0,4:17:00 AM,1:49:00 AM,21:32,260,4:18:00 AM,1:48:00 AM,21:30,119,4:18:00 AM,1:48:00 AM,21:30,74, , , ,0, , , ,0,66488.60636,0.09016539641
96,3,20,15,Highland Park,45,46,M,SupportLoc,50St - 46St - 46St Sta - Highland Village,46,0,2022-08-20,0,6:25:00 AM,10:57:00 PM,16:32,128, , , ,0, , , ,0, , , ,0, , , ,0,36845.85737,0.04183633096
97,24,7,,Powderhorn,45,46,M,SupportLoc,50St - 46St - 46St Sta - Highland Village,46,0,2022-08-20,0,6:25:00 AM,10:57:00 PM,16:32,128, , , ,0, , , ,0, , , ,0, , , ,0,36845.85737,0.01735974704
98,26,9,,Southwest,45,46,M,SupportLoc,50St - 46St - 46St Sta - Highland Village,46,0,2022-08-20,0,6:25:00 AM,10:57:00 PM,16:32,128, , , ,0, , , ,0, , , ,0, , , ,0,36845.85737,0.06238395809
99,27,10,,Nokomis,45,46,M,SupportLoc,50St - 46St - 46St Sta - Highland Village,46,0,2022-08-20,0,6:25:00 AM,10:57:00 PM,16:32,128, , , ,0, , , ,0, , , ,0, , , ,0,36845.85737,0.0660715338
100,26,9,,Southwest,51,475,P,CommExpress,Express - Apple Valley - Eagan - Mpls - U of M,475,-1,2022-09-17,1,7:03:00 AM,6:58:00 PM,11:55,20, , , ,0, , , ,0, , , ,0, , , ,0,89217.97336,0.0001163161792
101,26,9,,Southwest,52,477,P,CommExpress,Express - Apple Valley - Mpls,477,-1,2022-09-17,1,5:33:00 AM,7:13:00 PM,13:40,32, , , ,0, , , ,0, , , ,0, , , ,0,74555.79075,0.0007408598549
102,8,25,3,West Side,55,484,P,CommExpress,Express - Rosemount - St Paul,484,-1,2022-05-21,1,6:32:00 AM,4:58:00 PM,10:26,4, , , ,0, , , ,0, , , ,0, , , ,0,68698.64953,0.04931290564
103,13,30,17,Downtown,55,484,P,CommExpress,Express - Rosemount - St Paul,484,-1,2022-05-21,1,6:32:00 AM,4:58:00 PM,10:26,4, , , ,0, , , ,0, , , ,0, , , ,0,68698.64953,0.00614409035
104,18,1,,Camden,62,5,M,CoreLoc,Brooklyn Ctr - Fremont - 26th Av - Chicago - MOA,5,0,2022-03-26,0,3:53:00 AM,1:49:00 AM,21:56,432,3:50:00 AM,1:48:00 AM,21:58,175,3:50:00 AM,1:37:00 AM,21:47,142, , , ,0, , , ,0,58282.58156,0.00613260727
105,20,3,,Near North,62,5,M,CoreLoc,Brooklyn Ctr - Fremont - 26th Av - Chicago - MOA,5,0,2022-03-26,0,3:53:00 AM,1:49:00 AM,21:56,432,3:50:00 AM,1:48:00 AM,21:58,175,3:50:00 AM,1:37:00 AM,21:47,142, , , ,0, , , ,0,58282.58156,0.03182509541
106,27,10,,Nokomis,62,5,M,CoreLoc,Brooklyn Ctr - Fremont - 26th Av - Chicago - MOA,5,0,2022-03-26,0,3:53:00 AM,1:49:00 AM,21:56,432,3:50:00 AM,1:48:00 AM,21:58,175,3:50:00 AM,1:37:00 AM,21:47,142, , , ,0, , , ,0,58282.58156,0.001583263139
107,28,11,,Phillips,62,5,M,CoreLoc,Brooklyn Ctr - Fremont - 26th Av - Chicago - MOA,5,0,2022-03-26,0,3:53:00 AM,1:49:00 AM,21:56,432,3:50:00 AM,1:48:00 AM,21:58,175,3:50:00 AM,1:37:00 AM,21:47,142, , , ,0, , , ,0,58282.58156,0.001567107314
108,3,20,15,Highland Park,69,54,M,CoreLoc,Ltd Stop - W 7 St - Airport - MOA - Maplewood Mall,54,0,2021-12-04,0,3:00:00 AM,12:53:00 AM,21:53,304,3:00:00 AM,12:54:00 AM,21:54,136,3:00:00 AM,1:04:00 AM,22:04,108, , , ,0, , , ,0,54784.61529,0.04543848063
109,4,21,4,Dayton's Bluff,69,54,M,CoreLoc,Ltd Stop - W 7 St - Airport - MOA - Maplewood Mall,54,0,2021-12-04,0,3:00:00 AM,12:53:00 AM,21:53,304,3:00:00 AM,12:54:00 AM,21:54,136,3:00:00 AM,1:04:00 AM,22:04,108, , , ,0, , , ,0,54784.61529,0.003941823161
110,12,29,9,West Seventh - Fort Road,69,54,M,CoreLoc,Ltd Stop - W 7 St - Airport - MOA - Maplewood Mall,54,0,2021-12-04,0,3:00:00 AM,12:53:00 AM,21:53,304,3:00:00 AM,12:54:00 AM,21:54,136,3:00:00 AM,1:04:00 AM,22:04,108, , , ,0, , , ,0,54784.61529,0.03638953639
111,14,31,5,Payne - Phalen,69,54,M,CoreLoc,Ltd Stop - W 7 St - Airport - MOA - Maplewood Mall,54,0,2021-12-04,0,3:00:00 AM,12:53:00 AM,21:53,304,3:00:00 AM,12:54:00 AM,21:54,136,3:00:00 AM,1:04:00 AM,22:04,108, , , ,0, , , ,0,54784.61529,0.009913596389
112,15,32,2,Greater East Side,69,54,M,CoreLoc,Ltd Stop - W 7 St - Airport - MOA - Maplewood Mall,54,0,2021-12-04,0,3:00:00 AM,12:53:00 AM,21:53,304,3:00:00 AM,12:54:00 AM,21:54,136,3:00:00 AM,1:04:00 AM,22:04,108, , , ,0, , , ,0,54784.61529,0.01297777862
113,26,9,,Southwest,74,578,M,CommExpress,Express - Edina - Southdale - Mpls,578,-1,2021-12-04,1,7:42:00 AM,5:44:00 PM,10:02,6, , , ,0, , , ,0, , , ,0, , , ,0,37984.37736,0.0006762133062
114,22,5,,University,75,6,M,CoreLoc,U of M - Hennepin - Xerxes - France - Southdale,6,0,2022-03-26,0,4:21:00 AM,1:44:00 AM,21:23,312,4:20:00 AM,1:45:00 AM,21:25,146,5:40:00 AM,1:44:00 AM,20:04,134, , , ,0, , , ,0,66283.18529,0.02028424251
115,23,6,,Calhoun Isles,75,6,M,CoreLoc,U of M - Hennepin - Xerxes - France - Southdale,6,0,2022-03-26,0,4:21:00 AM,1:44:00 AM,21:23,312,4:20:00 AM,1:45:00 AM,21:25,146,5:40:00 AM,1:44:00 AM,20:04,134, , , ,0, , , ,0,66283.18529,0.008960368913
116,26,9,,Southwest,75,6,M,CoreLoc,U of M - Hennepin - Xerxes - France - Southdale,6,0,2022-03-26,0,4:21:00 AM,1:44:00 AM,21:23,312,4:20:00 AM,1:45:00 AM,21:25,146,5:40:00 AM,1:44:00 AM,20:04,134, , , ,0, , , ,0,66283.18529,0.1829464043
117,4,21,4,Dayton's Bluff,77,61,M,CoreLoc,E Hennepin Av - Larpenteur Av - Arcade St,61,0,2022-08-20,0,4:47:00 AM,11:30:00 PM,18:43,141,6:31:00 AM,9:05:00 PM,14:34,27, , , ,0, , , ,0, , , ,0,50837.04398,0.0009098802052
118,6,23,10,Como Park,77,61,M,CoreLoc,E Hennepin Av - Larpenteur Av - Arcade St,61,0,2022-08-20,0,4:47:00 AM,11:30:00 PM,18:43,141,6:31:00 AM,9:05:00 PM,14:34,27, , , ,0, , , ,0, , , ,0,50837.04398,0.04105598765
119,7,24,6,North End,77,61,M,CoreLoc,E Hennepin Av - Larpenteur Av - Arcade St,61,0,2022-08-20,0,4:47:00 AM,11:30:00 PM,18:43,141,6:31:00 AM,9:05:00 PM,14:34,27, , , ,0, , , ,0, , , ,0,50837.04398,0.04841722151
120,14,31,5,Payne - Phalen,77,61,M,CoreLoc,E Hennepin Av - Larpenteur Av - Arcade St,61,0,2022-08-20,0,4:47:00 AM,11:30:00 PM,18:43,141,6:31:00 AM,9:05:00 PM,14:34,27, , , ,0, , , ,0, , , ,0,50837.04398,0.02321409187
121,21,4,,Central,77,61,M,CoreLoc,E Hennepin Av - Larpenteur Av - Arcade St,61,0,2022-08-20,0,4:47:00 AM,11:30:00 PM,18:43,141,6:31:00 AM,9:05:00 PM,14:34,27, , , ,0, , , ,0, , , ,0,50837.04398,0.00148383006
122,22,5,,University,77,61,M,CoreLoc,E Hennepin Av - Larpenteur Av - Arcade St,61,0,2022-08-20,0,4:47:00 AM,11:30:00 PM,18:43,141,6:31:00 AM,9:05:00 PM,14:34,27, , , ,0, , , ,0, , , ,0,50837.04398,0.03483566656
123,23,6,,Calhoun Isles,78,612,M,SuburbLoc,Uptown - Excelsior Blvd - Hopkins - Opus,612,0,2022-08-20,0,4:57:00 AM,12:37:00 AM,19:40,148,5:11:00 AM,12:57:00 AM,19:46,71,5:20:00 AM,11:51:00 PM,18:31,45, , , ,0, , , ,0,40038.36798,0.03486886179
124,7,24,6,North End,80,62,M,CoreLoc,Shoreview - Little Canada - Rice St - Signal Hills,62,0,2022-03-26,0,4:20:00 AM,1:47:00 AM,21:27,216,5:10:00 AM,1:43:00 AM,20:33,78,5:11:00 AM,1:41:00 AM,20:30,69, , , ,0, , , ,0,58215.6111,0.02308502097
125,8,25,3,West Side,80,62,M,CoreLoc,Shoreview - Little Canada - Rice St - Signal Hills,62,0,2022-03-26,0,4:20:00 AM,1:47:00 AM,21:27,216,5:10:00 AM,1:43:00 AM,20:33,78,5:11:00 AM,1:41:00 AM,20:30,69, , , ,0, , , ,0,58215.6111,0.05407996273
126,2,19,14,Macalester - Groveland,81,63,M,CoreLoc,Raymond Sta - Grand Av - Sunray,63,0,2022-06-11,0,4:23:00 AM,1:44:00 AM,21:21,274,4:39:00 AM,1:44:00 AM,21:05,119,4:37:00 AM,1:42:00 AM,21:05,96, , , ,0, , , ,0,36580.63123,0.07550837459
127,4,21,4,Dayton's Bluff,81,63,M,CoreLoc,Raymond Sta - Grand Av - Sunray,63,0,2022-06-11,0,4:23:00 AM,1:44:00 AM,21:21,274,4:39:00 AM,1:44:00 AM,21:05,119,4:37:00 AM,1:42:00 AM,21:05,96, , , ,0, , , ,0,36580.63123,0.05699686065
128,5,22,12,Saint Anthony Park,81,63,M,CoreLoc,Raymond Sta - Grand Av - Sunray,63,0,2022-06-11,0,4:23:00 AM,1:44:00 AM,21:21,274,4:39:00 AM,1:44:00 AM,21:05,119,4:37:00 AM,1:42:00 AM,21:05,96, , , ,0, , , ,0,36580.63123,0.01410752356
129,9,26,16,Summit Hill,81,63,M,CoreLoc,Raymond Sta - Grand Av - Sunray,63,0,2022-06-11,0,4:23:00 AM,1:44:00 AM,21:21,274,4:39:00 AM,1:44:00 AM,21:05,119,4:37:00 AM,1:42:00 AM,21:05,96, , , ,0, , , ,0,36580.63123,0.05449577319
130,12,29,9,West Seventh - Fort Road,81,63,M,CoreLoc,Raymond Sta - Grand Av - Sunray,63,0,2022-06-11,0,4:23:00 AM,1:44:00 AM,21:21,274,4:39:00 AM,1:44:00 AM,21:05,119,4:37:00 AM,1:42:00 AM,21:05,96, , , ,0, , , ,0,36580.63123,0.01172160846
131,16,33,1,Battle Creek - Conway - Eastview - Highwood Hills,81,63,M,CoreLoc,Raymond Sta - Grand Av - Sunray,63,0,2022-06-11,0,4:23:00 AM,1:44:00 AM,21:21,274,4:39:00 AM,1:44:00 AM,21:05,119,4:37:00 AM,1:42:00 AM,21:05,96, , , ,0, , , ,0,36580.63123,0.05655243642
132,17,34,13,Union Park,81,63,M,CoreLoc,Raymond Sta - Grand Av - Sunray,63,0,2022-06-11,0,4:23:00 AM,1:44:00 AM,21:21,274,4:39:00 AM,1:44:00 AM,21:05,119,4:37:00 AM,1:42:00 AM,21:05,96, , , ,0, , , ,0,36580.63123,0.0173547923
133,4,21,4,Dayton's Bluff,82,64,M,CoreLoc,Payne - Maryland - White Bear Av - Maplewood Mall,64,0,2022-03-26,0,3:30:00 AM,1:43:00 AM,22:13,290,3:32:00 AM,1:42:00 AM,22:10,133,3:32:00 AM,1:43:00 AM,22:11,92, , , ,0, , , ,0,50688.8744,0.005807395754
134,14,31,5,Payne - Phalen,82,64,M,CoreLoc,Payne - Maryland - White Bear Av - Maplewood Mall,64,0,2022-03-26,0,3:30:00 AM,1:43:00 AM,22:13,290,3:32:00 AM,1:42:00 AM,22:10,133,3:32:00 AM,1:43:00 AM,22:11,92, , , ,0, , , ,0,50688.8744,0.07942373791
135,15,32,2,Greater East Side,82,64,M,CoreLoc,Payne - Maryland - White Bear Av - Maplewood Mall,64,0,2022-03-26,0,3:30:00 AM,1:43:00 AM,22:13,290,3:32:00 AM,1:42:00 AM,22:10,133,3:32:00 AM,1:43:00 AM,22:11,92, , , ,0, , , ,0,50688.8744,0.04690380308
136,23,6,,Calhoun Isles,83,645,M,SuburbLoc,Ltd Stop - Mound - Wayzata - Ridgedale - Mpls,645,-1,2021-12-04,3,5:21:00 AM,10:07:00 PM,16:46,90,6:16:00 AM,10:06:00 PM,15:50,30,8:16:00 AM,8:07:00 PM,11:51,22, , , ,0, , , ,0,75436.78752,0.0708332089
137,6,23,10,Como Park,84,65,M,SupportLoc,Dale St - Co Rd B - Rosedale,65,0,2020-09-12,0,4:51:00 AM,12:23:00 AM,19:32,154,4:43:00 AM,12:17:00 AM,19:34,79,4:44:00 AM,12:19:00 AM,19:35,77, , , ,0, , , ,0,25551.34585,0.0416339172
138,7,24,6,North End,84,65,M,SupportLoc,Dale St - Co Rd B - Rosedale,65,0,2020-09-12,0,4:51:00 AM,12:23:00 AM,19:32,154,4:43:00 AM,12:17:00 AM,19:34,79,4:44:00 AM,12:19:00 AM,19:35,77, , , ,0, , , ,0,25551.34585,0.007987537742
139,9,26,16,Summit Hill,84,65,M,SupportLoc,Dale St - Co Rd B - Rosedale,65,0,2020-09-12,0,4:51:00 AM,12:23:00 AM,19:32,154,4:43:00 AM,12:17:00 AM,19:34,79,4:44:00 AM,12:19:00 AM,19:35,77, , , ,0, , , ,0,25551.34585,0.00703560791
140,10,27,8,Summit - University,84,65,M,SupportLoc,Dale St - Co Rd B - Rosedale,65,0,2020-09-12,0,4:51:00 AM,12:23:00 AM,19:32,154,4:43:00 AM,12:17:00 AM,19:34,79,4:44:00 AM,12:19:00 AM,19:35,77, , , ,0, , , ,0,25551.34585,0.02549342133
141,11,28,7,Frogtown,84,65,M,SupportLoc,Dale St - Co Rd B - Rosedale,65,0,2020-09-12,0,4:51:00 AM,12:23:00 AM,19:32,154,4:43:00 AM,12:17:00 AM,19:34,79,4:44:00 AM,12:19:00 AM,19:35,77, , , ,0, , , ,0,25551.34585,0.01537312457
142,12,29,9,West Seventh - Fort Road,84,65,M,SupportLoc,Dale St - Co Rd B - Rosedale,65,0,2020-09-12,0,4:51:00 AM,12:23:00 AM,19:32,154,4:43:00 AM,12:17:00 AM,19:34,79,4:44:00 AM,12:19:00 AM,19:35,77, , , ,0, , , ,0,25551.34585,0.003213079181
143,21,4,,Central,85,667,M,CommExpress,Express - Minnetonka - St Louis Park - Mpls,667,-1,2021-03-13,3,6:49:00 AM,5:35:00 PM,10:46,10, , , ,0, , , ,0, , , ,0, , , ,0,53745.86878,0.003172121164
144,1,18,11,Hamline - Midway,86,67,P,CoreLoc,W Minnehaha Av - Raymond Sta - Franklin Av,67,0,2022-03-26,0,5:58:00 AM,10:13:00 PM,16:15,60,7:48:00 AM,9:00:00 PM,13:12,51,7:44:00 AM,8:56:00 PM,13:12,48, , , ,0, , , ,0,30473.14818,0.0716170251
145,5,22,12,Saint Anthony Park,86,67,P,CoreLoc,W Minnehaha Av - Raymond Sta - Franklin Av,67,0,2022-03-26,0,5:58:00 AM,10:13:00 PM,16:15,60,7:48:00 AM,9:00:00 PM,13:12,51,7:44:00 AM,8:56:00 PM,13:12,48, , , ,0, , , ,0,30473.14818,0.0144516121
146,11,28,7,Frogtown,86,67,P,CoreLoc,W Minnehaha Av - Raymond Sta - Franklin Av,67,0,2022-03-26,0,5:58:00 AM,10:13:00 PM,16:15,60,7:48:00 AM,9:00:00 PM,13:12,51,7:44:00 AM,8:56:00 PM,13:12,48, , , ,0, , , ,0,30473.14818,0.07592640636
147,17,34,13,Union Park,86,67,P,CoreLoc,W Minnehaha Av - Raymond Sta - Franklin Av,67,0,2022-03-26,0,5:58:00 AM,10:13:00 PM,16:15,60,7:48:00 AM,9:00:00 PM,13:12,51,7:44:00 AM,8:56:00 PM,13:12,48, , , ,0, , , ,0,30473.14818,0.002551031018
148,22,5,,University,86,67,P,CoreLoc,W Minnehaha Av - Raymond Sta - Franklin Av,67,0,2022-03-26,0,5:58:00 AM,10:13:00 PM,16:15,60,7:48:00 AM,9:00:00 PM,13:12,51,7:44:00 AM,8:56:00 PM,13:12,48, , , ,0, , , ,0,30473.14818,0.02730449435
149,25,8,,LongFellow,86,67,P,CoreLoc,W Minnehaha Av - Raymond Sta - Franklin Av,67,0,2022-03-26,0,5:58:00 AM,10:13:00 PM,16:15,60,7:48:00 AM,9:00:00 PM,13:12,51,7:44:00 AM,8:56:00 PM,13:12,48, , , ,0, , , ,0,30473.14818,0.01457640539
150,28,11,,Phillips,86,67,P,CoreLoc,W Minnehaha Av - Raymond Sta - Franklin Av,67,0,2022-03-26,0,5:58:00 AM,10:13:00 PM,16:15,60,7:48:00 AM,9:00:00 PM,13:12,51,7:44:00 AM,8:56:00 PM,13:12,48, , , ,0, , , ,0,30473.14818,0.003397778258
151,21,4,,Central,87,673,M,CommExpress,Express - Co Rd 73 P&R - Mpls,673,-1,2022-08-20,3,6:35:00 AM,5:59:00 PM,11:24,12, , , ,0, , , ,0, , , ,0, , , ,0,36366.7289,0.001166601388
152,7,24,6,North End,88,68,M,CoreLoc,Jackson St - Robert St - W St Paul - Inver Hills,68,0,2021-03-13,0,4:25:00 AM,1:50:00 AM,21:25,212,4:17:00 AM,1:43:00 AM,21:26,90,4:25:00 AM,1:41:00 AM,21:16,86, , , ,0, , , ,0,70734.97441,0.07907929852
153,8,25,3,West Side,88,68,M,CoreLoc,Jackson St - Robert St - W St Paul - Inver Hills,68,0,2021-03-13,0,4:25:00 AM,1:50:00 AM,21:25,212,4:17:00 AM,1:43:00 AM,21:26,90,4:25:00 AM,1:41:00 AM,21:16,86, , , ,0, , , ,0,70734.97441,0.01815033462
154,11,28,7,Frogtown,88,68,M,CoreLoc,Jackson St - Robert St - W St Paul - Inver Hills,68,0,2021-03-13,0,4:25:00 AM,1:50:00 AM,21:25,212,4:17:00 AM,1:43:00 AM,21:26,90,4:25:00 AM,1:41:00 AM,21:16,86, , , ,0, , , ,0,70734.97441,0.02618521756
155,13,30,17,Downtown,88,68,M,CoreLoc,Jackson St - Robert St - W St Paul - Inver Hills,68,0,2021-03-13,0,4:25:00 AM,1:50:00 AM,21:25,212,4:17:00 AM,1:43:00 AM,21:26,90,4:25:00 AM,1:41:00 AM,21:16,86, , , ,0, , , ,0,70734.97441,0.00005195825749
156,21,4,,Central,89,695,P,CommExpress,SW Transit - Express - Chaska - Chanhassen - Mpls,695,-1,2017-04-01,3,6:25:00 AM,6:17:00 PM,11:52,8, , , ,0, , , ,0, , , ,0, , , ,0,91287.38028,0.01654558617
157,26,9,,Southwest,89,695,P,CommExpress,SW Transit - Express - Chaska - Chanhassen - Mpls,695,-1,2017-04-01,3,6:25:00 AM,6:17:00 PM,11:52,8, , , ,0, , , ,0, , , ,0, , , ,0,91287.38028,0.0001418908792
158,21,4,,Central,90,698,P,CommExpress,SW Transit - Express - Chaska - Chanhassen - Mpls,698,-1,2020-09-12,3,5:30:00 AM,7:26:00 PM,13:56,36, , , ,0, , , ,0, , , ,0, , , ,0,113727.8235,0.001462191363
159,20,3,,Near North,91,7,M,CoreLoc,Plymouth-27Av-Minnehaha-46St Sta-34Av S-66st/Cedar,7,0,2022-08-20,0,4:40:00 AM,11:49:00 PM,19:09,140,5:11:00 AM,11:48:00 PM,18:37,68,6:19:00 AM,11:48:00 PM,17:29,63, , , ,0, , , ,0,49275.12657,0.062473148
160,21,4,,Central,91,7,M,CoreLoc,Plymouth-27Av-Minnehaha-46St Sta-34Av S-66st/Cedar,7,0,2022-08-20,0,4:40:00 AM,11:49:00 PM,19:09,140,5:11:00 AM,11:48:00 PM,18:37,68,6:19:00 AM,11:48:00 PM,17:29,63, , , ,0, , , ,0,49275.12657,0.03773977457
161,25,8,,LongFellow,91,7,M,CoreLoc,Plymouth-27Av-Minnehaha-46St Sta-34Av S-66st/Cedar,7,0,2022-08-20,0,4:40:00 AM,11:49:00 PM,19:09,140,5:11:00 AM,11:48:00 PM,18:37,68,6:19:00 AM,11:48:00 PM,17:29,63, , , ,0, , , ,0,49275.12657,0.07996354396
162,27,10,,Nokomis,91,7,M,CoreLoc,Plymouth-27Av-Minnehaha-46St Sta-34Av S-66st/Cedar,7,0,2022-08-20,0,4:40:00 AM,11:49:00 PM,19:09,140,5:11:00 AM,11:48:00 PM,18:37,68,6:19:00 AM,11:48:00 PM,17:29,63, , , ,0, , , ,0,49275.12657,0.1177432604
163,4,21,4,Dayton's Bluff,92,70,M,CoreLoc,Burns Av - Sunray,70,0,2021-12-04,0,4:25:00 AM,10:12:00 PM,17:47,70,8:49:00 AM,7:12:00 PM,10:23,21,8:59:00 AM,6:56:00 PM,09:57,20, , , ,0, , , ,0,17505.79756,0.05884328205
164,16,33,1,Battle Creek - Conway - Eastview - Highwood Hills,92,70,M,CoreLoc,Burns Av - Sunray,70,0,2021-12-04,0,4:25:00 AM,10:12:00 PM,17:47,70,8:49:00 AM,7:12:00 PM,10:23,21,8:59:00 AM,6:56:00 PM,09:57,20, , , ,0, , , ,0,17505.79756,0.06941288329
165,7,24,6,North End,94,71,M,CoreLoc,Little Canada - Westminster- Concord - Inver Hills,71,0,2021-12-04,0,4:33:00 AM,12:34:00 AM,20:01,210,6:18:00 AM,12:32:00 AM,18:14,97,7:33:00 AM,11:23:00 PM,15:50,32, , , ,0, , , ,0,67119.77748,0.004580001323
166,8,25,3,West Side,94,71,M,CoreLoc,Little Canada - Westminster- Concord - Inver Hills,71,0,2021-12-04,0,4:33:00 AM,12:34:00 AM,20:01,210,6:18:00 AM,12:32:00 AM,18:14,97,7:33:00 AM,11:23:00 PM,15:50,32, , , ,0, , , ,0,67119.77748,0.08286517603
167,11,28,7,Frogtown,94,71,M,CoreLoc,Little Canada - Westminster- Concord - Inver Hills,71,0,2021-12-04,0,4:33:00 AM,12:34:00 AM,20:01,210,6:18:00 AM,12:32:00 AM,18:14,97,7:33:00 AM,11:23:00 PM,15:50,32, , , ,0, , , ,0,67119.77748,0.01225997303
168,13,30,17,Downtown,94,71,M,CoreLoc,Little Canada - Westminster- Concord - Inver Hills,71,0,2021-12-04,0,4:33:00 AM,12:34:00 AM,20:01,210,6:18:00 AM,12:32:00 AM,18:14,97,7:33:00 AM,11:23:00 PM,15:50,32, , , ,0, , , ,0,67119.77748,0.005749826217
169,14,31,5,Payne - Phalen,94,71,M,CoreLoc,Little Canada - Westminster- Concord - Inver Hills,71,0,2021-12-04,0,4:33:00 AM,12:34:00 AM,20:01,210,6:18:00 AM,12:32:00 AM,18:14,97,7:33:00 AM,11:23:00 PM,15:50,32, , , ,0, , , ,0,67119.77748,0.09646513133
170,18,1,,Camden,97,721,M,SuburbLoc,Ltd Stop - Brooklyn Center - Henn Tech - Mpls,721,0,2022-03-26,0,5:30:00 AM,10:28:00 PM,16:58,108,7:30:00 AM,6:25:00 PM,10:55,44,7:30:00 AM,6:23:00 PM,10:53,44, , , ,0, , , ,0,43531.48456,0.03258711292
171,21,4,,Central,97,721,M,SuburbLoc,Ltd Stop - Brooklyn Center - Henn Tech - Mpls,721,0,2022-03-26,0,5:30:00 AM,10:28:00 PM,16:58,108,7:30:00 AM,6:25:00 PM,10:55,44,7:30:00 AM,6:23:00 PM,10:53,44, , , ,0, , , ,0,43531.48456,0.005520966775
172,2,19,14,Macalester - Groveland,101,74,M,CoreLoc,46th St - Randolph - W 7th St - E 7th St - Sunray,74,0,2022-08-20,0,3:27:00 AM,1:42:00 AM,22:15,217,3:33:00 AM,1:36:00 AM,22:03,75,3:33:00 AM,1:36:00 AM,22:03,75, , , ,0, , , ,0,56317.08062,0.07081920114
173,3,20,15,Highland Park,101,74,M,CoreLoc,46th St - Randolph - W 7th St - E 7th St - Sunray,74,0,2022-08-20,0,3:27:00 AM,1:42:00 AM,22:15,217,3:33:00 AM,1:36:00 AM,22:03,75,3:33:00 AM,1:36:00 AM,22:03,75, , , ,0, , , ,0,56317.08062,0.001781271748
174,4,21,4,Dayton's Bluff,101,74,M,CoreLoc,46th St - Randolph - W 7th St - E 7th St - Sunray,74,0,2022-08-20,0,3:27:00 AM,1:42:00 AM,22:15,217,3:33:00 AM,1:36:00 AM,22:03,75,3:33:00 AM,1:36:00 AM,22:03,75, , , ,0, , , ,0,56317.08062,0.05246741471
175,12,29,9,West Seventh - Fort Road,101,74,M,CoreLoc,46th St - Randolph - W 7th St - E 7th St - Sunray,74,0,2022-08-20,0,3:27:00 AM,1:42:00 AM,22:15,217,3:33:00 AM,1:36:00 AM,22:03,75,3:33:00 AM,1:36:00 AM,22:03,75, , , ,0, , , ,0,56317.08062,0.04834796917
176,14,31,5,Payne - Phalen,101,74,M,CoreLoc,46th St - Randolph - W 7th St - E 7th St - Sunray,74,0,2022-08-20,0,3:27:00 AM,1:42:00 AM,22:15,217,3:33:00 AM,1:36:00 AM,22:03,75,3:33:00 AM,1:36:00 AM,22:03,75, , , ,0, , , ,0,56317.08062,0.005637123967
177,15,32,2,Greater East Side,101,74,M,CoreLoc,46th St - Randolph - W 7th St - E 7th St - Sunray,74,0,2022-08-20,0,3:27:00 AM,1:42:00 AM,22:15,217,3:33:00 AM,1:36:00 AM,22:03,75,3:33:00 AM,1:36:00 AM,22:03,75, , , ,0, , , ,0,56317.08062,0.1280516425
178,16,33,1,Battle Creek - Conway - Eastview - Highwood Hills,101,74,M,CoreLoc,46th St - Randolph - W 7th St - E 7th St - Sunray,74,0,2022-08-20,0,3:27:00 AM,1:42:00 AM,22:15,217,3:33:00 AM,1:36:00 AM,22:03,75,3:33:00 AM,1:36:00 AM,22:03,75, , , ,0, , , ,0,56317.08062,0.01441254206
179,27,10,,Nokomis,101,74,M,CoreLoc,46th St - Randolph - W 7th St - E 7th St - Sunray,74,0,2022-08-20,0,3:27:00 AM,1:42:00 AM,22:15,217,3:33:00 AM,1:36:00 AM,22:03,75,3:33:00 AM,1:36:00 AM,22:03,75, , , ,0, , , ,0,56317.08062,0.0002284376858
180,8,25,3,West Side,103,75,M,CoreLoc,Stryker - Robert - Lake Cove Apts,75,0,2022-03-26,0,5:43:00 AM,9:12:00 PM,15:29,78, , , ,0, , , ,0, , , ,0, , , ,0,24787.30329,0.02658758267
181,20,3,,Near North,104,755,M,CommExpress,Ltd Stop - Hwy 55 - Golden Valley Rd - Winnetka Av,755,-1,2022-08-20,4,5:06:00 AM,6:00:00 PM,12:54,36, , , ,0, , , ,0, , , ,0, , , ,0,58165.68192,0.02170193028
182,21,4,,Central,104,755,M,CommExpress,Ltd Stop - Hwy 55 - Golden Valley Rd - Winnetka Av,755,-1,2022-08-20,4,5:06:00 AM,6:00:00 PM,12:54,36, , , ,0, , , ,0, , , ,0, , , ,0,58165.68192,0.0007295211962
