Route,year,month,riders,date,wd,wd2,RouteClass,RRoute,dscp,NumOfWdays,avg_riders,gas_price,n
2,2014,1,141502,2014-01-01,22,31,CoreLoc,2,Franklin Av - Riverside Av - U of M - 8th St SE,31,4564.580645161291,3.218,44
2,2014,2,178819,2014-02-01,20,28,CoreLoc,2,Franklin Av - Riverside Av - U of M - 8th St SE,28,6386.392857142857,3.29025,44
2,2014,3,175133,2014-03-01,21,31,CoreLoc,2,Franklin Av - Riverside Av - U of M - 8th St SE,31,5649.451612903225,3.5058,44
2,2014,4,178273,2014-04-01,22,30,CoreLoc,2,Franklin Av - Riverside Av - U of M - 8th St SE,30,5942.433333333333,3.51675,44
2,2014,5,147049,2014-05-01,21,31,CoreLoc,2,Franklin Av - Riverside Av - U of M - 8th St SE,31,4743.5161290322585,3.49525,44
2,2014,6,116952,2014-06-01,21,30,CoreLoc,2,Franklin Av - Riverside Av - U of M - 8th St SE,30,3898.4,3.5444,44
2,2014,7,118553,2014-07-01,22,31,CoreLoc,2,Franklin Av - Riverside Av - U of M - 8th St SE,31,3824.2903225806454,3.4505,44
2,2014,8,122807,2014-08-01,21,31,CoreLoc,2,Franklin Av - Riverside Av - U of M - 8th St SE,31,3961.516129032258,3.33725,44
2,2014,9,169944,2014-09-01,21,30,CoreLoc,2,Franklin Av - Riverside Av - U of M - 8th St SE,30,5664.8,3.2638000000000003,44
2,2014,10,176832,2014-10-01,23,31,CoreLoc,2,Franklin Av - Riverside Av - U of M - 8th St SE,31,5704.258064516129,3.0495,44
2,2014,11,159012,2014-11-01,18,30,CoreLoc,2,Franklin Av - Riverside Av - U of M - 8th St SE,30,5300.4,2.85825,44
2,2014,12,145168,2014-12-01,20,31,CoreLoc,2,Franklin Av - Riverside Av - U of M - 8th St SE,31,4682.8387096774195,2.407,44
2,2015,1,144747,2015-01-01,21,31,CoreLoc,2,Franklin Av - Riverside Av - U of M - 8th St SE,31,4669.258064516129,1.9565000000000001,44
2,2015,2,165660,2015-02-01,20,28,CoreLoc,2,Franklin Av - Riverside Av - U of M - 8th St SE,28,5916.428571428572,2.156,44
2,2015,3,165562,2015-03-01,22,31,CoreLoc,2,Franklin Av - Riverside Av - U of M - 8th St SE,31,5340.709677419355,2.3806,44
2,2015,4,163867,2015-04-01,22,30,CoreLoc,2,Franklin Av - Riverside Av - U of M - 8th St SE,30,5462.233333333334,2.30925,44
2,2015,5,124814,2015-05-01,20,31,CoreLoc,2,Franklin Av - Riverside Av - U of M - 8th St SE,31,4026.2580645161293,2.541,44
2,2015,6,103740,2015-06-01,22,30,CoreLoc,2,Franklin Av - Riverside Av - U of M - 8th St SE,30,3458,2.6498,44
2,2015,7,117457,2015-07-01,22,31,CoreLoc,2,Franklin Av - Riverside Av - U of M - 8th St SE,31,3788.935483870968,2.6855,44
2,2015,8,117939,2015-08-01,21,31,CoreLoc,2,Franklin Av - Riverside Av - U of M - 8th St SE,31,3804.483870967742,2.5606,44
2,2015,9,155604,2015-09-01,21,30,CoreLoc,2,Franklin Av - Riverside Av - U of M - 8th St SE,30,5186.8,2.286,44
2,2015,10,160946,2015-10-01,22,31,CoreLoc,2,Franklin Av - Riverside Av - U of M - 8th St SE,31,5191.806451612903,2.38875,44
2,2015,11,146455,2015-11-01,19,30,CoreLoc,2,Franklin Av - Riverside Av - U of M - 8th St SE,30,4881.833333333333,2.1304,44
2,2015,12,141262,2015-12-01,21,31,CoreLoc,2,Franklin Av - Riverside Av - U of M - 8th St SE,31,4556.8387096774195,1.8845,44
2,2016,1,131467,2016-01-01,20,31,CoreLoc,2,Franklin Av - Riverside Av - U of M - 8th St SE,31,4240.870967741936,1.7545,44
2,2016,2,152141,2016-02-01,21,29,CoreLoc,2,Franklin Av - Riverside Av - U of M - 8th St SE,29,5246.241379310345,1.6052,44
2,2016,3,148422,2016-03-01,23,31,CoreLoc,2,Franklin Av - Riverside Av - U of M - 8th St SE,31,4787.806451612903,1.95075,44
2,2016,4,147461,2016-04-01,21,30,CoreLoc,2,Franklin Av - Riverside Av - U of M - 8th St SE,30,4915.366666666667,1.9625,44
2,2016,5,123424,2016-05-01,21,31,CoreLoc,2,Franklin Av - Riverside Av - U of M - 8th St SE,31,3981.4193548387098,2.1708000000000003,44
2,2016,6,112004,2016-06-01,22,30,CoreLoc,2,Franklin Av - Riverside Av - U of M - 8th St SE,30,3733.4666666666667,2.25325,44
2,2016,7,107016,2016-07-01,20,31,CoreLoc,2,Franklin Av - Riverside Av - U of M - 8th St SE,31,3452.1290322580644,2.1165,44
2,2016,8,119312,2016-08-01,23,31,CoreLoc,2,Franklin Av - Riverside Av - U of M - 8th St SE,31,3848.7741935483873,2.1438,44
2,2016,9,160638,2016-09-01,21,30,CoreLoc,2,Franklin Av - Riverside Av - U of M - 8th St SE,30,5354.6,2.1715,44
2,2016,10,169671,2016-10-01,21,31,CoreLoc,2,Franklin Av - Riverside Av - U of M - 8th St SE,31,5473.258064516129,2.1396,44
2,2016,11,162467,2016-11-01,20,30,CoreLoc,2,Franklin Av - Riverside Av - U of M - 8th St SE,30,5415.566666666667,1.99075,44
2,2016,12,143751,2016-12-01,21,31,CoreLoc,2,Franklin Av - Riverside Av - U of M - 8th St SE,31,4637.129032258064,2.107,44
2,2017,1,155196,2017-01-01,22,31,CoreLoc,2,Franklin Av - Riverside Av - U of M - 8th St SE,31,5006.322580645161,2.3032,44
2,2017,2,166878,2017-02-01,20,28,CoreLoc,2,Franklin Av - Riverside Av - U of M - 8th St SE,28,5959.928571428572,2.25975,44
2,2017,3,178155,2017-03-01,23,31,CoreLoc,2,Franklin Av - Riverside Av - U of M - 8th St SE,31,5746.935483870968,2.253,44
2,2017,4,165646,2017-04-01,20,30,CoreLoc,2,Franklin Av - Riverside Av - U of M - 8th St SE,30,5521.533333333334,2.30075,44
2,2017,5,148363,2017-05-01,22,31,CoreLoc,2,Franklin Av - Riverside Av - U of M - 8th St SE,31,4785.903225806452,2.2923999999999998,44
2,2017,6,132668,2017-06-01,22,30,CoreLoc,2,Franklin Av - Riverside Av - U of M - 8th St SE,30,4422.266666666666,2.2595,44
2,2017,7,127448,2017-07-01,20,31,CoreLoc,2,Franklin Av - Riverside Av - U of M - 8th St SE,31,4111.225806451613,2.2282,44
2,2017,8,130978,2017-08-01,23,31,CoreLoc,2,Franklin Av - Riverside Av - U of M - 8th St SE,31,4225.096774193548,2.299,44
3,2008,1,199270,2008-01-01,NA,31,CoreLoc,3,U of M - Como Av - Energy Park Dr - Maryland Av,31,6428.064516129032,2.9155,136
3,2008,2,263232,2008-02-01,NA,29,CoreLoc,3,U of M - Como Av - Energy Park Dr - Maryland Av,29,9076.965517241379,2.94725,136
3,2008,3,239211,2008-03-01,NA,31,CoreLoc,3,U of M - Como Av - Energy Park Dr - Maryland Av,31,7716.4838709677415,3.067,136
3,2008,4,260893,2008-04-01,NA,30,CoreLoc,3,U of M - Como Av - Energy Park Dr - Maryland Av,30,8696.433333333332,3.3272500000000003,136
3,2008,5,206002,2008-05-01,NA,31,CoreLoc,3,U of M - Como Av - Energy Park Dr - Maryland Av,31,6645.225806451613,3.644,136
3,2008,6,174044,2008-06-01,NA,30,CoreLoc,3,U of M - Como Av - Energy Park Dr - Maryland Av,30,5801.466666666666,3.9021999999999997,136
3,2008,7,183289,2008-07-01,NA,31,CoreLoc,3,U of M - Como Av - Energy Park Dr - Maryland Av,31,5912.548387096775,3.861,136
3,2008,8,183072,2008-08-01,NA,31,CoreLoc,3,U of M - Como Av - Energy Park Dr - Maryland Av,31,5905.548387096775,3.61525,136
3,2008,9,262076,2008-09-01,NA,30,CoreLoc,3,U of M - Como Av - Energy Park Dr - Maryland Av,30,8735.866666666667,3.576,136
3,2008,10,277347,2008-10-01,NA,31,CoreLoc,3,U of M - Como Av - Energy Park Dr - Maryland Av,31,8946.677419354839,2.714,136
3,2008,11,227815,2008-11-01,NA,30,CoreLoc,3,U of M - Como Av - Energy Park Dr - Maryland Av,30,7593.833333333333,1.93225,136
3,2008,12,197216,2008-12-01,NA,31,CoreLoc,3,U of M - Como Av - Energy Park Dr - Maryland Av,31,6361.806451612903,1.6523999999999999,136
3,2009,1,196820,2009-01-01,NA,31,CoreLoc,3,U of M - Como Av - Energy Park Dr - Maryland Av,31,6349.032258064516,1.7930000000000001,136
3,2009,2,253923,2009-02-01,NA,28,CoreLoc,3,U of M - Como Av - Energy Park Dr - Maryland Av,28,9068.67857142857,1.89325,136
3,2009,3,245694,2009-03-01,NA,31,CoreLoc,3,U of M - Como Av - Energy Park Dr - Maryland Av,31,7925.612903225807,1.9196,136
3,2009,4,253736,2009-04-01,NA,30,CoreLoc,3,U of M - Como Av - Energy Park Dr - Maryland Av,30,8457.866666666667,1.994,136
3,2009,5,180422,2009-05-01,NA,31,CoreLoc,3,U of M - Como Av - Energy Park Dr - Maryland Av,31,5820.064516129032,2.2495,136
3,2009,6,150343,2009-06-01,NA,30,CoreLoc,3,U of M - Como Av - Energy Park Dr - Maryland Av,30,5011.433333333333,2.5704,136
3,2009,7,152536,2009-07-01,NA,31,CoreLoc,3,U of M - Como Av - Energy Park Dr - Maryland Av,31,4920.5161290322585,2.39275,136
3,2009,8,149764,2009-08-01,NA,31,CoreLoc,3,U of M - Como Av - Energy Park Dr - Maryland Av,31,4831.096774193548,2.5168,136
3,2009,9,234925,2009-09-01,NA,30,CoreLoc,3,U of M - Como Av - Energy Park Dr - Maryland Av,30,7830.833333333333,2.425,136
3,2009,10,273440,2009-10-01,NA,31,CoreLoc,3,U of M - Como Av - Energy Park Dr - Maryland Av,31,8820.645161290322,2.4875,136
3,2009,11,240902,2009-11-01,NA,30,CoreLoc,3,U of M - Como Av - Energy Park Dr - Maryland Av,30,8030.066666666667,2.601,136
3,2009,12,220091,2009-12-01,NA,31,CoreLoc,3,U of M - Como Av - Energy Park Dr - Maryland Av,31,7099.709677419355,2.51225,136
3,2010,1,194957,2010-01-01,NA,31,CoreLoc,3,U of M - Como Av - Energy Park Dr - Maryland Av,31,6288.935483870968,2.68625,136
3,2010,2,260001,2010-02-01,NA,28,CoreLoc,3,U of M - Como Av - Energy Park Dr - Maryland Av,28,9285.75,2.60175,136
3,2010,3,253014,2010-03-01,NA,31,CoreLoc,3,U of M - Como Av - Energy Park Dr - Maryland Av,31,8161.741935483871,2.7596,136
3,2010,4,255026,2010-04-01,NA,30,CoreLoc,3,U of M - Como Av - Energy Park Dr - Maryland Av,30,8500.866666666667,2.7969999999999997,136
3,2010,5,182614,2010-05-01,NA,31,CoreLoc,3,U of M - Como Av - Energy Park Dr - Maryland Av,31,5890.774193548387,2.7508,136
3,2010,6,148960,2010-06-01,NA,30,CoreLoc,3,U of M - Como Av - Energy Park Dr - Maryland Av,30,4965.333333333333,2.673,136
3,2010,7,145505,2010-07-01,NA,31,CoreLoc,3,U of M - Como Av - Energy Park Dr - Maryland Av,31,4693.709677419355,2.685,136
3,2010,8,150917,2010-08-01,NA,31,CoreLoc,3,U of M - Como Av - Energy Park Dr - Maryland Av,31,4868.290322580645,2.6814,136
3,2010,9,233492,2010-09-01,NA,30,CoreLoc,3,U of M - Como Av - Energy Park Dr - Maryland Av,30,7783.066666666667,2.74925,136
3,2010,10,243424,2010-10-01,NA,31,CoreLoc,3,U of M - Como Av - Energy Park Dr - Maryland Av,31,7852.387096774193,2.8445,136
3,2010,11,236815,2010-11-01,NA,30,CoreLoc,3,U of M - Como Av - Energy Park Dr - Maryland Av,30,7893.833333333333,2.8066,136
3,2010,12,205345,2010-12-01,NA,31,CoreLoc,3,U of M - Como Av - Energy Park Dr - Maryland Av,31,6624.032258064516,2.9617500000000003,136
3,2011,1,204128,2011-01-01,NA,31,CoreLoc,3,U of M - Como Av - Energy Park Dr - Maryland Av,31,6584.774193548387,3.1052,136
3,2011,2,249654,2011-02-01,NA,28,CoreLoc,3,U of M - Como Av - Energy Park Dr - Maryland Av,28,8916.214285714286,3.2225,136
3,2011,3,263678,2011-03-01,NA,31,CoreLoc,3,U of M - Como Av - Energy Park Dr - Maryland Av,31,8505.741935483871,3.52075,136
3,2011,4,259616,2011-04-01,NA,30,CoreLoc,3,U of M - Como Av - Energy Park Dr - Maryland Av,30,8653.866666666667,3.777,136
3,2011,5,197036,2011-05-01,NA,31,CoreLoc,3,U of M - Como Av - Energy Park Dr - Maryland Av,31,6356,3.8584,136
3,2011,6,176058,2011-06-01,NA,30,CoreLoc,3,U of M - Como Av - Energy Park Dr - Maryland Av,30,5868.6,3.63225,136
3,2011,7,165497,2011-07-01,NA,31,CoreLoc,3,U of M - Como Av - Energy Park Dr - Maryland Av,31,5338.612903225807,3.6895000000000002,136
3,2011,8,189078,2011-08-01,NA,31,CoreLoc,3,U of M - Como Av - Energy Park Dr - Maryland Av,31,6099.290322580645,3.685,136
3,2011,9,270518,2011-09-01,NA,30,CoreLoc,3,U of M - Como Av - Energy Park Dr - Maryland Av,30,9017.266666666666,3.6872499999999997,136
3,2011,10,276272,2011-10-01,NA,31,CoreLoc,3,U of M - Como Av - Energy Park Dr - Maryland Av,31,8912,3.4696,136
3,2011,11,261515,2011-11-01,NA,30,CoreLoc,3,U of M - Como Av - Energy Park Dr - Maryland Av,30,8717.166666666666,3.3015,136
3,2011,12,227172,2011-12-01,NA,31,CoreLoc,3,U of M - Como Av - Energy Park Dr - Maryland Av,31,7328.129032258064,3.191,136
3,2012,1,226439,2012-01-01,NA,31,CoreLoc,3,U of M - Como Av - Energy Park Dr - Maryland Av,31,7304.4838709677415,3.2588,136
3,2012,2,273577,2012-02-01,NA,29,CoreLoc,3,U of M - Como Av - Energy Park Dr - Maryland Av,29,9433.689655172413,3.4365,136
3,2012,3,256415,2012-03-01,NA,31,CoreLoc,3,U of M - Como Av - Energy Park Dr - Maryland Av,31,8271.451612903225,3.66625,136
3,2012,4,259274,2012-04-01,NA,30,CoreLoc,3,U of M - Como Av - Energy Park Dr - Maryland Av,30,8642.466666666667,3.7172,136
3,2012,5,202670,2012-05-01,NA,31,CoreLoc,3,U of M - Como Av - Energy Park Dr - Maryland Av,31,6537.741935483871,3.6005,136
3,2012,6,172354,2012-06-01,NA,30,CoreLoc,3,U of M - Como Av - Energy Park Dr - Maryland Av,30,5745.133333333333,3.5495,136
3,2012,7,170818,2012-07-01,NA,31,CoreLoc,3,U of M - Como Av - Energy Park Dr - Maryland Av,31,5510.258064516129,3.516,136
3,2012,8,185904,2012-08-01,NA,31,CoreLoc,3,U of M - Como Av - Energy Park Dr - Maryland Av,31,5996.903225806452,3.71,136
3,2012,9,262362,2012-09-01,NA,30,CoreLoc,3,U of M - Como Av - Energy Park Dr - Maryland Av,30,8745.4,3.847,136
3,2012,10,301104,2012-10-01,NA,31,CoreLoc,3,U of M - Como Av - Energy Park Dr - Maryland Av,31,9713.032258064517,3.6326,136
3,2012,11,265012,2012-11-01,NA,30,CoreLoc,3,U of M - Como Av - Energy Park Dr - Maryland Av,30,8833.733333333334,3.2567500000000003,136
3,2012,12,212982,2012-12-01,NA,31,CoreLoc,3,U of M - Como Av - Energy Park Dr - Maryland Av,31,6870.387096774193,3.14,136
3,2013,1,212155,2013-01-01,NA,31,CoreLoc,3,U of M - Como Av - Energy Park Dr - Maryland Av,31,6843.709677419355,3.0932500000000003,136
3,2013,2,265398,2013-02-01,NA,28,CoreLoc,3,U of M - Como Av - Energy Park Dr - Maryland Av,28,9478.5,3.655,136
3,2013,3,247221,2013-03-01,NA,31,CoreLoc,3,U of M - Como Av - Energy Park Dr - Maryland Av,31,7974.870967741936,3.621,136
3,2013,4,277311,2013-04-01,NA,30,CoreLoc,3,U of M - Como Av - Energy Park Dr - Maryland Av,30,9243.7,3.4984,136
3,2013,5,208694,2013-05-01,NA,31,CoreLoc,3,U of M - Como Av - Energy Park Dr - Maryland Av,31,6732.064516129032,3.943,136
3,2013,6,162861,2013-06-01,NA,30,CoreLoc,3,U of M - Como Av - Energy Park Dr - Maryland Av,30,5428.7,3.679,136
3,2013,7,173569,2013-07-01,NA,31,CoreLoc,3,U of M - Como Av - Energy Park Dr - Maryland Av,31,5599,3.5124,136
3,2013,8,184318,2013-08-01,NA,31,CoreLoc,3,U of M - Como Av - Energy Park Dr - Maryland Av,31,5945.741935483871,3.523,136
3,2013,9,260665,2013-09-01,NA,30,CoreLoc,3,U of M - Como Av - Energy Park Dr - Maryland Av,30,8688.833333333334,3.487,136
3,2013,10,291138,2013-10-01,NA,31,CoreLoc,3,U of M - Como Av - Energy Park Dr - Maryland Av,31,9391.548387096775,3.2555,136
3,2013,11,249843,2013-11-01,NA,30,CoreLoc,3,U of M - Como Av - Energy Park Dr - Maryland Av,30,8328.1,3.0785,136
3,2013,12,211315,2013-12-01,NA,31,CoreLoc,3,U of M - Como Av - Energy Park Dr - Maryland Av,31,6816.612903225807,3.0528,136
3,2014,1,198514,2014-01-01,22,31,CoreLoc,3,U of M - Como Av - Energy Park Dr - Maryland Av,31,6403.677419354839,3.218,136
3,2014,2,262299,2014-02-01,20,28,CoreLoc,3,U of M - Como Av - Energy Park Dr - Maryland Av,28,9367.82142857143,3.29025,136
3,2014,3,254038,2014-03-01,21,31,CoreLoc,3,U of M - Como Av - Energy Park Dr - Maryland Av,31,8194.774193548386,3.5058,136
3,2014,4,272578,2014-04-01,22,30,CoreLoc,3,U of M - Como Av - Energy Park Dr - Maryland Av,30,9085.933333333332,3.51675,136
3,2014,5,217668,2014-05-01,21,31,CoreLoc,3,U of M - Como Av - Energy Park Dr - Maryland Av,31,7021.548387096775,3.49525,136
3,2014,6,166824,2014-06-01,21,30,CoreLoc,3,U of M - Como Av - Energy Park Dr - Maryland Av,30,5560.8,3.5444,136
3,2014,7,164068,2014-07-01,22,31,CoreLoc,3,U of M - Como Av - Energy Park Dr - Maryland Av,31,5292.5161290322585,3.4505,136
3,2014,8,165931,2014-08-01,21,31,CoreLoc,3,U of M - Como Av - Energy Park Dr - Maryland Av,31,5352.612903225807,3.33725,136
3,2014,9,239261,2014-09-01,21,30,CoreLoc,3,U of M - Como Av - Energy Park Dr - Maryland Av,30,7975.366666666667,3.2638000000000003,136
3,2014,10,250965,2014-10-01,23,31,CoreLoc,3,U of M - Como Av - Energy Park Dr - Maryland Av,31,8095.645161290323,3.0495,136
3,2014,11,212628,2014-11-01,18,30,CoreLoc,3,U of M - Como Av - Energy Park Dr - Maryland Av,30,7087.6,2.85825,136
3,2014,12,190682,2014-12-01,20,31,CoreLoc,3,U of M - Como Av - Energy Park Dr - Maryland Av,31,6151.032258064516,2.407,136
3,2015,1,184759,2015-01-01,21,31,CoreLoc,3,U of M - Como Av - Energy Park Dr - Maryland Av,31,5959.967741935484,1.9565000000000001,136
3,2015,2,221436,2015-02-01,20,28,CoreLoc,3,U of M - Como Av - Energy Park Dr - Maryland Av,28,7908.428571428572,2.156,136
3,2015,3,217236,2015-03-01,22,31,CoreLoc,3,U of M - Como Av - Energy Park Dr - Maryland Av,31,7007.612903225807,2.3806,136
3,2015,4,223916,2015-04-01,22,30,CoreLoc,3,U of M - Como Av - Energy Park Dr - Maryland Av,30,7463.866666666667,2.30925,136
3,2015,5,161648,2015-05-01,20,31,CoreLoc,3,U of M - Como Av - Energy Park Dr - Maryland Av,31,5214.451612903225,2.541,136
3,2015,6,134374,2015-06-01,22,30,CoreLoc,3,U of M - Como Av - Energy Park Dr - Maryland Av,30,4479.133333333333,2.6498,136
3,2015,7,144881,2015-07-01,22,31,CoreLoc,3,U of M - Como Av - Energy Park Dr - Maryland Av,31,4673.580645161291,2.6855,136
3,2015,8,144040,2015-08-01,21,31,CoreLoc,3,U of M - Como Av - Energy Park Dr - Maryland Av,31,4646.451612903225,2.5606,136
3,2015,9,204546,2015-09-01,21,30,CoreLoc,3,U of M - Como Av - Energy Park Dr - Maryland Av,30,6818.2,2.286,136
3,2015,10,217091,2015-10-01,22,31,CoreLoc,3,U of M - Como Av - Energy Park Dr - Maryland Av,31,7002.935483870968,2.38875,136
3,2015,11,191175,2015-11-01,19,30,CoreLoc,3,U of M - Como Av - Energy Park Dr - Maryland Av,30,6372.5,2.1304,136
3,2015,12,180675,2015-12-01,21,31,CoreLoc,3,U of M - Como Av - Energy Park Dr - Maryland Av,31,5828.225806451613,1.8845,136
3,2016,1,168083,2016-01-01,20,31,CoreLoc,3,U of M - Como Av - Energy Park Dr - Maryland Av,31,5422.032258064516,1.7545,136
3,2016,2,209921,2016-02-01,21,29,CoreLoc,3,U of M - Como Av - Energy Park Dr - Maryland Av,29,7238.6551724137935,1.6052,136
3,2016,3,197456,2016-03-01,23,31,CoreLoc,3,U of M - Como Av - Energy Park Dr - Maryland Av,31,6369.548387096775,1.95075,136
3,2016,4,197032,2016-04-01,21,30,CoreLoc,3,U of M - Como Av - Energy Park Dr - Maryland Av,30,6567.733333333334,1.9625,136
3,2016,5,155142,2016-05-01,21,31,CoreLoc,3,U of M - Como Av - Energy Park Dr - Maryland Av,31,5004.580645161291,2.1708000000000003,136
3,2016,6,138071,2016-06-01,22,30,CoreLoc,3,U of M - Como Av - Energy Park Dr - Maryland Av,30,4602.366666666667,2.25325,136
3,2016,7,127969,2016-07-01,20,31,CoreLoc,3,U of M - Como Av - Energy Park Dr - Maryland Av,31,4128.032258064516,2.1165,136
3,2016,8,144913,2016-08-01,23,31,CoreLoc,3,U of M - Como Av - Energy Park Dr - Maryland Av,31,4674.612903225807,2.1438,136
3,2016,9,189182,2016-09-01,21,30,CoreLoc,3,U of M - Como Av - Energy Park Dr - Maryland Av,30,6306.066666666667,2.1715,136
3,2016,10,189385,2016-10-01,21,31,CoreLoc,3,U of M - Como Av - Energy Park Dr - Maryland Av,31,6109.193548387097,2.1396,136
3,2016,11,177382,2016-11-01,20,30,CoreLoc,3,U of M - Como Av - Energy Park Dr - Maryland Av,30,5912.733333333334,1.99075,136
3,2016,12,152368,2016-12-01,21,31,CoreLoc,3,U of M - Como Av - Energy Park Dr - Maryland Av,31,4915.096774193548,2.107,136
3,2017,1,161226,2017-01-01,22,31,CoreLoc,3,U of M - Como Av - Energy Park Dr - Maryland Av,31,5200.8387096774195,2.3032,136
3,2017,2,178279,2017-02-01,20,28,CoreLoc,3,U of M - Como Av - Energy Park Dr - Maryland Av,28,6367.107142857143,2.25975,136
3,2017,3,184547,2017-03-01,23,31,CoreLoc,3,U of M - Como Av - Energy Park Dr - Maryland Av,31,5953.129032258064,2.253,136
3,2017,4,178226,2017-04-01,20,30,CoreLoc,3,U of M - Como Av - Energy Park Dr - Maryland Av,30,5940.866666666667,2.30075,136
3,2017,5,152327,2017-05-01,22,31,CoreLoc,3,U of M - Como Av - Energy Park Dr - Maryland Av,31,4913.774193548387,2.2923999999999998,136
3,2017,6,141259,2017-06-01,22,30,CoreLoc,3,U of M - Como Av - Energy Park Dr - Maryland Av,30,4708.633333333333,2.2595,136
3,2017,7,127152,2017-07-01,20,31,CoreLoc,3,U of M - Como Av - Energy Park Dr - Maryland Av,31,4101.677419354839,2.2282,136
3,2017,8,138953,2017-08-01,23,31,CoreLoc,3,U of M - Como Av - Energy Park Dr - Maryland Av,31,4482.354838709677,2.299,136
3,2017,9,172713,2017-09-01,NA,30,CoreLoc,3,U of M - Como Av - Energy Park Dr - Maryland Av,30,5757.1,2.46325,136
3,2017,10,179577,2017-10-01,NA,31,CoreLoc,3,U of M - Como Av - Energy Park Dr - Maryland Av,31,5792.806451612903,2.391,136
3,2017,11,168225,2017-11-01,NA,30,CoreLoc,3,U of M - Como Av - Energy Park Dr - Maryland Av,30,5607.5,2.49375,136
3,2017,12,135493,2017-12-01,NA,31,CoreLoc,3,U of M - Como Av - Energy Park Dr - Maryland Av,31,4370.741935483871,2.3979999999999997,136
3,2018,1,149219,2018-01-01,NA,31,CoreLoc,3,U of M - Como Av - Energy Park Dr - Maryland Av,31,4813.5161290322585,2.4696000000000002,136
3,2018,2,165091,2018-02-01,NA,28,CoreLoc,3,U of M - Como Av - Energy Park Dr - Maryland Av,28,5896.107142857143,2.53925,136
3,2018,3,164290,2018-03-01,NA,31,CoreLoc,3,U of M - Como Av - Energy Park Dr - Maryland Av,31,5299.677419354839,2.48475,136
3,2018,4,170262,2018-04-01,NA,30,CoreLoc,3,U of M - Como Av - Energy Park Dr - Maryland Av,30,5675.4,2.5234,136
3,2018,5,138838,2018-05-01,NA,31,CoreLoc,3,U of M - Como Av - Energy Park Dr - Maryland Av,31,4478.645161290323,2.74625,136
3,2018,6,123738,2018-06-01,NA,30,CoreLoc,3,U of M - Como Av - Energy Park Dr - Maryland Av,30,4124.6,2.78375,136
3,2018,7,117396,2018-07-01,NA,31,CoreLoc,3,U of M - Como Av - Energy Park Dr - Maryland Av,31,3786.967741935484,2.7542,136
3,2018,8,127669,2018-08-01,NA,31,CoreLoc,3,U of M - Como Av - Energy Park Dr - Maryland Av,31,4118.354838709677,2.75,136
3,2018,9,152775,2018-09-01,NA,30,CoreLoc,3,U of M - Como Av - Energy Park Dr - Maryland Av,30,5092.5,2.738,136
3,2018,10,176152,2018-10-01,NA,31,CoreLoc,3,U of M - Como Av - Energy Park Dr - Maryland Av,31,5682.322580645161,2.7838,136
3,2018,11,156865,2018-11-01,NA,30,CoreLoc,3,U of M - Como Av - Energy Park Dr - Maryland Av,30,5228.833333333333,2.5455,136
3,2018,12,130277,2018-12-01,NA,31,CoreLoc,3,U of M - Como Av - Energy Park Dr - Maryland Av,31,4202.4838709677415,2.2134,136
3,2019,1,120859,2019-01-01,NA,31,CoreLoc,3,U of M - Como Av - Energy Park Dr - Maryland Av,31,3898.6774193548385,2.0355,136
3,2019,2,156054,2019-02-01,NA,28,CoreLoc,3,U of M - Como Av - Energy Park Dr - Maryland Av,28,5573.357142857143,2.14425,136
3,2019,3,154587,2019-03-01,NA,31,CoreLoc,3,U of M - Como Av - Energy Park Dr - Maryland Av,31,4986.677419354839,2.44525,136
3,2019,4,162661,2019-04-01,NA,30,CoreLoc,3,U of M - Como Av - Energy Park Dr - Maryland Av,30,5422.033333333334,2.6806,136
4,2008,1,164552,2008-01-01,NA,31,CoreLoc,4,Johnson St - Lyndale Av - Penn Av - Southtown,31,5308.129032258064,2.9155,136
4,2008,2,164544,2008-02-01,NA,29,CoreLoc,4,Johnson St - Lyndale Av - Penn Av - Southtown,29,5673.931034482759,2.94725,136
4,2008,3,171368,2008-03-01,NA,31,CoreLoc,4,Johnson St - Lyndale Av - Penn Av - Southtown,31,5528,3.067,136
4,2008,4,176352,2008-04-01,NA,30,CoreLoc,4,Johnson St - Lyndale Av - Penn Av - Southtown,30,5878.4,3.3272500000000003,136
4,2008,5,176306,2008-05-01,NA,31,CoreLoc,4,Johnson St - Lyndale Av - Penn Av - Southtown,31,5687.290322580645,3.644,136
4,2008,6,170112,2008-06-01,NA,30,CoreLoc,4,Johnson St - Lyndale Av - Penn Av - Southtown,30,5670.4,3.9021999999999997,136
4,2008,7,174246,2008-07-01,NA,31,CoreLoc,4,Johnson St - Lyndale Av - Penn Av - Southtown,31,5620.8387096774195,3.861,136
4,2008,8,174812,2008-08-01,NA,31,CoreLoc,4,Johnson St - Lyndale Av - Penn Av - Southtown,31,5639.096774193548,3.61525,136
4,2008,9,184276,2008-09-01,NA,30,CoreLoc,4,Johnson St - Lyndale Av - Penn Av - Southtown,30,6142.533333333334,3.576,136
4,2008,10,188138,2008-10-01,NA,31,CoreLoc,4,Johnson St - Lyndale Av - Penn Av - Southtown,31,6068.967741935484,2.714,136
4,2008,11,159268,2008-11-01,NA,30,CoreLoc,4,Johnson St - Lyndale Av - Penn Av - Southtown,30,5308.933333333333,1.93225,136
4,2008,12,157056,2008-12-01,NA,31,CoreLoc,4,Johnson St - Lyndale Av - Penn Av - Southtown,31,5066.322580645161,1.6523999999999999,136
