Route,year,month,riders,date,wd,wd2,RouteClass,RRoute,dscp,NumOfWdays,avg_riders,gas_price,n
10,2010,4,205069,2010-04-01,NA,30,CoreLoc,10,Central Av - University Av - Northtown,30,6835.633333333333,2.7969999999999997,136
10,2010,5,195275,2010-05-01,NA,31,CoreLoc,10,Central Av - University Av - Northtown,31,6299.193548387097,2.7508,136
10,2010,6,194904,2010-06-01,NA,30,CoreLoc,10,Central Av - University Av - Northtown,30,6496.8,2.673,136
10,2010,7,205789,2010-07-01,NA,31,CoreLoc,10,Central Av - University Av - Northtown,31,6638.354838709677,2.685,136
10,2010,8,207344,2010-08-01,NA,31,CoreLoc,10,Central Av - University Av - Northtown,31,6688.5161290322585,2.6814,136
10,2010,9,209786,2010-09-01,NA,30,CoreLoc,10,Central Av - University Av - Northtown,30,6992.866666666667,2.74925,136
10,2010,10,219614,2010-10-01,NA,31,CoreLoc,10,Central Av - University Av - Northtown,31,7084.322580645161,2.8445,136
10,2010,11,201234,2010-11-01,NA,30,CoreLoc,10,Central Av - University Av - Northtown,30,6707.8,2.8066,136
10,2010,12,190681,2010-12-01,NA,31,CoreLoc,10,Central Av - University Av - Northtown,31,6151,2.9617500000000003,136
10,2011,1,189458,2011-01-01,NA,31,CoreLoc,10,Central Av - University Av - Northtown,31,6111.548387096775,3.1052,136
10,2011,2,187342,2011-02-01,NA,28,CoreLoc,10,Central Av - University Av - Northtown,28,6690.785714285715,3.2225,136
10,2011,3,220558,2011-03-01,NA,31,CoreLoc,10,Central Av - University Av - Northtown,31,7114.774193548387,3.52075,136
10,2011,4,203174,2011-04-01,NA,30,CoreLoc,10,Central Av - University Av - Northtown,30,6772.466666666666,3.777,136
10,2011,5,214458,2011-05-01,NA,31,CoreLoc,10,Central Av - University Av - Northtown,31,6918,3.8584,136
10,2011,6,219611,2011-06-01,NA,30,CoreLoc,10,Central Av - University Av - Northtown,30,7320.366666666667,3.63225,136
10,2011,7,215249,2011-07-01,NA,31,CoreLoc,10,Central Av - University Av - Northtown,31,6943.5161290322585,3.6895000000000002,136
10,2011,8,235061,2011-08-01,NA,31,CoreLoc,10,Central Av - University Av - Northtown,31,7582.612903225807,3.685,136
10,2011,9,229147,2011-09-01,NA,30,CoreLoc,10,Central Av - University Av - Northtown,30,7638.233333333334,3.6872499999999997,136
10,2011,10,232576,2011-10-01,NA,31,CoreLoc,10,Central Av - University Av - Northtown,31,7502.451612903225,3.4696,136
10,2011,11,216943,2011-11-01,NA,30,CoreLoc,10,Central Av - University Av - Northtown,30,7231.433333333333,3.3015,136
10,2011,12,218737,2011-12-01,NA,31,CoreLoc,10,Central Av - University Av - Northtown,31,7056.032258064516,3.191,136
10,2012,1,208301,2012-01-01,NA,31,CoreLoc,10,Central Av - University Av - Northtown,31,6719.387096774193,3.2588,136
10,2012,2,210864,2012-02-01,NA,29,CoreLoc,10,Central Av - University Av - Northtown,29,7271.172413793103,3.4365,136
10,2012,3,234690,2012-03-01,NA,31,CoreLoc,10,Central Av - University Av - Northtown,31,7570.645161290323,3.66625,136
10,2012,4,221028,2012-04-01,NA,30,CoreLoc,10,Central Av - University Av - Northtown,30,7367.6,3.7172,136
10,2012,5,233789,2012-05-01,NA,31,CoreLoc,10,Central Av - University Av - Northtown,31,7541.580645161291,3.6005,136
10,2012,6,228156,2012-06-01,NA,30,CoreLoc,10,Central Av - University Av - Northtown,30,7605.2,3.5495,136
10,2012,7,227339,2012-07-01,NA,31,CoreLoc,10,Central Av - University Av - Northtown,31,7333.5161290322585,3.516,136
10,2012,8,244664,2012-08-01,NA,31,CoreLoc,10,Central Av - University Av - Northtown,31,7892.387096774193,3.71,136
10,2012,9,235673,2012-09-01,NA,30,CoreLoc,10,Central Av - University Av - Northtown,30,7855.766666666666,3.847,136
10,2012,10,248843,2012-10-01,NA,31,CoreLoc,10,Central Av - University Av - Northtown,31,8027.193548387097,3.6326,136
10,2012,11,222291,2012-11-01,NA,30,CoreLoc,10,Central Av - University Av - Northtown,30,7409.7,3.2567500000000003,136
10,2012,12,210485,2012-12-01,NA,31,CoreLoc,10,Central Av - University Av - Northtown,31,6789.8387096774195,3.14,136
10,2013,1,209578,2013-01-01,NA,31,CoreLoc,10,Central Av - University Av - Northtown,31,6760.580645161291,3.0932500000000003,136
10,2013,2,199511,2013-02-01,NA,28,CoreLoc,10,Central Av - University Av - Northtown,28,7125.392857142857,3.655,136
10,2013,3,225067,2013-03-01,NA,31,CoreLoc,10,Central Av - University Av - Northtown,31,7260.225806451613,3.621,136
10,2013,4,226494,2013-04-01,NA,30,CoreLoc,10,Central Av - University Av - Northtown,30,7549.8,3.4984,136
10,2013,5,229179,2013-05-01,NA,31,CoreLoc,10,Central Av - University Av - Northtown,31,7392.870967741936,3.943,136
10,2013,6,223396,2013-06-01,NA,30,CoreLoc,10,Central Av - University Av - Northtown,30,7446.533333333334,3.679,136
10,2013,7,232341,2013-07-01,NA,31,CoreLoc,10,Central Av - University Av - Northtown,31,7494.870967741936,3.5124,136
10,2013,8,235700,2013-08-01,NA,31,CoreLoc,10,Central Av - University Av - Northtown,31,7603.225806451613,3.523,136
10,2013,9,236741,2013-09-01,NA,30,CoreLoc,10,Central Av - University Av - Northtown,30,7891.366666666667,3.487,136
10,2013,10,249139,2013-10-01,NA,31,CoreLoc,10,Central Av - University Av - Northtown,31,8036.741935483871,3.2555,136
10,2013,11,215329,2013-11-01,NA,30,CoreLoc,10,Central Av - University Av - Northtown,30,7177.633333333333,3.0785,136
10,2013,12,208920,2013-12-01,NA,31,CoreLoc,10,Central Av - University Av - Northtown,31,6739.354838709677,3.0528,136
10,2014,1,197238,2014-01-01,22,31,CoreLoc,10,Central Av - University Av - Northtown,31,6362.5161290322585,3.218,136
10,2014,2,197029,2014-02-01,20,28,CoreLoc,10,Central Av - University Av - Northtown,28,7036.75,3.29025,136
10,2014,3,225403,2014-03-01,21,31,CoreLoc,10,Central Av - University Av - Northtown,31,7271.064516129032,3.5058,136
10,2014,4,229532,2014-04-01,22,30,CoreLoc,10,Central Av - University Av - Northtown,30,7651.066666666667,3.51675,136
10,2014,5,236152,2014-05-01,21,31,CoreLoc,10,Central Av - University Av - Northtown,31,7617.806451612903,3.49525,136
10,2014,6,220889,2014-06-01,21,30,CoreLoc,10,Central Av - University Av - Northtown,30,7362.966666666666,3.5444,136
10,2014,7,220972,2014-07-01,22,31,CoreLoc,10,Central Av - University Av - Northtown,31,7128.129032258064,3.4505,136
10,2014,8,225236,2014-08-01,21,31,CoreLoc,10,Central Av - University Av - Northtown,31,7265.677419354839,3.33725,136
10,2014,9,230853,2014-09-01,21,30,CoreLoc,10,Central Av - University Av - Northtown,30,7695.1,3.2638000000000003,136
10,2014,10,240525,2014-10-01,23,31,CoreLoc,10,Central Av - University Av - Northtown,31,7758.870967741936,3.0495,136
10,2014,11,201198,2014-11-01,18,30,CoreLoc,10,Central Av - University Av - Northtown,30,6706.6,2.85825,136
10,2014,12,209633,2014-12-01,20,31,CoreLoc,10,Central Av - University Av - Northtown,31,6762.354838709677,2.407,136
10,2015,1,203783,2015-01-01,21,31,CoreLoc,10,Central Av - University Av - Northtown,31,6573.645161290323,1.9565000000000001,136
10,2015,2,189558,2015-02-01,20,28,CoreLoc,10,Central Av - University Av - Northtown,28,6769.928571428572,2.156,136
10,2015,3,217422,2015-03-01,22,31,CoreLoc,10,Central Av - University Av - Northtown,31,7013.612903225807,2.3806,136
10,2015,4,217450,2015-04-01,22,30,CoreLoc,10,Central Av - University Av - Northtown,30,7248.333333333333,2.30925,136
10,2015,5,219139,2015-05-01,20,31,CoreLoc,10,Central Av - University Av - Northtown,31,7069,2.541,136
10,2015,6,218298,2015-06-01,22,30,CoreLoc,10,Central Av - University Av - Northtown,30,7276.6,2.6498,136
10,2015,7,182039,2015-07-01,22,31,CoreLoc,10,Central Av - University Av - Northtown,31,5872.225806451613,2.6855,136
10,2015,8,177868,2015-08-01,21,31,CoreLoc,10,Central Av - University Av - Northtown,31,5737.677419354839,2.5606,136
10,2015,9,185183,2015-09-01,21,30,CoreLoc,10,Central Av - University Av - Northtown,30,6172.766666666666,2.286,136
10,2015,10,189706,2015-10-01,22,31,CoreLoc,10,Central Av - University Av - Northtown,31,6119.548387096775,2.38875,136
10,2015,11,172105,2015-11-01,19,30,CoreLoc,10,Central Av - University Av - Northtown,30,5736.833333333333,2.1304,136
10,2015,12,175496,2015-12-01,21,31,CoreLoc,10,Central Av - University Av - Northtown,31,5661.1612903225805,1.8845,136
10,2016,1,166292,2016-01-01,20,31,CoreLoc,10,Central Av - University Av - Northtown,31,5364.258064516129,1.7545,136
10,2016,2,168848,2016-02-01,21,29,CoreLoc,10,Central Av - University Av - Northtown,29,5822.3448275862065,1.6052,136
10,2016,3,185168,2016-03-01,23,31,CoreLoc,10,Central Av - University Av - Northtown,31,5973.1612903225805,1.95075,136
10,2016,4,179240,2016-04-01,21,30,CoreLoc,10,Central Av - University Av - Northtown,30,5974.666666666667,1.9625,136
10,2016,5,186288,2016-05-01,21,31,CoreLoc,10,Central Av - University Av - Northtown,31,6009.290322580645,2.1708000000000003,136
10,2016,6,183959,2016-06-01,22,30,CoreLoc,10,Central Av - University Av - Northtown,30,6131.966666666666,2.25325,136
10,2016,7,177236,2016-07-01,20,31,CoreLoc,10,Central Av - University Av - Northtown,31,5717.290322580645,2.1165,136
10,2016,8,189219,2016-08-01,23,31,CoreLoc,10,Central Av - University Av - Northtown,31,6103.8387096774195,2.1438,136
10,2016,9,193212,2016-09-01,21,30,CoreLoc,10,Central Av - University Av - Northtown,30,6440.4,2.1715,136
10,2016,10,190458,2016-10-01,21,31,CoreLoc,10,Central Av - University Av - Northtown,31,6143.806451612903,2.1396,136
10,2016,11,178568,2016-11-01,20,30,CoreLoc,10,Central Av - University Av - Northtown,30,5952.266666666666,1.99075,136
10,2016,12,163607,2016-12-01,21,31,CoreLoc,10,Central Av - University Av - Northtown,31,5277.645161290323,2.107,136
10,2017,1,166369,2017-01-01,22,31,CoreLoc,10,Central Av - University Av - Northtown,31,5366.741935483871,2.3032,136
10,2017,2,165591,2017-02-01,20,28,CoreLoc,10,Central Av - University Av - Northtown,28,5913.964285714285,2.25975,136
10,2017,3,187558,2017-03-01,23,31,CoreLoc,10,Central Av - University Av - Northtown,31,6050.258064516129,2.253,136
10,2017,4,180303,2017-04-01,20,30,CoreLoc,10,Central Av - University Av - Northtown,30,6010.1,2.30075,136
10,2017,5,187267,2017-05-01,22,31,CoreLoc,10,Central Av - University Av - Northtown,31,6040.870967741936,2.2923999999999998,136
10,2017,6,180173,2017-06-01,22,30,CoreLoc,10,Central Av - University Av - Northtown,30,6005.766666666666,2.2595,136
10,2017,7,172144,2017-07-01,20,31,CoreLoc,10,Central Av - University Av - Northtown,31,5553.032258064516,2.2282,136
10,2017,8,182181,2017-08-01,23,31,CoreLoc,10,Central Av - University Av - Northtown,31,5876.806451612903,2.299,136
10,2017,9,176609,2017-09-01,NA,30,CoreLoc,10,Central Av - University Av - Northtown,30,5886.966666666666,2.46325,136
10,2017,10,177370,2017-10-01,NA,31,CoreLoc,10,Central Av - University Av - Northtown,31,5721.612903225807,2.391,136
10,2017,11,156877,2017-11-01,NA,30,CoreLoc,10,Central Av - University Av - Northtown,30,5229.233333333334,2.49375,136
10,2017,12,148961,2017-12-01,NA,31,CoreLoc,10,Central Av - University Av - Northtown,31,4805.193548387097,2.3979999999999997,136
10,2018,1,152708,2018-01-01,NA,31,CoreLoc,10,Central Av - University Av - Northtown,31,4926.064516129032,2.4696000000000002,136
10,2018,2,144694,2018-02-01,NA,28,CoreLoc,10,Central Av - University Av - Northtown,28,5167.642857142857,2.53925,136
10,2018,3,173233,2018-03-01,NA,31,CoreLoc,10,Central Av - University Av - Northtown,31,5588.1612903225805,2.48475,136
10,2018,4,160866,2018-04-01,NA,30,CoreLoc,10,Central Av - University Av - Northtown,30,5362.2,2.5234,136
10,2018,5,180524,2018-05-01,NA,31,CoreLoc,10,Central Av - University Av - Northtown,31,5823.354838709677,2.74625,136
10,2018,6,169587,2018-06-01,NA,30,CoreLoc,10,Central Av - University Av - Northtown,30,5652.9,2.78375,136
10,2018,7,167888,2018-07-01,NA,31,CoreLoc,10,Central Av - University Av - Northtown,31,5415.741935483871,2.7542,136
10,2018,8,171450,2018-08-01,NA,31,CoreLoc,10,Central Av - University Av - Northtown,31,5530.645161290323,2.75,136
10,2018,9,168598,2018-09-01,NA,30,CoreLoc,10,Central Av - University Av - Northtown,30,5619.933333333333,2.738,136
10,2018,10,176712,2018-10-01,NA,31,CoreLoc,10,Central Av - University Av - Northtown,31,5700.387096774193,2.7838,136
10,2018,11,157264,2018-11-01,NA,30,CoreLoc,10,Central Av - University Av - Northtown,30,5242.133333333333,2.5455,136
10,2018,12,152451,2018-12-01,NA,31,CoreLoc,10,Central Av - University Av - Northtown,31,4917.774193548387,2.2134,136
10,2019,1,144667,2019-01-01,NA,31,CoreLoc,10,Central Av - University Av - Northtown,31,4666.677419354839,2.0355,136
10,2019,2,139822,2019-02-01,NA,28,CoreLoc,10,Central Av - University Av - Northtown,28,4993.642857142857,2.14425,136
10,2019,3,167582,2019-03-01,NA,31,CoreLoc,10,Central Av - University Av - Northtown,31,5405.870967741936,2.44525,136
10,2019,4,159443,2019-04-01,NA,30,CoreLoc,10,Central Av - University Av - Northtown,30,5314.766666666666,2.6806,136
11,2014,1,101095,2014-01-01,22,31,CoreLoc,11,Columbia Heights - 2nd St NE - 4th Av S,31,3261.1290322580644,3.218,44
11,2014,2,102682,2014-02-01,20,28,CoreLoc,11,Columbia Heights - 2nd St NE - 4th Av S,28,3667.214285714286,3.29025,44
11,2014,3,114806,2014-03-01,21,31,CoreLoc,11,Columbia Heights - 2nd St NE - 4th Av S,31,3703.4193548387098,3.5058,44
11,2014,4,115433,2014-04-01,22,30,CoreLoc,11,Columbia Heights - 2nd St NE - 4th Av S,30,3847.766666666667,3.51675,44
11,2014,5,115750,2014-05-01,21,31,CoreLoc,11,Columbia Heights - 2nd St NE - 4th Av S,31,3733.8709677419356,3.49525,44
11,2014,6,102557,2014-06-01,21,30,CoreLoc,11,Columbia Heights - 2nd St NE - 4th Av S,30,3418.5666666666666,3.5444,44
11,2014,7,97603,2014-07-01,22,31,CoreLoc,11,Columbia Heights - 2nd St NE - 4th Av S,31,3148.483870967742,3.4505,44
11,2014,8,100227,2014-08-01,21,31,CoreLoc,11,Columbia Heights - 2nd St NE - 4th Av S,31,3233.1290322580644,3.33725,44
11,2014,9,110911,2014-09-01,21,30,CoreLoc,11,Columbia Heights - 2nd St NE - 4th Av S,30,3697.0333333333333,3.2638000000000003,44
11,2014,10,116184,2014-10-01,23,31,CoreLoc,11,Columbia Heights - 2nd St NE - 4th Av S,31,3747.8709677419356,3.0495,44
11,2014,11,101723,2014-11-01,18,30,CoreLoc,11,Columbia Heights - 2nd St NE - 4th Av S,30,3390.766666666667,2.85825,44
11,2014,12,105073,2014-12-01,20,31,CoreLoc,11,Columbia Heights - 2nd St NE - 4th Av S,31,3389.451612903226,2.407,44
11,2015,1,103732,2015-01-01,21,31,CoreLoc,11,Columbia Heights - 2nd St NE - 4th Av S,31,3346.1935483870966,1.9565000000000001,44
11,2015,2,98577,2015-02-01,20,28,CoreLoc,11,Columbia Heights - 2nd St NE - 4th Av S,28,3520.6071428571427,2.156,44
11,2015,3,108147,2015-03-01,22,31,CoreLoc,11,Columbia Heights - 2nd St NE - 4th Av S,31,3488.6129032258063,2.3806,44
11,2015,4,106394,2015-04-01,22,30,CoreLoc,11,Columbia Heights - 2nd St NE - 4th Av S,30,3546.4666666666667,2.30925,44
11,2015,5,103023,2015-05-01,20,31,CoreLoc,11,Columbia Heights - 2nd St NE - 4th Av S,31,3323.3225806451615,2.541,44
11,2015,6,103099,2015-06-01,22,30,CoreLoc,11,Columbia Heights - 2nd St NE - 4th Av S,30,3436.633333333333,2.6498,44
11,2015,7,81420,2015-07-01,22,31,CoreLoc,11,Columbia Heights - 2nd St NE - 4th Av S,31,2626.451612903226,2.6855,44
11,2015,8,80177,2015-08-01,21,31,CoreLoc,11,Columbia Heights - 2nd St NE - 4th Av S,31,2586.3548387096776,2.5606,44
11,2015,9,89060,2015-09-01,21,30,CoreLoc,11,Columbia Heights - 2nd St NE - 4th Av S,30,2968.6666666666665,2.286,44
11,2015,10,89578,2015-10-01,22,31,CoreLoc,11,Columbia Heights - 2nd St NE - 4th Av S,31,2889.6129032258063,2.38875,44
11,2015,11,82830,2015-11-01,19,30,CoreLoc,11,Columbia Heights - 2nd St NE - 4th Av S,30,2761,2.1304,44
11,2015,12,83958,2015-12-01,21,31,CoreLoc,11,Columbia Heights - 2nd St NE - 4th Av S,31,2708.3225806451615,1.8845,44
11,2016,1,81865,2016-01-01,20,31,CoreLoc,11,Columbia Heights - 2nd St NE - 4th Av S,31,2640.8064516129034,1.7545,44
11,2016,2,84935,2016-02-01,21,29,CoreLoc,11,Columbia Heights - 2nd St NE - 4th Av S,29,2928.793103448276,1.6052,44
11,2016,3,94278,2016-03-01,23,31,CoreLoc,11,Columbia Heights - 2nd St NE - 4th Av S,31,3041.2258064516127,1.95075,44
11,2016,4,100730,2016-04-01,21,30,CoreLoc,11,Columbia Heights - 2nd St NE - 4th Av S,30,3357.6666666666665,1.9625,44
11,2016,5,98724,2016-05-01,21,31,CoreLoc,11,Columbia Heights - 2nd St NE - 4th Av S,31,3184.6451612903224,2.1708000000000003,44
11,2016,6,95632,2016-06-01,22,30,CoreLoc,11,Columbia Heights - 2nd St NE - 4th Av S,30,3187.733333333333,2.25325,44
11,2016,7,86806,2016-07-01,20,31,CoreLoc,11,Columbia Heights - 2nd St NE - 4th Av S,31,2800.1935483870966,2.1165,44
11,2016,8,98283,2016-08-01,23,31,CoreLoc,11,Columbia Heights - 2nd St NE - 4th Av S,31,3170.4193548387098,2.1438,44
11,2016,9,103936,2016-09-01,21,30,CoreLoc,11,Columbia Heights - 2nd St NE - 4th Av S,30,3464.5333333333333,2.1715,44
11,2016,10,107638,2016-10-01,21,31,CoreLoc,11,Columbia Heights - 2nd St NE - 4th Av S,31,3472.1935483870966,2.1396,44
11,2016,11,102453,2016-11-01,20,30,CoreLoc,11,Columbia Heights - 2nd St NE - 4th Av S,30,3415.1,1.99075,44
11,2016,12,95581,2016-12-01,21,31,CoreLoc,11,Columbia Heights - 2nd St NE - 4th Av S,31,3083.2580645161293,2.107,44
11,2017,1,101244,2017-01-01,22,31,CoreLoc,11,Columbia Heights - 2nd St NE - 4th Av S,31,3265.935483870968,2.3032,44
11,2017,2,99250,2017-02-01,20,28,CoreLoc,11,Columbia Heights - 2nd St NE - 4th Av S,28,3544.6428571428573,2.25975,44
11,2017,3,109741,2017-03-01,23,31,CoreLoc,11,Columbia Heights - 2nd St NE - 4th Av S,31,3540.032258064516,2.253,44
11,2017,4,101062,2017-04-01,20,30,CoreLoc,11,Columbia Heights - 2nd St NE - 4th Av S,30,3368.733333333333,2.30075,44
11,2017,5,104865,2017-05-01,22,31,CoreLoc,11,Columbia Heights - 2nd St NE - 4th Av S,31,3382.7419354838707,2.2923999999999998,44
11,2017,6,93731,2017-06-01,22,30,CoreLoc,11,Columbia Heights - 2nd St NE - 4th Av S,30,3124.366666666667,2.2595,44
11,2017,7,89304,2017-07-01,20,31,CoreLoc,11,Columbia Heights - 2nd St NE - 4th Av S,31,2880.7741935483873,2.2282,44
11,2017,8,98454,2017-08-01,23,31,CoreLoc,11,Columbia Heights - 2nd St NE - 4th Av S,31,3175.935483870968,2.299,44
14,2014,1,139960,2014-01-01,22,31,CoreLoc,14,Robbinsdale-West Broadway-Bloomington Av-66St/Ceda,31,4514.8387096774195,3.218,44
14,2014,2,142760,2014-02-01,20,28,CoreLoc,14,Robbinsdale-West Broadway-Bloomington Av-66St/Ceda,28,5098.571428571428,3.29025,44
14,2014,3,162024,2014-03-01,21,31,CoreLoc,14,Robbinsdale-West Broadway-Bloomington Av-66St/Ceda,31,5226.580645161291,3.5058,44
14,2014,4,162146,2014-04-01,22,30,CoreLoc,14,Robbinsdale-West Broadway-Bloomington Av-66St/Ceda,30,5404.866666666667,3.51675,44
14,2014,5,165529,2014-05-01,21,31,CoreLoc,14,Robbinsdale-West Broadway-Bloomington Av-66St/Ceda,31,5339.645161290323,3.49525,44
14,2014,6,153954,2014-06-01,21,30,CoreLoc,14,Robbinsdale-West Broadway-Bloomington Av-66St/Ceda,30,5131.8,3.5444,44
14,2014,7,155326,2014-07-01,22,31,CoreLoc,14,Robbinsdale-West Broadway-Bloomington Av-66St/Ceda,31,5010.5161290322585,3.4505,44
14,2014,8,155228,2014-08-01,21,31,CoreLoc,14,Robbinsdale-West Broadway-Bloomington Av-66St/Ceda,31,5007.354838709677,3.33725,44
14,2014,9,162097,2014-09-01,21,30,CoreLoc,14,Robbinsdale-West Broadway-Bloomington Av-66St/Ceda,30,5403.233333333334,3.2638000000000003,44
14,2014,10,163276,2014-10-01,23,31,CoreLoc,14,Robbinsdale-West Broadway-Bloomington Av-66St/Ceda,31,5266.967741935484,3.0495,44
14,2014,11,137742,2014-11-01,18,30,CoreLoc,14,Robbinsdale-West Broadway-Bloomington Av-66St/Ceda,30,4591.4,2.85825,44
14,2014,12,141211,2014-12-01,20,31,CoreLoc,14,Robbinsdale-West Broadway-Bloomington Av-66St/Ceda,31,4555.193548387097,2.407,44
14,2015,1,140801,2015-01-01,21,31,CoreLoc,14,Robbinsdale-West Broadway-Bloomington Av-66St/Ceda,31,4541.967741935484,1.9565000000000001,44
14,2015,2,130148,2015-02-01,20,28,CoreLoc,14,Robbinsdale-West Broadway-Bloomington Av-66St/Ceda,28,4648.142857142857,2.156,44
14,2015,3,150958,2015-03-01,22,31,CoreLoc,14,Robbinsdale-West Broadway-Bloomington Av-66St/Ceda,31,4869.612903225807,2.3806,44
14,2015,4,147699,2015-04-01,22,30,CoreLoc,14,Robbinsdale-West Broadway-Bloomington Av-66St/Ceda,30,4923.3,2.30925,44
14,2015,5,147274,2015-05-01,20,31,CoreLoc,14,Robbinsdale-West Broadway-Bloomington Av-66St/Ceda,31,4750.774193548387,2.541,44
14,2015,6,144543,2015-06-01,22,30,CoreLoc,14,Robbinsdale-West Broadway-Bloomington Av-66St/Ceda,30,4818.1,2.6498,44
14,2015,7,138897,2015-07-01,22,31,CoreLoc,14,Robbinsdale-West Broadway-Bloomington Av-66St/Ceda,31,4480.548387096775,2.6855,44
14,2015,8,138529,2015-08-01,21,31,CoreLoc,14,Robbinsdale-West Broadway-Bloomington Av-66St/Ceda,31,4468.677419354839,2.5606,44
14,2015,9,141660,2015-09-01,21,30,CoreLoc,14,Robbinsdale-West Broadway-Bloomington Av-66St/Ceda,30,4722,2.286,44
14,2015,10,145188,2015-10-01,22,31,CoreLoc,14,Robbinsdale-West Broadway-Bloomington Av-66St/Ceda,31,4683.4838709677415,2.38875,44
14,2015,11,130226,2015-11-01,19,30,CoreLoc,14,Robbinsdale-West Broadway-Bloomington Av-66St/Ceda,30,4340.866666666667,2.1304,44
14,2015,12,130533,2015-12-01,21,31,CoreLoc,14,Robbinsdale-West Broadway-Bloomington Av-66St/Ceda,31,4210.741935483871,1.8845,44
14,2016,1,126816,2016-01-01,20,31,CoreLoc,14,Robbinsdale-West Broadway-Bloomington Av-66St/Ceda,31,4090.8387096774195,1.7545,44
14,2016,2,130173,2016-02-01,21,29,CoreLoc,14,Robbinsdale-West Broadway-Bloomington Av-66St/Ceda,29,4488.724137931034,1.6052,44
14,2016,3,141967,2016-03-01,23,31,CoreLoc,14,Robbinsdale-West Broadway-Bloomington Av-66St/Ceda,31,4579.580645161291,1.95075,44
14,2016,4,138305,2016-04-01,21,30,CoreLoc,14,Robbinsdale-West Broadway-Bloomington Av-66St/Ceda,30,4610.166666666667,1.9625,44
14,2016,5,140567,2016-05-01,21,31,CoreLoc,14,Robbinsdale-West Broadway-Bloomington Av-66St/Ceda,31,4534.419354838709,2.1708000000000003,44
14,2016,6,133353,2016-06-01,22,30,CoreLoc,14,Robbinsdale-West Broadway-Bloomington Av-66St/Ceda,30,4445.1,2.25325,44
14,2016,7,125239,2016-07-01,20,31,CoreLoc,14,Robbinsdale-West Broadway-Bloomington Av-66St/Ceda,31,4039.967741935484,2.1165,44
14,2016,8,135189,2016-08-01,23,31,CoreLoc,14,Robbinsdale-West Broadway-Bloomington Av-66St/Ceda,31,4360.935483870968,2.1438,44
14,2016,9,136157,2016-09-01,21,30,CoreLoc,14,Robbinsdale-West Broadway-Bloomington Av-66St/Ceda,30,4538.566666666667,2.1715,44
14,2016,10,136383,2016-10-01,21,31,CoreLoc,14,Robbinsdale-West Broadway-Bloomington Av-66St/Ceda,31,4399.451612903225,2.1396,44
14,2016,11,127015,2016-11-01,20,30,CoreLoc,14,Robbinsdale-West Broadway-Bloomington Av-66St/Ceda,30,4233.833333333333,1.99075,44
14,2016,12,113554,2016-12-01,21,31,CoreLoc,14,Robbinsdale-West Broadway-Bloomington Av-66St/Ceda,31,3663.032258064516,2.107,44
14,2017,1,121959,2017-01-01,22,31,CoreLoc,14,Robbinsdale-West Broadway-Bloomington Av-66St/Ceda,31,3934.1612903225805,2.3032,44
14,2017,2,121024,2017-02-01,20,28,CoreLoc,14,Robbinsdale-West Broadway-Bloomington Av-66St/Ceda,28,4322.285714285715,2.25975,44
14,2017,3,136515,2017-03-01,23,31,CoreLoc,14,Robbinsdale-West Broadway-Bloomington Av-66St/Ceda,31,4403.709677419355,2.253,44
14,2017,4,128059,2017-04-01,20,30,CoreLoc,14,Robbinsdale-West Broadway-Bloomington Av-66St/Ceda,30,4268.633333333333,2.30075,44
14,2017,5,136476,2017-05-01,22,31,CoreLoc,14,Robbinsdale-West Broadway-Bloomington Av-66St/Ceda,31,4402.451612903225,2.2923999999999998,44
14,2017,6,129573,2017-06-01,22,30,CoreLoc,14,Robbinsdale-West Broadway-Bloomington Av-66St/Ceda,30,4319.1,2.2595,44
14,2017,7,118451,2017-07-01,20,31,CoreLoc,14,Robbinsdale-West Broadway-Bloomington Av-66St/Ceda,31,3821,2.2282,44
14,2017,8,130342,2017-08-01,23,31,CoreLoc,14,Robbinsdale-West Broadway-Bloomington Av-66St/Ceda,31,4204.580645161291,2.299,44
17,2008,1,169220,2008-01-01,NA,31,CoreLoc,17,Minnetonka Blvd - Uptown - Washington St NE,31,5458.709677419355,2.9155,136
17,2008,2,170235,2008-02-01,NA,29,CoreLoc,17,Minnetonka Blvd - Uptown - Washington St NE,29,5870.172413793103,2.94725,136
17,2008,3,180417,2008-03-01,NA,31,CoreLoc,17,Minnetonka Blvd - Uptown - Washington St NE,31,5819.903225806452,3.067,136
17,2008,4,178748,2008-04-01,NA,30,CoreLoc,17,Minnetonka Blvd - Uptown - Washington St NE,30,5958.266666666666,3.3272500000000003,136
17,2008,5,170586,2008-05-01,NA,31,CoreLoc,17,Minnetonka Blvd - Uptown - Washington St NE,31,5502.774193548387,3.644,136
17,2008,6,173565,2008-06-01,NA,30,CoreLoc,17,Minnetonka Blvd - Uptown - Washington St NE,30,5785.5,3.9021999999999997,136
17,2008,7,182095,2008-07-01,NA,31,CoreLoc,17,Minnetonka Blvd - Uptown - Washington St NE,31,5874.032258064516,3.861,136
17,2008,8,180126,2008-08-01,NA,31,CoreLoc,17,Minnetonka Blvd - Uptown - Washington St NE,31,5810.5161290322585,3.61525,136
17,2008,9,182720,2008-09-01,NA,30,CoreLoc,17,Minnetonka Blvd - Uptown - Washington St NE,30,6090.666666666667,3.576,136
17,2008,10,187995,2008-10-01,NA,31,CoreLoc,17,Minnetonka Blvd - Uptown - Washington St NE,31,6064.354838709677,2.714,136
